Market,2025 Q2 EST,2025 Q3,2025 Q4,2026 Q1,2026 Q2,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2
Pittsburgh - PA,106797,107204,107548,107821,108132,108476,108835,108982,109151,109365,109613,109891,110191,110510,110844,111189,111542,111899,112261,112626,112992,113360,113727,114095,114463,114830,115197,115563,115928,116292,116654,117016,117377,117736,118095,118453,118810,119166,119521,119875,120228
Port St. Lucie - FL,15564,15563,15777,15801,15800,15800,16092,16165,16261,16376,16504,16644,16793,16948,17109,17273,17441,17611,17782,17954,18127,18301,18475,18649,18824,18998,19172,19347,19521,19695,19869,20044,20217,20391,20565,20739,20913,21086,21260,21434,21607
Portland - ME,18948,19067,19066,19065,19064,19139,19175,19230,19299,19379,19468,19563,19664,19769,19876,19986,20098,20211,20325,20439,20553,20668,20783,20898,21013,21128,21243,21358,21472,21587,21702,21816,21931,22045,22160,22274,22388,22502,22617,22731,22845
Portland - OR,239920,240302,240890,241224,241594,241961,242330,242607,243038,243590,244242,244975,245774,246629,247530,248471,249445,250447,251472,252519,253583,254664,255759,256866,257985,259114,260251,261396,262549,263708,264872,266042,267216,268395,269578,270766,271957,273151,274347,275547,276750
Poughkeepsie - NY,14152,14151,14151,14150,14176,14178,14226,14239,14255,14274,14295,14317,14341,14366,14392,14418,14444,14471,14498,14525,14552,14580,14607,14634,14662,14689,14716,14743,14771,14798,14825,14852,14880,14907,14934,14961,14988,15015,15042,15069,15096
Providence - RI,62853,63065,63142,63289,63495,63698,63796,63867,63958,64064,64181,64308,64441,64580,64723,64870,65018,65168,65319,65471,65623,65775,65928,66081,66234,66386,66539,66692,66844,66997,67149,67301,67453,67605,67757,67909,68061,68212,68364,68516,68667
Provo - UT,22424,22950,23141,23140,23138,24529,24578,24673,25106,25264,25443,25640,25851,26075,26308,26549,26797,27049,27306,27566,27829,28095,28362,28630,28901,29172,29444,29717,29991,30266,30540,30816,31092,31368,31644,31921,32198,32475,32753,33031,33309
Raleigh - NC,136569,137977,139101,139844,140749,141666,141990,142491,143130,143855,144643,145494,146404,147344,148311,149301,150312,151332,152359,153389,154419,155450,156477,157503,158525,159542,160555,161563,162565,163562,164553,165539,166520,167497,168471,169440,170406,171368,172328,173285,174239
Reading - PA,11181,11180,11260,11259,11259,11340,11348,11360,11375,11393,11413,11435,11458,11481,11506,11530,11556,11581,11607,11633,11659,11685,11711,11737,11763,11789,11815,11841,11867,11893,11919,11945,11971,11996,12022,12048,12074,12100,12126,12151,12177
Reno - NV,46913,47212,47210,47477,47474,47534,47531,47617,47670,47787,47911,48061,48229,48413,48609,48814,49027,49244,49466,49692,49920,50150,50382,50615,50849,51083,51319,51555,51791,52028,52265,52503,52740,52978,53215,53453,53691,53929,54167,54405,54644
Richmond - VA,106948,107751,108603,109290,109991,110693,110962,111292,111406,111609,111881,112207,112577,112980,113412,113867,114340,114826,115325,115831,116345,116864,117388,117915,118445,118977,119510,120045,120582,121120,121657,122196,122736,123275,123814,124355,124896,125437,125977,126519,127061
Rochester - NY,59699,59819,60006,60003,60000,60006,60030,60069,60118,60176,60240,60309,60382,60459,60537,60617,60699,60781,60864,60947,61031,61114,61198,61282,61366,61450,61534,61617,61701,61785,61868,61952,62035,62118,62202,62285,62368,62451,62535,62618,62701
Sacramento - CA,145873,146003,146259,146507,146493,146795,147177,147162,147287,147272,147257,147264,147308,147387,147494,147626,147776,147942,148121,148311,148509,148715,148926,149143,149363,149587,149814,150042,150273,150505,150738,150973,151208,151444,151680,151917,152154,152392,152630,152868,153106
Saint Louis - MO,151586,151997,152354,152597,152918,153334,153566,153855,154186,154550,154939,155347,155769,156201,156640,157084,157531,157982,158434,158888,159342,159796,160252,160708,161164,161620,162078,162534,162991,163448,163905,164362,164818,165275,165732,166189,166647,167104,167562,168020,168478
Salem - OR,31130,31129,31128,31126,31124,31562,31560,31604,31635,31689,31761,31848,31946,32053,32167,32286,32410,32536,32665,32797,32929,33063,33198,33333,33469,33606,33743,33880,34017,34155,34293,34431,34569,34707,34845,34983,35122,35260,35398,35537,35676
Salinas - CA,19916,19915,19915,19913,19912,19975,19973,19972,19973,19976,19980,19985,19991,19998,20005,20013,20021,20029,20037,20046,20054,20063,20072,20080,20089,20098,20107,20116,20125,20133,20142,20151,20160,20169,20178,20187,20196,20205,20214,20223,20232
Salisbury - MD,11802,11801,11801,11800,11815,12003,12036,12085,12146,12218,12297,12382,12471,12564,12660,12758,12858,12958,13060,13161,13263,13365,13468,13570,13673,13775,13877,13980,14082,14184,14286,14388,14490,14592,14694,14796,14898,14999,15101,15203,15305
Salt Lake City - UT,100490,101377,102247,102985,103598,104353,104787,105416,106057,106649,107159,107723,108332,108978,109656,110360,111085,111827,112584,113352,114129,114914,115705,116501,117301,118104,118910,119718,120527,121337,122148,122958,123770,124582,125394,126206,127016,127827,128639,129451,130263
San Antonio - TX,230866,232008,232637,233377,233835,234156,235040,235724,236520,237404,238364,239389,240469,241596,242765,243968,245203,246462,247745,249047,250364,251696,253041,254397,255764,257140,258525,259916,261314,262717,264126,265539,266957,268379,269804,271233,272665,274100,275538,276980,278424
San Diego - CA,283886,284839,285558,286301,287030,287756,288421,289152,289860,290406,290914,291484,291683,291997,292409,292911,293490,294123,294801,295516,296262,297034,297827,298637,299461,300294,301137,301986,302840,303697,304556,305417,306279,307141,308003,308863,309721,310579,311435,312289,313142
San Francisco - CA,187695,187998,188591,188869,188921,189429,189750,189746,189820,189972,190188,190456,190769,191120,191501,191907,192333,192776,193234,193704,194184,194671,195166,195666,196171,196679,197190,197705,198222,198741,199261,199783,200306,200830,201354,201879,202404,202930,203455,203981,204507
San Jose - CA,163350,163896,164384,164705,164810,164785,164761,164760,164871,165073,165349,165687,166079,166515,166990,167499,168036,168599,169184,169788,170409,171044,171693,172355,173026,173707,174396,175093,175795,176504,177218,177937,178660,179386,180115,180848,181584,182321,183062,183805,184549
Santa Barbara - CA,20961,20960,20959,20958,20957,20989,20988,20987,20990,20997,21006,21017,21030,21043,21058,21074,21090,21107,21124,21141,21159,21176,21194,21212,21230,21248,21266,21284,21302,21321,21339,21357,21375,21393,21412,21430,21448,21466,21485,21503,21521
Santa Rosa - CA,24409,24408,24407,24776,24942,24962,24960,24998,25016,25287,25331,25383,25442,25506,25575,25647,25721,25798,25876,25955,26035,26115,26197,26278,26361,26443,26526,26608,26691,26774,26858,26941,27024,27107,27191,27274,27358,27441,27525,27608,27692
Sarasota - FL,47539,47817,48272,48849,49144,50006,50645,51073,51354,51688,52064,52473,52907,53360,53830,54310,54800,55296,55796,56300,56806,57313,57821,58330,58840,59349,59859,60369,60878,61387,61895,62404,62912,63420,63928,64435,64943,65450,65958,66465,66973
Savannah - GA,36721,36914,37201,37207,38144,38235,38504,39083,39395,39593,39816,40058,40315,40584,40862,41147,41437,41731,42028,42327,42627,42927,43229,43531,43833,44135,44437,44739,45041,45343,45644,45946,46247,46548,46849,47150,47451,47751,48052,48353,48654
Scranton - PA,9348,9347,9347,9346,9346,9346,9347,9348,9350,9352,9354,9357,9360,9363,9366,9370,9373,9376,9379,9383,9386,9390,9393,9396,9400,9403,9406,9410,9413,9417,9420,9423,9427,9430,9433,9437,9440,9443,9447,9450,9453
Seattle - WA,403533,405151,406647,407997,409401,410569,411734,412962,414327,415591,416527,417621,418852,420200,421647,423179,424785,426452,428172,429939,431745,433587,435457,437352,439269,441206,443161,445128,447106,449095,451092,453095,455104,457117,459135,461156,463181,465207,467236,469267,471300
Shreveport - LA,24678,24677,24676,24762,24760,24758,24759,24762,24767,24774,24782,24790,24800,24809,24820,24830,24841,24852,24863,24874,24885,24896,24908,24919,24930,24941,24952,24964,24975,24986,24997,25008,25019,25030,25041,25052,25063,25074,25085,25096,25107
Spokane - WA,43559,43558,43556,43876,43966,44023,44020,44242,44531,44616,44729,44865,45018,45186,45364,45550,45743,45942,46143,46348,46556,46765,46976,47188,47401,47614,47828,48043,48258,48473,48689,48905,49121,49337,49553,49769,49985,50202,50419,50635,50852
Springfield - MA,24271,24270,24269,24268,24266,24268,24275,24288,24303,24322,24342,24364,24387,24412,24437,24462,24488,24515,24541,24568,24594,24621,24648,24674,24701,24728,24755,24782,24808,24835,24862,24888,24915,24941,24968,24995,25021,25048,25074,25101,25127
Springfield - MO,26579,26834,26833,26831,26829,26835,26906,26953,27013,27083,27161,27245,27333,27424,27518,27614,27710,27808,27906,28005,28103,28202,28301,28400,28499,28598,28697,28796,28895,28994,29093,29192,29290,29389,29488,29587,29685,29784,29883,29982,30081
Stamford - CT,41257,41930,42267,42596,43012,43221,43300,43791,43970,44184,44429,44699,44989,45298,45622,45957,46301,46653,47011,47374,47741,48111,48486,48861,49239,49617,49994,50373,50753,51132,51512,51891,52270,52649,53028,53407,53786,54164,54542,54920,55298
Stockton - CA,29073,29072,29071,29069,29068,29066,29431,29430,29440,29458,29483,29513,29547,29584,29623,29664,29707,29751,29796,29842,29888,29935,29982,30029,30076,30124,30172,30219,30267,30315,30363,30411,30459,30508,30556,30604,30652,30700,30748,30797,30845
Syracuse - NY,34446,34445,34443,34489,34487,34489,34787,34805,34827,34854,34883,34915,34948,34983,35019,35056,35094,35132,35170,35208,35246,35285,35323,35362,35401,35439,35478,35516,35555,35593,35632,35670,35708,35747,35785,35823,35861,35900,35938,35976,36014
Tallahassee - FL,24829,24828,24872,24869,24866,24863,24874,24895,24924,24959,24999,25042,25088,25137,25187,25239,25291,25344,25398,25452,25506,25561,25615,25670,25725,25779,25834,25889,25943,25998,26052,26107,26161,26215,26270,26324,26378,26433,26487,26541,26595
Tampa - FL,240188,242538,244317,245431,246816,248099,249673,251017,252010,253125,254834,256110,257435,258798,260186,261590,263003,264423,265843,267260,268675,270083,271486,272882,274272,275655,277032,278401,279764,281121,282471,283815,285154,286489,287820,289145,290467,291785,293101,294414,295723
Toledo - OH,40907,40905,40903,41220,41217,41218,41233,41257,41289,41326,41368,41413,41461,41510,41561,41613,41665,41718,41771,41825,41878,41932,41985,42039,42092,42146,42200,42253,42307,42360,42414,42467,42521,42574,42627,42681,42734,42788,42841,42894,42948
Trenton - NJ,21409,21562,21681,22068,22067,22187,22761,22944,23018,23104,23198,23300,23408,23520,23635,23752,23872,23992,24114,24236,24358,24481,24603,24726,24849,24972,25095,25218,25340,25463,25585,25708,25830,25953,26075,26197,26319,26441,26563,26685,26807
Tucson - AZ,85631,85997,85994,85989,86341,86336,86365,86424,86507,86608,86724,86852,86989,87135,87287,87445,87607,87772,87940,88110,88282,88455,88630,88806,88983,89161,89339,89518,89697,89876,90056,90237,90417,90598,90779,90960,91141,91322,91504,91686,91868
Tulsa - OK,65658,65772,66314,66629,66774,66787,67302,67411,67551,67714,67896,68091,68296,68508,68727,68949,69174,69401,69629,69859,70088,70318,70549,70779,71009,71240,71470,71701,71931,72161,72391,72621,72851,73081,73310,73540,73770,74000,74230,74459,74689
Vallejo-Fairfield - CA,19084,19083,19082,19081,19369,19440,19438,19439,19450,19471,19500,19534,19572,19614,19659,19706,19754,19804,19855,19907,19959,20012,20065,20118,20172,20225,20279,20334,20388,20442,20496,20551,20605,20659,20714,20768,20823,20877,20932,20986,21041
Ventura - CA,37446,37778,38162,38159,38236,38349,38346,38435,38488,38525,38576,38637,38706,38782,38863,38947,39034,39124,39216,39309,39403,39498,39593,39689,39786,39882,39980,40077,40174,40272,40370,40468,40565,40663,40761,40859,40957,41056,41154,41252,41350
Visalia - CA,8074,8073,8289,8289,8288,8336,8335,8336,8368,8386,8411,8440,8473,8508,8547,8586,8628,8670,8713,8757,8801,8846,8891,8936,8982,9028,9073,9119,9165,9211,9257,9304,9350,9396,9442,9488,9535,9581,9627,9674,9720
Washington - DC,584528,586224,587609,588894,590044,591390,592513,593314,594462,595740,597389,598539,599724,601132,602726,604476,606357,608346,610425,612582,614803,617079,619403,621767,624166,626596,629051,631527,634019,636524,639040,641566,644103,646647,649197,651751,654309,656871,659436,662002,664572
Wichita - KS,36598,36848,37406,37445,37683,37692,37739,37815,37913,38026,38153,38288,38431,38578,38730,38885,39041,39199,39358,39517,39676,39836,39996,40156,40317,40477,40637,40797,40957,41117,41277,41437,41596,41756,41916,42076,42235,42395,42555,42715,42874
Winston-Salem - NC,35192,35191,35419,35416,35413,35410,35423,35450,35486,35529,35579,35632,35690,35750,35812,35875,35940,36006,36073,36139,36207,36274,36341,36409,36476,36544,36612,36679,36747,36814,36881,36949,37016,37083,37150,37218,37285,37352,37419,37486,37553
Worcester - MA,32846,32845,32843,33061,33153,33163,33246,33299,33367,33446,33533,33627,33726,33829,33935,34043,34153,34264,34376,34489,34601,34714,34827,34941,35054,35167,35280,35393,35506,35619,35732,35845,35958,36070,36183,36296,36408,36521,36633,36745,36858
York - PA,12820,12819,12819,12818,13097,13106,13135,13178,13232,13295,13365,13440,13519,13602,13686,13773,13861,13950,14039,14129,14219,14309,14400,14490,14581,14671,14761,14852,14942,15032,15123,15213,15303,15393,15483,15573,15663,15753,15843,15933,16022
Youngstown - OH,18006,18005,18004,18003,18001,18000,17999,17998,17996,17995,17994,17992,17991,17990,17989,17987,17986,17985,17984,17982,17981,17980,17979,17977,17976,17975,17974,17972,17971,17970,17968,17967,17966,17964,17963,17962,17960,17959,17958,17956,17955
