Market,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2026 Q1,2026 Q2 EST,2026 Q2 QTD,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2,2035 Q3,2035 Q4
Dallas-Fort Worth - TX,3438525.0,3463171.0,3493065.0,3518516.0,3545385.0,3564381.0,3584000.0,3607586.0,3624840.0,3650729.0,3676437.0,3696569.0,3717806.0,3745053.0,3780801.0,3815641.0,3826745.0,3488669.0,3622307.0,3690491.0,3726539.0,3771907.0,3846107.0,3925240.0,3979532.0,4033459.0,4102791.0,4146125.0,4173765.25,4194874.0,4214860.0,4229820.0,4244737.0,4261505.0,4281479.0,4294771.0,4309751.0,4317386.0,4325632.0,4333523.0,4342490.0,4350895.0,,4359815.0,4369521.0,4380008.0,4390493.0,4401322.0,4412212.0,4422281.0,4432706.0,4443115.0,4453417.0,4464029.0,4474596.0,4485545.0,4496701.0,4507957.0,4519353.0,4530768.0,4542091.0,4553497.0,4479306.0,4490234.0,4501173.0,4512052.0,4522883.0,4533756.0,4544614.0,4555508.0,4566382.0,4577260.0,4588091.0,4599014.0,4609917.0,4620800.0,4631640.0,4642544.0,4653396.0,4664256.0,4675075.0
Dayton - OH,382560.59375,382813.125,383918.0,384575.71875,385354.1875,387409.59375,388396.0,388436.625,389174.40625,389541.28125,389337.1875,388600.8125,389720.625,391096.3125,391401.09375,391487.90625,392291.8125,347965.90625,368712.1875,372113.09375,371860.5,372615.125,375467.1875,377421.8125,380397.0,383213.5,385071.0,386103.59375,389340.90625,390068.21875,390661.71875,393648.5,395110.5,396082.09375,397020.125,396998.1875,396291.59375,397255.0,397449.5,396787.1875,396608.1875,396541.6875,,396500.21875,396500.625,396472.6875,396460.125,396453.71875,396452.5,396462.40625,396475.1875,396497.3125,396531.59375,396562.5,396641.125,396725.40625,396827.78125,396937.0,397047.78125,397145.0,397233.0,397291.1875,391672.0,391730.8125,391784.40625,391838.0,391888.40625,391940.40625,391986.21875,392024.90625,392065.875,392103.09375,392141.21875,392175.6875,392210.90625,392242.71875,392271.90625,392297.21875,392321.59375,392342.90625,392362.625
Daytona Beach - FL,192393.90625,194714.40625,196896.390625,197628.6875,199101.890625,199929.703125,198896.296875,201176.109375,202441.296875,203214.296875,204444.5,204987.59375,205361.40625,205738.5,206079.5,207644.609375,207780.0,187799.109375,198498.703125,200343.0,203548.203125,205939.0,208626.203125,213504.5,213892.109375,215432.796875,217793.390625,219155.203125,221100.59375,222824.796875,224025.609375,226948.390625,228369.09375,228493.5,229146.5,229335.796875,230453.5,230904.6875,231170.296875,231397.5,231522.09375,231745.703125,,232035.0,232343.5,232693.796875,233022.703125,233377.8125,233736.6875,234081.09375,234404.40625,234714.796875,235008.796875,235319.203125,235643.703125,235982.703125,236336.703125,236697.203125,237067.90625,237439.109375,237805.890625,238170.0,233731.59375,234086.8125,234440.09375,234794.6875,235148.1875,235501.6875,235852.90625,236200.296875,236551.609375,236900.890625,237251.796875,237598.796875,237949.09375,238297.109375,238647.703125,238993.703125,239343.90625,239691.890625,240041.5
Denver - CO,1419885.0,1425401.0,1435462.0,1442333.0,1449339.0,1458628.0,1468114.0,1477411.0,1488008.0,1500408.0,1507054.0,1510323.0,1519375.0,1531450.0,1545646.0,1552284.0,1554600.0,1390892.0,1449111.0,1467248.0,1484642.0,1503914.0,1526427.0,1553691.0,1573637.0,1587361.0,1594591.0,1611947.0,1618718.0,1628476.0,1632901.0,1630038.0,1636567.0,1637487.0,1645342.0,1645786.0,1637133.0,1645150.0,1649356.0,1650727.0,1652248.0,1654774.0,,1657465.0,1660341.0,1663269.0,1666368.0,1669481.0,1672539.0,1675588.0,1678617.0,1681609.0,1684555.0,1687668.0,1690953.0,1694268.0,1697672.0,1701117.0,1704576.0,1708004.0,1711405.0,1714789.0,1688672.0,1691912.0,1695157.0,1698346.0,1701535.0,1704701.0,1707886.0,1711083.0,1714245.0,1717413.0,1720553.0,1723709.0,1726849.0,1729988.0,1733115.0,1736265.0,1739402.0,1742541.0,1745660.0
Des Moines - IA,366206.5,368085.6875,371316.90625,373960.5,374035.875,375825.1875,377266.59375,378549.1875,379856.125,381647.1875,381842.90625,381775.6875,382830.90625,384835.5,385803.5,388487.78125,388191.59375,349540.1875,367103.5,372413.21875,376094.21875,378476.1875,383897.625,386561.5,390786.90625,392231.5,395313.8125,399530.21875,403197.125,406719.3125,409824.875,411829.71875,412851.8125,415281.8125,414101.71875,412617.1875,411918.40625,411529.78125,411552.625,411546.59375,411652.8125,411953.0,,412318.90625,412776.78125,413217.1875,413681.6875,414185.78125,414659.5,415131.28125,415599.625,416091.1875,416584.8125,417102.6875,417654.3125,418205.5,418779.3125,419354.875,419935.40625,420514.40625,421082.6875,421640.40625,419196.0,419777.59375,420355.1875,420934.21875,421507.375,422077.3125,422642.78125,423203.625,423770.0,424334.28125,424897.875,425454.40625,426014.0,426570.0,427124.59375,427671.21875,428222.90625,428768.3125,429314.0
Detroit - MI,1956248.0,1966592.0,1979171.0,1990063.0,1995946.0,2005822.0,2011289.0,2013026.0,2021750.0,2030811.0,2034619.0,2039655.0,2037937.0,2040934.0,2047301.0,2046144.0,2041664.0,1626052.0,1856564.0,1883437.0,1901639.0,1903537.0,1935915.0,1970729.0,1990033.0,2006214.0,2018039.0,2023837.0,2034139.0,2046917.0,2052757.125,2042669.0,2049285.875,2058711.875,2060413.125,2070143.125,2069095.0,2069315.875,2069212.875,2068422.125,2068280.0,2068577.875,,2068978.0,2069664.0,2070245.125,2070732.875,2071106.0,2071349.125,2071606.875,2071896.0,2072242.0,2072745.125,2073440.875,2074287.125,2075245.125,2076264.875,2077297.125,2078373.0,2079418.0,2080403.125,2081330.125,2055920.875,2056572.0,2057178.0,2057758.0,2058313.0,2058868.875,2059436.0,2060008.0,2060565.0,2061117.0,2061660.875,2062201.875,2062721.875,2063235.125,2063738.0,2064250.0,2064732.875,2065205.125,2065674.125
Durham - NC,305809.21875,309076.28125,310140.0,312532.1875,313549.71875,313775.78125,315688.375,317027.90625,319486.5,320259.875,320289.71875,321081.78125,324384.40625,323427.0,324662.6875,325651.0,327687.71875,303151.40625,312175.40625,316534.5,320456.78125,325159.90625,329750.09375,331457.21875,333509.1875,337824.1875,340807.3125,340626.8125,344074.875,345310.09375,347203.0,348178.8125,350423.8125,352206.5,352862.21875,354221.40625,357074.09375,358910.1875,359205.6875,359329.90625,359614.6875,359933.0,,360288.21875,360703.5,361126.1875,361554.5,361972.1875,362402.59375,362852.59375,363296.6875,363743.8125,364223.0,364766.6875,365332.3125,365918.90625,366528.90625,367137.21875,367739.09375,368338.5,368934.90625,369519.71875,366875.3125,367426.40625,367977.0,368526.625,369074.875,369622.8125,370170.8125,370716.71875,371266.21875,371813.6875,372359.59375,372908.375,373456.59375,374004.6875,374551.3125,375100.5,375650.09375,376194.09375,376741.3125
East Bay - CA,1116836.0,1125582.0,1136543.0,1146193.0,1151577.0,1156372.0,1162675.0,1167543.0,1174511.0,1178595.0,1180558.0,1182851.0,1182763.0,1186076.0,1190804.0,1194720.0,1195866.0,1034115.0,1073417.0,1092677.0,1098738.0,1122716.0,1137117.0,1152725.0,1167276.0,1170296.0,1174459.0,1177236.0,1177840.0,1182261.0,1185725.0,1186031.0,1188148.0,1186159.0,1182849.0,1183831.0,1182474.0,1178591.0,1179482.0,1179891.0,1180154.0,1180922.0,,1181730.0,1182753.0,1183702.0,1184714.0,1185777.0,1186867.0,1187962.0,1189060.0,1190145.0,1191241.0,1192500.0,1193932.0,1195396.0,1196917.0,1198463.0,1200017.0,1201584.0,1203119.0,1204614.0,1185435.0,1186915.0,1188388.0,1189873.0,1191345.0,1192818.0,1194278.0,1195751.0,1197210.0,1198670.0,1200135.0,1201603.0,1203077.0,1204539.0,1206000.0,1207463.0,1208924.0,1210380.0,1211825.0
El Paso - TX,304911.71875,307281.09375,309674.59375,309138.0,311286.09375,312510.8125,311556.5,313632.28125,315659.3125,317162.1875,318491.09375,320649.0,322221.0,323660.1875,325395.6875,326817.6875,327754.40625,298663.21875,311404.59375,310533.1875,313856.28125,316334.8125,321586.3125,325508.0,328280.90625,331668.09375,333923.3125,336728.78125,338845.5,341713.5,344436.875,346844.40625,350623.90625,352807.59375,354700.71875,356194.625,357709.8125,358676.21875,359135.90625,359304.28125,359790.90625,360209.90625,,360673.875,361170.28125,361726.28125,362292.78125,362840.90625,363382.28125,363921.125,364455.28125,364982.40625,365514.5,366104.0,366742.875,367404.6875,368092.09375,368785.1875,369488.71875,370187.09375,370872.1875,371546.5,364201.59375,364857.3125,365510.90625,366169.40625,366818.78125,367463.90625,368103.40625,368738.8125,369368.90625,370005.71875,370629.90625,371261.8125,371887.3125,372516.125,373129.90625,373754.59375,374370.0,374991.90625,375601.5
Fayetteville - NC,129204.40625,129288.8046875,129468.796875,129079.296875,129361.296875,128992.296875,129787.3984375,129867.203125,130024.3046875,130735.3046875,130201.0078125,131009.6015625,131271.5,131542.09375,132310.703125,132507.203125,132241.8125,120543.796875,126478.796875,127660.6953125,128542.6953125,129677.59375,131020.296875,131080.59375,131838.5,132341.09375,132458.609375,132299.390625,134365.703125,134940.40625,135608.5,136409.1875,136127.703125,135900.703125,135950.1875,135588.109375,135555.0,135661.109375,135590.109375,134824.703125,134691.0,134660.203125,,134668.59375,134682.09375,134729.0,134789.59375,134855.1875,134915.609375,134982.703125,135042.296875,135115.40625,135196.703125,135271.1875,135355.890625,135448.203125,135546.09375,135647.59375,135754.203125,135867.40625,135974.90625,136078.703125,133834.109375,133925.796875,134018.40625,134103.390625,134192.09375,134275.609375,134362.3125,134444.5,134531.09375,134618.8125,134698.296875,134784.609375,134865.0,134950.890625,135029.09375,135114.59375,135199.296875,135278.3125,135360.390625
Flint - MI,136085.09375,136369.90625,136816.703125,137065.59375,136618.296875,137514.09375,137084.90625,137191.1875,138244.40625,138029.796875,138328.09375,138633.796875,139059.90625,137736.203125,139940.796875,137707.5,139475.59375,109356.90625,128992.296875,130961.3984375,131543.0,131142.90625,131153.59375,135035.59375,135468.3125,135835.203125,138278.390625,139195.90625,139894.890625,140501.796875,140507.59375,140145.5,141096.609375,141543.703125,142334.90625,142444.390625,142916.59375,143350.09375,143418.5,143461.0,143448.203125,143436.09375,,143452.5,143469.609375,143497.296875,143520.203125,143542.5,143555.6875,143549.296875,143536.296875,143530.703125,143543.203125,143574.796875,143615.59375,143667.203125,143726.0,143785.5,143846.5,143905.8125,143960.203125,144006.8125,142138.390625,142163.890625,142186.59375,142211.90625,142234.296875,142256.609375,142276.203125,142295.390625,142313.90625,142326.796875,142334.703125,142337.90625,142343.0,142347.703125,142352.796875,142358.90625,142363.40625,142366.109375,142368.8125
Fort Lauderdale - FL,811019.75,815617.375,820695.0,826005.8125,832759.25,836782.25,834622.9375,840697.8125,845306.25,850382.6875,856888.8125,857836.1875,858464.5,861787.75,868173.8125,874001.125,870233.25,765865.1875,801600.375,814602.75,828851.625,837585.5,850379.8125,863897.0,875754.0625,883958.375,891252.6875,900623.6875,905534.0,912658.6875,915149.875,921205.0625,923689.25,927024.875,931269.125,930508.125,935995.1875,938159.4375,938431.0,939004.875,939454.875,940135.625,,940998.0,942101.625,943330.8125,944629.5625,945974.9375,947309.875,948613.25,949869.0,951110.4375,952306.5,953552.9375,954862.6875,956230.4375,957641.0,959060.125,960507.0625,961950.6875,963383.3125,964828.9375,948918.25,950235.125,951538.0,952830.375,954118.3125,955389.375,956662.75,957927.625,959200.3125,960466.625,961731.875,962987.9375,964250.125,965507.875,966767.0,968019.0,969282.6875,970542.4375,971803.5625
Fort Myers - FL,253256.5,255818.296875,258139.703125,259988.703125,262018.1875,263943.125,260441.3125,266126.3125,268501.71875,270064.21875,271726.71875,272573.21875,275557.0,277104.1875,278448.90625,281148.59375,281884.71875,253413.296875,267569.40625,270991.40625,276620.21875,281334.5,286165.5,290012.5,293647.875,298191.8125,301931.09375,294217.0,301240.375,305913.6875,308576.8125,310982.3125,313974.21875,315042.5,315323.0,313785.71875,315748.40625,316787.6875,317229.8125,317790.90625,318234.3125,318775.21875,,319400.0,320056.625,320751.8125,321491.90625,322274.6875,323051.6875,323797.5,324512.59375,325215.6875,325919.59375,326644.5,327414.875,328200.40625,329001.90625,329811.8125,330631.09375,331462.09375,332285.8125,333081.09375,327696.09375,328479.71875,329267.09375,330055.125,330845.0,331630.09375,332410.0,333188.59375,333969.09375,334757.59375,335541.28125,336328.625,337119.0,337914.09375,338702.0,339492.3125,340284.40625,341082.3125,341874.375
Fort Wayne - IN,216858.59375,217054.90625,218574.203125,218592.890625,219940.90625,220169.0,220988.5,221916.203125,223074.796875,224565.0,224762.40625,225929.203125,226796.203125,227917.5,228036.890625,228545.703125,227181.203125,200225.296875,218372.0,218646.890625,219282.703125,220192.203125,220655.296875,225868.109375,228877.59375,230340.8125,231827.390625,233014.796875,234523.796875,235979.09375,236123.390625,236122.40625,236639.5,238176.796875,237068.796875,238299.1875,237781.6875,237824.796875,238206.40625,238337.09375,238454.609375,238634.90625,,238809.90625,238996.203125,239145.59375,239304.796875,239468.09375,239602.40625,239761.90625,239931.703125,240091.59375,240253.796875,240449.09375,240662.203125,240878.40625,241093.09375,241320.09375,241568.890625,241817.203125,242052.5,242280.203125,239666.109375,239890.0,240110.5,240332.390625,240550.296875,240767.203125,240983.59375,241205.3125,241424.703125,241648.703125,241870.796875,242095.5,242317.09375,242539.390625,242756.1875,242975.296875,243191.1875,243408.703125,243622.609375
Fresno - CA,366671.8125,370845.0,374675.0,376456.21875,377731.0,381018.1875,383097.90625,383775.90625,388874.90625,391140.0,393234.1875,396291.59375,398174.71875,401719.59375,403162.8125,407755.5,410593.0,369736.78125,382084.0,385215.90625,387128.28125,395660.0,403290.71875,408463.71875,415662.6875,418054.1875,421220.21875,424617.40625,425247.3125,427733.0,430121.1875,432846.59375,436262.3125,438789.0,441779.6875,446163.09375,447154.0,446832.5,447726.40625,447974.625,448367.875,448937.40625,,449529.59375,450128.21875,450674.09375,451225.1875,451791.90625,452370.21875,452971.59375,453569.40625,454148.8125,454733.875,455445.59375,456239.90625,457047.09375,457888.3125,458736.0,459598.90625,460450.5,461290.0,462101.1875,456048.09375,456852.59375,457647.40625,458459.0,459256.59375,460050.0,460829.40625,461613.5,462394.0,463168.78125,463951.0,464725.90625,465512.09375,466287.1875,467066.09375,467838.28125,468617.0,469390.5,470164.875
Grand Rapids - MI,556572.6875,558478.25,563492.0,565200.0625,569076.625,571194.5,572431.0,575497.375,579967.6875,584162.0,583656.125,585265.0625,585929.0,587210.5625,586418.5625,589165.3125,589137.8125,486629.78125,540835.875,546550.5,550440.1875,554243.6875,565166.8125,572646.9375,576872.6875,583572.0625,586801.8125,591365.875,597417.9375,602302.9375,603622.6875,603549.9375,603270.625,605108.6875,604672.625,605765.0,606333.3125,606597.0,606817.3125,607244.625,607661.5,608192.1875,,608844.125,609573.125,610247.625,610948.9375,611664.1875,612394.0,613222.25,614077.0625,614929.375,615754.25,616565.4375,617404.4375,618247.3125,619109.5,619999.5,620904.8125,621811.25,622687.0625,623515.625,617144.5625,617885.6875,618611.8125,619338.6875,620053.75,620764.5,621468.3125,622178.5625,622886.125,623588.9375,624284.4375,624978.8125,625669.8125,626352.4375,627024.75,627697.0,628363.25,629021.1875,629675.0
Greensboro - NC,354605.71875,355186.8125,357053.40625,358886.28125,356925.40625,357916.09375,358739.8125,357110.0,358623.5,360096.71875,360825.59375,360700.90625,363126.8125,363855.40625,363879.40625,364353.09375,364656.71875,326496.5,341801.09375,349508.3125,350625.625,351701.5,355574.1875,356018.1875,358251.8125,361051.3125,362523.40625,362215.78125,362128.0,361761.40625,363266.6875,364425.125,365997.5,366698.21875,366400.375,365760.09375,367413.78125,369240.21875,368949.09375,368680.6875,368440.1875,368328.40625,,368315.1875,368344.78125,368379.6875,368455.1875,368559.125,368670.90625,368806.625,368936.09375,369069.875,369201.0,369336.78125,369504.78125,369686.1875,369888.09375,370098.78125,370315.3125,370534.5,370739.8125,370923.5,366002.8125,366174.40625,366348.3125,366524.40625,366699.5,366873.0,367044.59375,367218.1875,367392.6875,367565.625,367733.5,367903.40625,368073.21875,368240.8125,368403.5,368565.40625,368729.40625,368888.625,369043.78125
Greenville - SC,407357.78125,409109.71875,411846.59375,412461.3125,414515.5,416703.3125,419685.0,421694.09375,425582.625,429511.28125,430972.1875,432514.8125,432789.875,435421.0,436548.71875,436023.71875,434061.1875,387589.0,413351.71875,420556.78125,423597.6875,423966.625,432680.3125,437577.90625,443802.0,448835.0,453578.3125,455335.125,459554.8125,459802.875,464581.5,466540.1875,468376.71875,471478.59375,473034.59375,476029.90625,478876.09375,480196.09375,481534.90625,481972.0,482375.6875,482887.5,,483464.125,484128.21875,484834.6875,485584.59375,486331.78125,487045.6875,487741.09375,488408.8125,489058.59375,489696.59375,490343.5,491035.1875,491739.0,492458.1875,493192.90625,493945.8125,494700.0,495442.59375,496167.5,487265.09375,487965.59375,488665.3125,489357.09375,490049.71875,490744.375,491436.5,492128.5,492820.09375,493512.78125,494204.1875,494896.59375,495590.0,496282.71875,496974.09375,497665.59375,498358.0,499049.5,499739.28125
Gulfport-Biloxi-Pascagoula - MS,159652.296875,158311.40625,159458.796875,158861.6875,158722.3125,158785.296875,159277.0,159129.8125,158911.1875,160080.0,159878.40625,159675.203125,159662.59375,161214.0,161698.296875,161842.109375,163310.5,143286.0,156104.5,158867.40625,159111.609375,160049.0,162409.1875,164548.703125,165405.90625,164552.90625,165115.90625,166248.796875,167740.703125,168575.5,169635.609375,169669.203125,170243.0,170927.703125,172052.09375,172478.5,172162.5,172769.0,172885.609375,172407.5,172237.390625,172154.796875,,172109.40625,172096.890625,172153.5,172240.0,172321.796875,172391.296875,172458.09375,172516.296875,172570.796875,172630.0,172694.59375,172785.59375,172888.703125,172995.5,173107.0,173232.890625,173355.0,173468.3125,173571.796875,171519.203125,171608.3125,171696.5,171772.0,171847.703125,171923.90625,171999.203125,172071.296875,172140.5,172207.390625,172271.5,172334.203125,172394.8125,172453.703125,172510.0,172564.40625,172617.0,172668.796875,172717.296875
Harrisburg - PA,335525.78125,336968.6875,337869.125,340218.1875,340613.71875,341904.375,342978.78125,343127.90625,343747.40625,346140.5,347102.6875,347883.0,349646.90625,350934.28125,352650.78125,353519.1875,353056.0,308677.875,329334.1875,333071.40625,334357.78125,336049.59375,338880.1875,342823.6875,348228.21875,351101.59375,354342.5,356018.875,357931.21875,359696.6875,360167.3125,362223.375,362862.6875,363592.8125,366367.0,369271.90625,370124.3125,370510.59375,371043.3125,371298.40625,371475.09375,371601.59375,,371733.5,371916.59375,372086.59375,372257.28125,372403.09375,372540.3125,372676.5,372816.40625,372956.59375,373104.09375,373280.90625,373509.40625,373749.21875,374005.3125,374261.6875,374509.625,374758.5,374995.21875,375229.625,371216.875,371457.875,371702.09375,371950.0,372196.28125,372434.125,372670.09375,372904.21875,373136.40625,373364.28125,373590.59375,373818.21875,374043.21875,374263.5,374479.40625,374697.125,374911.28125,375121.71875,375328.875
Hartford - CT,603674.0,602527.5625,603057.375,604466.3125,605960.875,607279.0,607851.6875,606491.0625,608355.4375,610675.5,612301.0,611733.25,611124.8125,612686.5,612974.125,612633.1875,614839.4375,534090.375,567244.3125,575956.8125,578575.6875,580485.625,583660.25,586938.0,593390.0,594619.875,595282.0,595830.3125,603679.875,604733.875,606022.1875,606785.8125,607905.875,609983.8125,609051.5625,611919.0,610214.8125,609739.375,609463.8125,609274.75,608941.75,608907.3125,,608885.0625,608876.875,608804.0,608768.9375,608718.3125,608620.9375,608572.5625,608491.5625,608420.75,608340.875,608318.8125,608358.25,608399.5,608499.0,608598.875,608709.5,608786.625,608848.875,608889.5625,604140.6875,604205.5,604259.1875,604326.4375,604380.1875,604436.5,604481.625,604509.6875,604550.5,604578.0,604603.5,604607.3125,604625.1875,604628.5,604641.5,604638.5,604646.1875,604643.0,604649.4375
Honolulu - HI,466059.8125,466789.40625,469931.3125,468033.0,471805.90625,472328.09375,471366.6875,470331.78125,471342.28125,473411.71875,472140.90625,474264.8125,472497.59375,472985.40625,474232.78125,474759.09375,475997.1875,384574.59375,390830.90625,395484.8125,406963.09375,422434.6875,431247.5,432094.09375,437175.125,440349.5,446295.28125,450071.09375,452260.3125,453941.8125,455783.125,456632.28125,459639.5,460159.09375,463340.5,465528.0,469807.90625,471437.28125,471793.21875,470903.28125,470610.09375,470638.21875,,470718.6875,470962.71875,471192.59375,471445.90625,471696.6875,471955.09375,472203.1875,472428.71875,472699.59375,472943.3125,473159.3125,473450.5,473734.3125,474042.125,474347.0,474624.125,474902.8125,475183.0,475475.09375,471836.59375,472101.40625,472358.0,472620.5,472871.78125,473122.90625,473364.59375,473599.90625,473839.0,474067.59375,474301.21875,474526.6875,474758.90625,474978.6875,475201.90625,475416.0,475638.40625,475850.0,476067.0
Houston - TX,2990016.0,2985344.0,2984799.0,2987957.0,3002208.0,3021115.0,3017067.0,3035418.0,3053059.0,3078658.0,3096911.0,3117896.0,3135539.0,3153514.0,3168626.0,3182306.0,3191271.0,2902195.0,2953417.0,2992108.0,3005853.0,3040065.0,3090007.0,3150322.0,3180309.0,3225236.0,3271757.0,3318113.0,3351383.0,3373975.0,3385179.0,3408429.0,3421034.0,3441126.0,3435292.0,3460640.0,3481497.0,3478714.0,3483873.0,3488360.0,3493182.0,3497150.0,,3501523.0,3506544.0,3512233.0,3518326.0,3524413.0,3530132.0,3535675.0,3541275.0,3546882.0,3552577.0,3558389.0,3564490.0,3570836.0,3577296.0,3583808.0,3590603.0,3597365.0,3604117.0,3610906.0,3579753.0,3586590.0,3593387.0,3600016.0,3606557.0,3613068.0,3619596.0,3626110.0,3632605.0,3639135.0,3645611.0,3652143.0,3658652.0,3665162.0,3671643.0,3678156.0,3684632.0,3691116.0,3697552.0
Huntsville - AL,225667.203125,226496.40625,227252.0,229141.5,230127.296875,232052.90625,233350.796875,233834.3125,235887.5,237888.3125,239284.703125,241111.0,242872.296875,244135.5,246295.8125,247413.40625,249816.0,230604.0,242132.796875,246086.109375,248684.90625,251262.890625,253876.90625,255979.40625,259814.203125,261920.28125,267876.90625,270295.90625,273228.09375,276308.0,279682.09375,282025.78125,283727.21875,285858.875,287711.6875,289504.3125,291521.78125,293018.59375,293303.40625,292899.90625,293135.71875,293455.0,,293815.78125,294243.90625,294742.1875,295270.125,295795.5,296277.5,296759.3125,297241.40625,297760.40625,298287.1875,298797.21875,299377.0,299954.71875,300550.1875,301164.625,301788.59375,302421.375,303047.0,303683.59375,299488.09375,300125.40625,300763.0,301392.59375,302021.21875,302647.71875,303275.21875,303902.5,304529.21875,305155.09375,305778.0,306405.09375,307029.375,307649.5,308265.1875,308885.40625,309504.78125,310121.3125,310734.0
Indianapolis - IN,1025092.0625,1027362.0625,1037380.0,1037093.0,1041214.9375,1046850.9375,1050062.0,1054385.0,1057300.0,1060905.0,1066755.0,1069085.0,1077731.0,1080876.0,1084475.0,1090259.0,1087603.0,979656.9375,1040551.0,1052959.0,1061211.0,1064063.0,1083517.0,1098199.0,1109355.0,1114434.0,1128675.0,1135023.0,1143508.0,1149324.0,1158121.0,1164065.0,1166156.0,1172653.0,1178859.0,1179054.0,1175524.0,1182137.0,1190697.0,1191356.0,1192353.0,1193750.0,,1195126.0,1196708.0,1198169.0,1199698.0,1201197.0,1202642.0,1204217.0,1205749.0,1207228.0,1208617.0,1210132.0,1211865.0,1213516.0,1215196.0,1216916.0,1218641.0,1220337.0,1222012.0,1223694.0,1200217.0,1201867.0,1203512.0,1205163.0,1206804.0,1208429.0,1210064.0,1211671.0,1213285.0,1214899.0,1216517.0,1218137.0,1219758.0,1221369.0,1222976.0,1224581.0,1226179.0,1227775.0,1229369.0
Inland Empire - CA,1381626.0,1391558.0,1405438.0,1415213.0,1429699.0,1442916.0,1460550.0,1473682.0,1488174.0,1501208.0,1511917.0,1518446.0,1529659.0,1542972.0,1555542.0,1578319.0,1585268.0,1412864.0,1482222.0,1517959.0,1528112.0,1561760.0,1585773.0,1615874.0,1648032.0,1654713.0,1662566.0,1663121.0,1667547.0,1678396.0,1680625.0,1694423.0,1697328.0,1701263.0,1705010.0,1712979.0,1711754.0,1714084.0,1716590.0,1719390.0,1721674.0,1724841.0,,1728325.0,1732073.0,1735972.0,1740038.0,1743972.0,1747847.0,1751440.0,1754845.0,1758132.0,1761293.0,1764610.0,1768208.0,1771887.0,1775677.0,1779527.0,1783408.0,1787320.0,1791199.0,1795203.0,1771500.0,1775507.0,1779515.0,1783535.0,1787530.0,1791536.0,1795518.0,1799541.0,1803550.0,1807550.0,1811565.0,1815588.0,1819635.0,1823647.0,1827665.0,1831687.0,1835720.0,1839741.0,1843748.0
Jackson - MS,294441.09375,295279.78125,295743.5,295128.59375,295939.78125,296898.59375,297728.09375,297619.375,296024.1875,295811.5,295808.28125,296211.59375,295926.6875,296019.71875,296374.59375,294949.3125,293785.5,266006.90625,280941.09375,284127.59375,283054.0,283199.40625,286798.625,288583.40625,290384.5,290138.78125,294980.59375,296615.8125,298176.0,299552.875,299911.71875,299206.21875,299767.78125,300818.0,304191.59375,305257.125,306947.8125,307761.5,308248.90625,308126.8125,308134.875,308177.625,,308275.59375,308436.8125,308612.09375,308794.59375,308975.71875,309173.0,309391.90625,309597.40625,309771.5,309937.5,310125.3125,310370.40625,310618.28125,310870.78125,311125.0,311404.59375,311680.125,311943.125,312194.5,310504.21875,310749.125,310997.59375,311239.0,311481.6875,311723.375,311964.59375,312207.40625,312446.40625,312687.28125,312921.8125,313161.1875,313395.8125,313630.3125,313856.8125,314085.28125,314309.6875,314535.40625,314752.59375
Jacksonville - FL,656392.8125,663465.1875,670418.5,675045.6875,679829.3125,685806.1875,688356.625,696276.1875,702470.8125,705804.0625,709760.0625,713478.0,716934.1875,721383.5,725726.375,730806.25,732780.25,675132.3125,705553.3125,717853.875,723952.875,727247.0625,737705.8125,751420.3125,758729.3125,766959.5,774930.8125,780569.6875,785243.5,789860.6875,792454.6875,797672.0,801159.3125,805754.25,809316.6875,810652.25,813932.125,817343.0,818331.3125,818952.5,819764.5,820851.625,,822017.5,823284.4375,824541.625,825906.3125,827336.5,828810.4375,830321.25,831803.5,833294.5,834732.75,836188.1875,837750.4375,839306.6875,840895.375,842506.4375,844119.625,845747.1875,847340.0625,848948.75,839098.0,840690.1875,842284.9375,843879.5625,845467.75,847051.8125,848627.0625,850190.625,851762.0625,853334.5,854907.25,856480.6875,858059.375,859635.6875,861205.0625,862775.875,864347.75,865917.5,867486.0
