Market,2026 Q2 EST,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2,2035 Q3,2035 Q4,2036 Q1
Fort Myers - FL,1,0.9939759036144579,0.9879518072289156,0.9939759036144579,0.9939759036144579,0.9939759036144579,1.0,1.0060240963855422,1.0120481927710843,1.0180722891566265,1.0180722891566265,1.0301204819277108,1.036144578313253,1.036144578313253,1.0421686746987953,1.0481927710843375,1.0542168674698795,1.0542168674698795,1.0602409638554218,1.066265060240964,1.072289156626506,1.072289156626506,1.0783132530120483,1.0843373493975905,1.0903614457831325,1.0963855421686748,1.0963855421686748,1.108433734939759,1.1144578313253013,1.1204819277108435,1.1204819277108435,1.1265060240963856,1.1385542168674698,1.1385542168674698,1.1385542168674698,1.1506024096385543,1.1566265060240963,1.1626506024096386,1.1626506024096386,1.1686746987951808
Fort Wayne - IN,1,1.0,0.9923076923076923,1.0,1.0153846153846153,1.0153846153846153,1.0076923076923077,1.023076923076923,1.0307692307692309,1.0384615384615385,1.0307692307692309,1.0461538461538462,1.0538461538461539,1.0615384615384613,1.0538461538461539,1.0615384615384613,1.0769230769230769,1.0769230769230769,1.0692307692307692,1.0846153846153845,1.0923076923076922,1.0999999999999999,1.0923076923076922,1.1076923076923075,1.1153846153846154,1.1153846153846154,1.1076923076923075,1.123076923076923,1.1307692307692307,1.1384615384615384,1.1307692307692307,1.146153846153846,1.1538461538461537,1.1538461538461537,1.146153846153846,1.1615384615384614,1.176923076923077,1.176923076923077,1.1692307692307693,1.1846153846153846
Fresno - CA,1,1.0,0.9939024390243902,1.0,1.0121951219512195,1.0121951219512195,1.0182926829268293,1.024390243902439,1.0365853658536586,1.0365853658536586,1.0365853658536586,1.048780487804878,1.0609756097560976,1.0609756097560976,1.0609756097560976,1.0731707317073171,1.0853658536585367,1.0853658536585367,1.0853658536585367,1.0975609756097562,1.1097560975609757,1.1097560975609757,1.1158536585365855,1.1219512195121952,1.1341463414634148,1.1402439024390245,1.1402439024390245,1.1524390243902438,1.1646341463414633,1.1646341463414633,1.170731707317073,1.1768292682926829,1.1890243902439024,1.1951219512195121,1.1951219512195121,1.2073170731707317,1.2195121951219512,1.225609756097561,1.225609756097561,1.2378048780487805
Grand Rapids - MI,1,0.9940476190476191,0.9880952380952381,1.0,1.0119047619047619,1.0119047619047619,1.005952380952381,1.0178571428571428,1.0297619047619049,1.0297619047619049,1.0297619047619049,1.0416666666666667,1.0535714285714286,1.0535714285714286,1.0535714285714286,1.0654761904761905,1.0773809523809526,1.0773809523809526,1.0714285714285714,1.0833333333333335,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.1071428571428572,1.119047619047619,1.119047619047619,1.1130952380952381,1.125,1.1428571428571428,1.1369047619047619,1.1369047619047619,1.1488095238095237,1.1607142857142858,1.1607142857142858,1.1547619047619049,1.1666666666666667,1.1845238095238095,1.1785714285714286,1.1785714285714286,1.1904761904761905
Greensboro - NC,1,1.0,0.9848484848484849,0.9924242424242424,1.0,1.0,1.0,1.0075757575757576,1.0227272727272727,1.0227272727272727,1.0227272727272727,1.0303030303030303,1.0454545454545454,1.0454545454545454,1.0454545454545454,1.053030303030303,1.0681818181818181,1.0681818181818181,1.0681818181818181,1.0757575757575757,1.0909090909090908,1.0909090909090908,1.0909090909090908,1.0984848484848484,1.1136363636363635,1.1136363636363635,1.1136363636363635,1.121212121212121,1.1363636363636362,1.1363636363636362,1.1363636363636362,1.1439393939393938,1.159090909090909,1.159090909090909,1.159090909090909,1.1666666666666667,1.1818181818181819,1.1893939393939394,1.1818181818181819,1.1893939393939394
Greenville - SC,1,0.9928057553956835,0.9856115107913671,0.9928057553956835,1.0071942446043165,1.0,1.0,1.0071942446043165,1.0215827338129497,1.0215827338129497,1.0215827338129497,1.0359712230215827,1.050359712230216,1.050359712230216,1.050359712230216,1.0575539568345325,1.0719424460431655,1.0719424460431655,1.0719424460431655,1.0791366906474822,1.0935251798561152,1.0935251798561152,1.0935251798561152,1.1007194244604317,1.115107913669065,1.115107913669065,1.115107913669065,1.129496402877698,1.1438848920863312,1.1366906474820144,1.1366906474820144,1.1510791366906477,1.1654676258992807,1.1654676258992807,1.1654676258992807,1.1726618705035972,1.1870503597122302,1.1870503597122302,1.1870503597122302,1.2014388489208634
Gulfport-Biloxi-Pascagoula - MS,1,1.0,1.0,1.0,1.0086206896551724,1.0086206896551724,1.0086206896551724,1.0172413793103448,1.0258620689655173,1.0258620689655173,1.0344827586206897,1.043103448275862,1.0517241379310345,1.0517241379310345,1.0603448275862069,1.0603448275862069,1.0689655172413794,1.0775862068965518,1.0775862068965518,1.0862068965517242,1.0948275862068966,1.1034482758620692,1.1034482758620692,1.1120689655172415,1.120689655172414,1.120689655172414,1.1293103448275863,1.1379310344827587,1.1465517241379313,1.1465517241379313,1.1551724137931036,1.1551724137931036,1.163793103448276,1.1724137931034484,1.1724137931034484,1.1810344827586208,1.1896551724137931,1.1982758620689655,1.1982758620689655,1.206896551724138
Harrisburg - PA,1,1.0,0.9932432432432432,1.0,1.0135135135135136,1.0135135135135136,1.0135135135135136,1.0202702702702704,1.0337837837837838,1.0405405405405406,1.0337837837837838,1.0472972972972974,1.060810810810811,1.060810810810811,1.060810810810811,1.0675675675675675,1.0810810810810811,1.0810810810810811,1.0810810810810811,1.087837837837838,1.1013513513513513,1.1081081081081081,1.1013513513513513,1.114864864864865,1.1283783783783783,1.1283783783783783,1.1216216216216215,1.135135135135135,1.1486486486486487,1.1486486486486487,1.1418918918918919,1.1554054054054055,1.1689189189189189,1.1689189189189189,1.1689189189189189,1.1756756756756757,1.195945945945946,1.195945945945946,1.1891891891891893,1.2027027027027026
Hartford - CT,1,1.0,0.9951219512195123,1.0048780487804878,1.0195121951219512,1.0195121951219512,1.0195121951219512,1.0292682926829269,1.0390243902439025,1.0439024390243905,1.0390243902439025,1.0536585365853661,1.0634146341463417,1.0634146341463417,1.0634146341463417,1.0731707317073174,1.082926829268293,1.082926829268293,1.082926829268293,1.0926829268292686,1.1073170731707318,1.1073170731707318,1.102439024390244,1.1121951219512196,1.126829268292683,1.126829268292683,1.1219512195121952,1.1317073170731708,1.1463414634146343,1.1463414634146343,1.1414634146341465,1.15609756097561,1.1658536585365855,1.1658536585365855,1.1609756097560977,1.1707317073170733,1.1853658536585368,1.1853658536585368,1.180487804878049,1.1902439024390246
Honolulu - HI,1,1.0032362459546926,1.0032362459546926,1.016181229773463,1.0291262135922332,1.0323624595469256,1.0355987055016183,1.0485436893203886,1.058252427184466,1.058252427184466,1.058252427184466,1.0711974110032363,1.080906148867314,1.0841423948220066,1.0841423948220066,1.0938511326860842,1.103559870550162,1.1067961165048543,1.103559870550162,1.1165048543689322,1.1262135922330097,1.1262135922330097,1.1262135922330097,1.13915857605178,1.1456310679611652,1.1488673139158576,1.1456310679611652,1.1585760517799353,1.168284789644013,1.1715210355987056,1.168284789644013,1.1812297734627832,1.190938511326861,1.190938511326861,1.190938511326861,1.2038834951456312,1.2135922330097089,1.2135922330097089,1.2135922330097089,1.226537216828479
Houston - TX,1,0.9865771812080537,0.9798657718120806,0.9798657718120806,0.9865771812080537,0.9865771812080537,0.9865771812080537,0.9932885906040269,1.0067114093959733,1.0067114093959733,1.0067114093959733,1.0201342281879195,1.0268456375838926,1.0268456375838926,1.0268456375838926,1.0335570469798658,1.0469798657718121,1.0469798657718121,1.0402684563758389,1.0536912751677854,1.0604026845637584,1.0604026845637584,1.0604026845637584,1.0738255033557047,1.080536912751678,1.080536912751678,1.080536912751678,1.087248322147651,1.1006711409395973,1.1006711409395973,1.1006711409395973,1.1073825503355703,1.1208053691275168,1.1208053691275168,1.1208053691275168,1.1275167785234899,1.1409395973154361,1.1409395973154361,1.1409395973154361,1.1476510067114094
Huntsville - AL,1,0.991869918699187,0.983739837398374,0.991869918699187,1.0,1.0,1.0,1.0,1.016260162601626,1.016260162601626,1.016260162601626,1.024390243902439,1.0406504065040652,1.0406504065040652,1.0406504065040652,1.048780487804878,1.056910569105691,1.056910569105691,1.056910569105691,1.0650406504065042,1.0731707317073171,1.0731707317073171,1.0731707317073171,1.08130081300813,1.0975609756097562,1.0975609756097562,1.0975609756097562,1.1056910569105691,1.121951219512195,1.121951219512195,1.121951219512195,1.1300813008130082,1.1382113821138211,1.1382113821138211,1.146341463414634,1.1544715447154472,1.1626016260162602,1.1626016260162602,1.1626016260162602,1.170731707317073
Indianapolis - IN,1,1.0,0.9930555555555556,1.0,1.0069444444444444,1.0069444444444444,1.0069444444444444,1.0208333333333333,1.0347222222222223,1.0347222222222223,1.0416666666666667,1.0486111111111112,1.0625,1.0625,1.0625,1.076388888888889,1.090277777777778,1.090277777777778,1.090277777777778,1.1041666666666667,1.1111111111111112,1.1180555555555556,1.1180555555555556,1.1250000000000002,1.1388888888888888,1.1388888888888888,1.1388888888888888,1.1527777777777777,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1805555555555556,1.1944444444444444,1.1944444444444444,1.1944444444444444,1.2083333333333335,1.2222222222222223,1.2222222222222223,1.2222222222222223,1.2361111111111112
Inland Empire - CA,1,1.0,0.9957805907172995,1.0084388185654007,1.0168776371308017,1.021097046413502,1.0168776371308017,1.0337552742616034,1.0464135021097045,1.0464135021097045,1.0464135021097045,1.0632911392405062,1.0759493670886076,1.0759493670886076,1.0759493670886076,1.0886075949367089,1.10126582278481,1.1054852320675106,1.10126582278481,1.1181434599156117,1.130801687763713,1.130801687763713,1.130801687763713,1.1476793248945147,1.160337552742616,1.1645569620253162,1.160337552742616,1.1772151898734178,1.1940928270042195,1.1940928270042195,1.1940928270042195,1.2109704641350212,1.2236286919831223,1.2278481012658229,1.2236286919831223,1.2447257383966246,1.2573839662447257,1.2616033755274263,1.2573839662447257,1.2742616033755274
Jackson - MS,1,0.9920634920634921,0.9841269841269841,0.9920634920634921,1.0,1.0,1.0,1.007936507936508,1.0158730158730158,1.0238095238095237,1.0238095238095237,1.0317460317460319,1.0396825396825398,1.0396825396825398,1.0396825396825398,1.0555555555555556,1.0634920634920635,1.0634920634920635,1.0634920634920635,1.0714285714285714,1.0873015873015874,1.0873015873015874,1.0873015873015874,1.0952380952380951,1.111111111111111,1.111111111111111,1.111111111111111,1.119047619047619,1.1349206349206349,1.1349206349206349,1.126984126984127,1.1428571428571428,1.1507936507936507,1.1507936507936507,1.1507936507936507,1.1666666666666667,1.1746031746031746,1.1746031746031746,1.1746031746031746,1.1904761904761905
Jacksonville - FL,1,0.9932885906040269,0.9798657718120806,0.9865771812080537,1.0,0.9932885906040269,0.9932885906040269,1.0,1.0134228187919463,1.0134228187919463,1.0067114093959733,1.0201342281879195,1.0268456375838926,1.0268456375838926,1.0268456375838926,1.0335570469798658,1.0469798657718121,1.0402684563758389,1.0402684563758389,1.0536912751677854,1.0604026845637584,1.0604026845637584,1.0604026845637584,1.0671140939597317,1.080536912751678,1.080536912751678,1.080536912751678,1.087248322147651,1.1006711409395973,1.1006711409395973,1.1006711409395973,1.1140939597315436,1.1208053691275168,1.1208053691275168,1.1208053691275168,1.1342281879194631,1.1476510067114094,1.1476510067114094,1.1409395973154361,1.1543624161073824
Kansas City - MO,1,1.0,1.0,1.0132450331125828,1.0198675496688743,1.0198675496688743,1.0198675496688743,1.033112582781457,1.0463576158940397,1.0463576158940397,1.0397350993377483,1.0529801324503312,1.066225165562914,1.066225165562914,1.066225165562914,1.0728476821192054,1.086092715231788,1.086092715231788,1.086092715231788,1.0993377483443707,1.1125827814569536,1.1059602649006621,1.1059602649006621,1.119205298013245,1.1324503311258278,1.1324503311258278,1.1258278145695364,1.1390728476821192,1.1523178807947019,1.1523178807947019,1.1523178807947019,1.1655629139072847,1.1788079470198676,1.1721854304635762,1.1721854304635762,1.185430463576159,1.1986754966887418,1.1986754966887418,1.1920529801324504,1.205298013245033
Killeen - TX,1,0.9920634920634921,0.9841269841269841,0.9841269841269841,0.9841269841269841,0.9841269841269841,0.9841269841269841,0.9920634920634921,0.9920634920634921,1.0,1.0,1.007936507936508,1.0158730158730158,1.0158730158730158,1.0158730158730158,1.0158730158730158,1.0238095238095237,1.0317460317460319,1.0238095238095237,1.0317460317460319,1.0396825396825398,1.0476190476190477,1.0476190476190477,1.0555555555555556,1.0634920634920635,1.0634920634920635,1.0634920634920635,1.0714285714285714,1.0793650793650795,1.0793650793650795,1.0793650793650795,1.0873015873015874,1.0952380952380951,1.0952380952380951,1.0952380952380951,1.103174603174603,1.111111111111111,1.119047619047619,1.119047619047619,1.126984126984127
Knoxville - TN,1,0.9935064935064934,0.987012987012987,0.9935064935064934,1.0,1.0,1.0,1.0064935064935066,1.0194805194805194,1.0194805194805194,1.0194805194805194,1.0324675324675325,1.0454545454545454,1.0454545454545454,1.0454545454545454,1.051948051948052,1.0649350649350648,1.0714285714285714,1.0649350649350648,1.077922077922078,1.0909090909090908,1.0909090909090908,1.0909090909090908,1.0974025974025974,1.1103896103896103,1.1168831168831168,1.1103896103896103,1.1233766233766234,1.1428571428571428,1.1428571428571428,1.1363636363636362,1.1493506493506493,1.1623376623376622,1.1623376623376622,1.1623376623376622,1.1753246753246753,1.1883116883116884,1.1883116883116884,1.1883116883116884,1.2012987012987013
Lafayette - LA,1,0.992,0.984,0.984,1.0,1.0,0.992,1.0,1.016,1.016,1.016,1.024,1.04,1.04,1.032,1.048,1.056,1.056,1.056,1.064,1.08,1.08,1.072,1.088,1.096,1.096,1.096,1.1119999999999999,1.1199999999999999,1.1199999999999999,1.1199999999999999,1.128,1.144,1.144,1.136,1.152,1.168,1.168,1.16,1.168
Lakeland - FL,1,0.9933333333333333,0.9866666666666667,0.9933333333333333,0.9933333333333333,1.0,1.0,1.0066666666666666,1.0133333333333334,1.02,1.02,1.0333333333333334,1.04,1.04,1.04,1.0533333333333335,1.06,1.06,1.06,1.0733333333333335,1.08,1.08,1.08,1.0933333333333333,1.0999999999999999,1.1066666666666667,1.1066666666666667,1.1199999999999999,1.1266666666666667,1.1266666666666667,1.1266666666666667,1.14,1.1466666666666667,1.1533333333333333,1.1533333333333333,1.1666666666666667,1.1733333333333333,1.1733333333333333,1.1733333333333333,1.1866666666666668
Lancaster - PA,1,1.0,0.9940476190476191,1.005952380952381,1.0119047619047619,1.0178571428571428,1.0178571428571428,1.0238095238095237,1.0357142857142858,1.0416666666666667,1.0416666666666667,1.0476190476190477,1.0595238095238095,1.0654761904761905,1.0654761904761905,1.0714285714285714,1.0833333333333335,1.0833333333333335,1.0892857142857144,1.0952380952380953,1.1071428571428572,1.1071428571428572,1.1071428571428572,1.119047619047619,1.130952380952381,1.130952380952381,1.130952380952381,1.1428571428571428,1.1547619047619049,1.1547619047619049,1.1547619047619049,1.1666666666666667,1.1785714285714286,1.1785714285714286,1.1785714285714286,1.1904761904761905,1.2023809523809523,1.2023809523809523,1.2023809523809523,1.2142857142857144
Lansing - MI,1,1.0,0.9929577464788732,1.0,1.0140845070422535,1.0140845070422535,1.0070422535211268,1.0211267605633803,1.0352112676056338,1.0352112676056338,1.0352112676056338,1.0422535211267605,1.063380281690141,1.0563380281690142,1.0563380281690142,1.0704225352112677,1.0774647887323945,1.0774647887323945,1.0774647887323945,1.0845070422535212,1.0985915492957747,1.0985915492957747,1.0985915492957747,1.1056338028169015,1.1267605633802817,1.119718309859155,1.119718309859155,1.1267605633802817,1.1408450704225352,1.1408450704225352,1.1408450704225352,1.147887323943662,1.1619718309859155,1.1619718309859155,1.1549295774647887,1.1690140845070423,1.1830985915492958,1.1830985915492958,1.176056338028169,1.1901408450704225
Las Vegas - NV,1,0.9936305732484076,0.9808917197452229,0.9936305732484076,1.0,1.0063694267515924,1.0,1.0127388535031847,1.0254777070063694,1.0254777070063694,1.0254777070063694,1.0382165605095541,1.0509554140127388,1.0509554140127388,1.0509554140127388,1.0573248407643312,1.0764331210191083,1.0764331210191083,1.070063694267516,1.0828025477707006,1.1019108280254777,1.1019108280254777,1.0955414012738853,1.10828025477707,1.127388535031847,1.127388535031847,1.127388535031847,1.1401273885350318,1.1528662420382165,1.1528662420382165,1.1528662420382165,1.1656050955414012,1.1847133757961783,1.1847133757961783,1.178343949044586,1.197452229299363,1.2101910828025477,1.2101910828025477,1.2101910828025477,1.2229299363057324
Lehigh Valley - PA,1,1.0,0.9948186528497409,1.0,1.0155440414507773,1.0155440414507773,1.0155440414507773,1.0259067357512954,1.0362694300518136,1.0414507772020725,1.0414507772020725,1.0518134715025906,1.0621761658031088,1.0621761658031088,1.0621761658031088,1.072538860103627,1.082901554404145,1.0880829015544042,1.082901554404145,1.093264248704663,1.1088082901554406,1.1088082901554406,1.1088082901554406,1.1191709844559588,1.1295336787564767,1.1295336787564767,1.1295336787564767,1.1398963730569949,1.1554404145077721,1.1554404145077721,1.1554404145077721,1.1658031088082903,1.1761658031088082,1.1761658031088082,1.1761658031088082,1.1865284974093264,1.2020725388601037,1.2020725388601037,1.2020725388601037,1.2124352331606216
Lexington - KY,1,0.986013986013986,0.979020979020979,0.986013986013986,1.0,0.993006993006993,0.993006993006993,1.0,1.020979020979021,1.013986013986014,1.013986013986014,1.027972027972028,1.048951048951049,1.041958041958042,1.041958041958042,1.055944055944056,1.06993006993007,1.062937062937063,1.062937062937063,1.076923076923077,1.097902097902098,1.090909090909091,1.083916083916084,1.097902097902098,1.118881118881119,1.111888111888112,1.111888111888112,1.125874125874126,1.1468531468531469,1.1398601398601398,1.1398601398601398,1.1538461538461537,1.167832167832168,1.167832167832168,1.1608391608391608,1.1748251748251748,1.1958041958041958,1.1888111888111887,1.1888111888111887,1.202797202797203
Little Rock - AR,1,1.0,0.9913793103448276,0.9913793103448276,1.0,1.0,1.0,1.0086206896551724,1.0172413793103448,1.0172413793103448,1.0258620689655173,1.0344827586206897,1.043103448275862,1.043103448275862,1.043103448275862,1.0517241379310345,1.0689655172413794,1.0689655172413794,1.0603448275862069,1.0775862068965518,1.0862068965517242,1.0862068965517242,1.0862068965517242,1.0948275862068966,1.1034482758620692,1.1120689655172415,1.1120689655172415,1.120689655172414,1.1293103448275863,1.1293103448275863,1.1293103448275863,1.1379310344827587,1.1551724137931036,1.1551724137931036,1.1551724137931036,1.163793103448276,1.1724137931034484,1.1724137931034484,1.1724137931034484,1.1896551724137931
Long Island - NY,1,1.0,0.9969788519637461,1.0030211480362536,1.0120845921450152,1.0151057401812689,1.0151057401812689,1.0241691842900302,1.0332326283987916,1.0362537764350455,1.0362537764350455,1.0453172205438066,1.054380664652568,1.0574018126888218,1.0574018126888218,1.066465256797583,1.0755287009063443,1.0785498489425982,1.0785498489425982,1.0876132930513596,1.0966767371601207,1.0966767371601207,1.0996978851963746,1.108761329305136,1.1178247734138973,1.120845921450151,1.120845921450151,1.1299093655589125,1.1389728096676737,1.1419939577039273,1.1419939577039273,1.151057401812689,1.163141993957704,1.163141993957704,1.1661631419939575,1.1752265861027191,1.1842900302114803,1.1873111782477341,1.1873111782477341,1.1963746223564955
Los Angeles - CA,1,0.9933333333333333,0.9866666666666667,0.9900000000000001,0.9966666666666667,0.9966666666666667,0.9966666666666667,1.0033333333333332,1.01,1.0133333333333334,1.0133333333333334,1.02,1.03,1.03,1.03,1.04,1.0466666666666666,1.05,1.05,1.0566666666666666,1.0666666666666667,1.07,1.07,1.08,1.0866666666666667,1.09,1.09,1.0999999999999999,1.11,1.1133333333333333,1.1133333333333333,1.1233333333333333,1.1333333333333333,1.1333333333333333,1.1333333333333333,1.1433333333333333,1.1533333333333333,1.1566666666666667,1.1566666666666667,1.1666666666666667
Louisville - KY,1,0.9922480620155039,0.9922480620155039,0.9922480620155039,1.0,1.0,1.0,1.0155038759689923,1.0232558139534884,1.0232558139534884,1.0232558139534884,1.0387596899224807,1.0465116279069768,1.0465116279069768,1.0465116279069768,1.062015503875969,1.069767441860465,1.069767441860465,1.069767441860465,1.0852713178294573,1.0930232558139534,1.0930232558139534,1.0930232558139534,1.1007751937984496,1.1162790697674418,1.1162790697674418,1.1162790697674418,1.1317829457364341,1.1395348837209303,1.1395348837209303,1.1395348837209303,1.1550387596899225,1.1627906976744187,1.1627906976744187,1.1627906976744187,1.1782945736434107,1.1860465116279069,1.1860465116279069,1.1860465116279069,1.2015503875968991
Madison - WI,1,1.0,1.0,1.0053475935828875,1.0106951871657752,1.0106951871657752,1.016042780748663,1.0213903743315507,1.032085561497326,1.032085561497326,1.0374331550802138,1.0427807486631016,1.053475935828877,1.053475935828877,1.0588235294117647,1.0641711229946524,1.06951871657754,1.0748663101604277,1.0748663101604277,1.085561497326203,1.0909090909090908,1.0909090909090908,1.0962566844919786,1.1016042780748663,1.1122994652406417,1.1122994652406417,1.1176470588235292,1.1229946524064172,1.1283422459893047,1.1336898395721926,1.1336898395721926,1.1443850267379678,1.1497326203208555,1.1497326203208555,1.1550802139037433,1.1657754010695187,1.1711229946524062,1.1711229946524062,1.1764705882352942,1.1871657754010696
Manchester - NH,1,0.9956709956709956,0.9913419913419913,1.0,1.0129870129870129,1.0129870129870129,1.0129870129870129,1.0216450216450215,1.0389610389610389,1.0389610389610389,1.0389610389610389,1.0476190476190477,1.0606060606060606,1.0606060606060606,1.0606060606060606,1.0692640692640694,1.0822510822510822,1.0822510822510822,1.0822510822510822,1.0952380952380951,1.1082251082251082,1.1082251082251082,1.1082251082251082,1.1168831168831168,1.1298701298701297,1.1298701298701297,1.1298701298701297,1.1385281385281385,1.1515151515151516,1.1515151515151516,1.1515151515151516,1.1601731601731602,1.1774891774891776,1.173160173160173,1.173160173160173,1.1861471861471862,1.199134199134199,1.199134199134199,1.199134199134199,1.2077922077922079
McAllen - TX,1,1.0,0.9906542056074766,0.9906542056074766,1.0,1.0,1.0,1.0,1.0093457943925235,1.0093457943925235,1.0093457943925235,1.0186915887850467,1.0280373831775702,1.0280373831775702,1.0280373831775702,1.0373831775700935,1.046728971962617,1.046728971962617,1.046728971962617,1.05607476635514,1.0654205607476634,1.0654205607476634,1.0654205607476634,1.0747663551401867,1.0841121495327102,1.0841121495327102,1.0934579439252334,1.0934579439252334,1.102803738317757,1.102803738317757,1.1121495327102802,1.1214953271028036,1.1214953271028036,1.130841121495327,1.130841121495327,1.1401869158878504,1.1495327102803738,1.1495327102803738,1.158878504672897,1.158878504672897
Melbourne - FL,1,0.9940119760479041,0.9820359281437125,0.9940119760479041,1.0,1.0,0.9940119760479041,1.0059880239520957,1.0179640718562875,1.0179640718562875,1.0179640718562875,1.035928143712575,1.0419161676646707,1.0419161676646707,1.0419161676646707,1.0538922155688624,1.0658682634730539,1.0658682634730539,1.0658682634730539,1.0778443113772456,1.0898203592814373,1.0898203592814373,1.0898203592814373,1.1017964071856288,1.1137724550898205,1.1137724550898205,1.1137724550898205,1.125748502994012,1.1377245508982037,1.1377245508982037,1.1377245508982037,1.1497005988023952,1.1616766467065869,1.1616766467065869,1.1616766467065869,1.1736526946107784,1.18562874251497,1.18562874251497,1.18562874251497,1.1976047904191618
Memphis - TN,1,1.0,0.991869918699187,1.008130081300813,1.016260162601626,1.016260162601626,1.016260162601626,1.032520325203252,1.0406504065040652,1.0406504065040652,1.0406504065040652,1.056910569105691,1.0731707317073171,1.0731707317073171,1.0650406504065042,1.08130081300813,1.0894308943089432,1.0894308943089432,1.0894308943089432,1.0975609756097562,1.1138211382113823,1.1138211382113823,1.1056910569105691,1.121951219512195,1.1300813008130082,1.1300813008130082,1.1300813008130082,1.1382113821138211,1.1544715447154472,1.146341463414634,1.146341463414634,1.1626016260162602,1.170731707317073,1.170731707317073,1.170731707317073,1.1788617886178863,1.1951219512195121,1.1951219512195121,1.1869918699186992,1.2032520325203253
Miami - FL,1,1.0,1.0,1.0106382978723405,1.0212765957446808,1.024822695035461,1.024822695035461,1.0354609929078014,1.046099290780142,1.046099290780142,1.049645390070922,1.0602836879432624,1.070921985815603,1.070921985815603,1.070921985815603,1.0815602836879432,1.0921985815602837,1.0921985815602837,1.0921985815602837,1.1028368794326242,1.1134751773049647,1.1134751773049647,1.1170212765957448,1.124113475177305,1.1347517730496455,1.1347517730496455,1.1382978723404256,1.148936170212766,1.1595744680851066,1.1595744680851066,1.1595744680851066,1.1702127659574468,1.1808510638297873,1.1808510638297873,1.1843971631205674,1.195035460992908,1.2056737588652482,1.2056737588652482,1.2056737588652482,1.2163120567375887
Milwaukee - WI,1,1.0061349693251533,1.0122699386503067,1.0245398773006136,1.0368098159509203,1.0368098159509203,1.0429447852760736,1.0552147239263805,1.0613496932515338,1.0613496932515338,1.0613496932515338,1.0797546012269938,1.0858895705521474,1.0858895705521474,1.0858895705521474,1.098159509202454,1.1042944785276074,1.098159509202454,1.1042944785276074,1.1165644171779143,1.1226993865030677,1.1165644171779143,1.1165644171779143,1.1349693251533743,1.1411042944785277,1.1349693251533743,1.1349693251533743,1.147239263803681,1.1595092024539877,1.1533742331288344,1.1533742331288344,1.165644171779141,1.177914110429448,1.1717791411042946,1.1717791411042946,1.1840490797546013,1.196319018404908,1.1901840490797546,1.1901840490797546,1.2024539877300615
Minneapolis - MN,1,0.9945054945054945,0.989010989010989,0.9945054945054945,1.0,1.0,1.0,1.010989010989011,1.0164835164835164,1.0164835164835164,1.0164835164835164,1.021978021978022,1.0329670329670328,1.0274725274725276,1.0274725274725276,1.0384615384615383,1.0439560439560438,1.0439560439560438,1.0439560439560438,1.0494505494505493,1.0604395604395604,1.0604395604395604,1.0604395604395604,1.065934065934066,1.0769230769230769,1.0769230769230769,1.0769230769230769,1.0824175824175823,1.0934065934065933,1.0934065934065933,1.0934065934065933,1.0989010989010988,1.10989010989011,1.10989010989011,1.10989010989011,1.120879120879121,1.1263736263736261,1.1263736263736261,1.1263736263736261,1.1373626373626373
Mobile - AL,1,0.991869918699187,0.983739837398374,0.991869918699187,1.008130081300813,1.0,1.0,1.008130081300813,1.024390243902439,1.016260162601626,1.016260162601626,1.032520325203252,1.048780487804878,1.0406504065040652,1.0406504065040652,1.056910569105691,1.0731707317073171,1.0650406504065042,1.0650406504065042,1.08130081300813,1.0894308943089432,1.08130081300813,1.08130081300813,1.0975609756097562,1.1138211382113823,1.1056910569105691,1.1056910569105691,1.121951219512195,1.1382113821138211,1.1300813008130082,1.1300813008130082,1.146341463414634,1.1626016260162602,1.1544715447154472,1.1544715447154472,1.170731707317073,1.1788617886178863,1.1788617886178863,1.170731707317073,1.1869918699186992
Modesto - CA,1,1.0,1.0,1.005128205128205,1.0153846153846153,1.0205128205128204,1.0205128205128204,1.0256410256410258,1.035897435897436,1.0410256410256409,1.0410256410256409,1.0512820512820513,1.0615384615384615,1.0666666666666667,1.0666666666666667,1.076923076923077,1.0871794871794873,1.0871794871794873,1.0871794871794873,1.0974358974358975,1.1076923076923078,1.1128205128205129,1.1128205128205129,1.123076923076923,1.1333333333333333,1.1384615384615386,1.1384615384615386,1.1487179487179489,1.1641025641025642,1.1641025641025642,1.169230769230769,1.1794871794871795,1.1897435897435897,1.1948717948717948,1.1948717948717948,1.2051282051282053,1.2153846153846155,1.2205128205128204,1.2205128205128204,1.2307692307692308
