Market,2026 Q2 EST,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2,2035 Q3,2035 Q4,2036 Q1,2036 Q2
Pittsburgh - PA,109591,110009,110373,110642,110759,111103,111739,112068,112193,112340,112505,112688,112885,113093,113310,113532,113760,113992,114226,114461,114697,114933,115169,115403,115638,115871,116103,116334,116564,116792,117020,117247,117473,117699,117922,118145,118367,118587,118807,119025,119243
Port St. Lucie - FL,15915,16166,16380,16457,16537,16868,16898,16937,16982,17030,17082,17136,17192,17249,17306,17364,17422,17479,17537,17594,17651,17707,17763,17820,17875,17931,17986,18042,18097,18152,18208,18263,18318,18373,18428,18483,18538,18592,18647,18701,18756
Portland - ME,19460,19459,19549,19549,19632,19632,19640,19655,19676,19700,19728,19758,19790,19823,19857,19892,19927,19962,19998,20033,20068,20103,20138,20173,20207,20241,20274,20308,20341,20374,20407,20439,20471,20503,20535,20566,20598,20629,20659,20690,20720
Portland - OR,240860,241345,241670,242077,242376,243008,243505,244067,244683,245342,246037,246763,247514,248288,249078,249883,250699,251525,252358,253198,254045,254900,255760,256625,257496,258372,259252,260137,261025,261916,262811,263708,264608,265511,266415,267320,268228,269138,270048,270959,271870
Poughkeepsie - NY,24311,24646,24646,24685,24685,24685,24697,24720,25233,25270,25377,25424,25474,25525,25579,25633,25688,25742,25797,25851,25905,25959,26012,26064,26116,26167,26218,26269,26318,26367,26416,26464,26512,26559,26606,26652,26698,26743,26788,26832,26876
Providence - RI,64886,64885,65465,65488,66120,66243,66543,66578,66626,66684,66749,66819,66895,66973,67055,67138,67223,67309,67396,67484,67572,67661,67750,67839,67928,68017,68107,68196,68286,68375,68464,68554,68643,68733,68823,68912,69002,69091,69181,69271,69361
Provo - UT,23520,23684,23684,23683,23987,24006,24062,24143,24240,24350,24471,24599,24735,24875,25019,25165,25311,25457,25602,25747,25890,26033,26176,26318,26459,26600,26740,26880,27020,27159,27297,27435,27573,27710,27846,27982,28117,28252,28386,28519,28651
Raleigh - NC,140325,140883,142015,143124,144065,144595,145492,146369,146838,147384,147987,148635,149317,150021,150739,151464,152189,152911,153628,154341,155051,155758,156463,157168,157872,158575,159279,159982,160685,161389,162093,162798,163503,164208,164913,165617,166322,167027,167732,168435,169138
Reading - PA,11535,11534,11711,11711,11791,11791,11794,11800,11808,11818,11829,11841,11853,11866,11880,11893,11907,11921,11935,11950,11964,11978,11992,12006,12020,12034,12048,12062,12076,12090,12104,12117,12131,12144,12158,12171,12185,12198,12212,12225,12238
Reno - NV,47988,47987,48094,48093,48121,48171,48236,48311,48393,48481,48573,48669,48767,48867,48968,49069,49172,49274,49376,49478,49580,49682,49784,49886,49988,50089,50191,50292,50393,50494,50595,50695,50796,50896,50995,51095,51194,51293,51391,51490,51588
Richmond - VA,108869,110060,110926,111400,111443,112370,112638,113571,113980,114635,115235,115962,116647,117134,117623,118113,118602,119088,119569,120047,120521,120991,121456,121918,122377,122833,123286,123736,124183,124627,125071,125513,125952,126389,126825,127260,127693,128124,128555,128985,129413
Rochester - NY,59519,59518,59881,59931,59936,59954,59964,59982,60007,60037,60070,60107,60146,60187,60230,60273,60317,60362,60407,60453,60499,60544,60590,60636,60682,60728,60774,60820,60866,60912,60958,61003,61049,61095,61141,61186,61232,61278,61323,61369,61415
Sacramento - CA,146568,146565,146995,146992,147069,147066,147336,147382,147445,147528,147616,147715,147822,147937,148056,148180,148307,148437,148568,148701,148835,148971,149108,149247,149388,149528,149671,149814,149959,150103,150249,150395,150542,150689,150837,150986,151135,151285,151435,151585,151736
Saint Louis - MO,154789,155372,155752,155991,156360,156902,157507,157780,158085,158414,159169,159527,159893,160265,160641,161018,161395,161770,162141,162510,162875,163238,163598,163956,164313,164669,165024,165376,165728,166078,166427,166777,167124,167471,167818,168164,168510,168855,169200,169543,169886
Salem - OR,31561,31739,31812,31848,31864,31895,31935,31982,32035,32090,32149,32210,32272,32335,32400,32465,32532,32599,32667,32737,32807,32879,32951,33024,33099,33174,33251,33328,33407,33486,33567,33648,33731,33814,33899,33984,34070,34157,34246,34335,34425
Salinas - CA,20091,20090,20089,20089,20089,20090,20092,20094,20096,20098,20100,20103,20106,20108,20111,20114,20116,20119,20122,20124,20127,20130,20132,20135,20137,20140,20142,20144,20147,20149,20151,20154,20156,20158,20161,20163,20165,20167,20169,20171,20174
Salisbury - MD,5765,5967,5967,5967,5967,5967,5968,5970,5973,5977,5981,5985,5990,5995,6000,6006,6011,6016,6021,6026,6031,6036,6041,6046,6051,6055,6060,6064,6069,6073,6077,6081,6086,6090,6094,6097,6101,6105,6109,6112,6116
Salt Lake City - UT,102443,102936,103538,104347,104546,104806,104980,105575,105897,106270,106682,107125,107593,108080,108581,109095,109616,110146,110680,111220,111764,112312,112863,113417,113973,114532,115093,115657,116222,116788,117357,117927,118499,119073,119648,120225,120801,121380,121958,122539,123120
San Antonio - TX,235177,235767,236957,237504,238220,238773,239528,240799,241616,242784,243688,244624,245586,246569,247565,248572,249586,250605,251626,252652,253679,254712,255748,256788,257832,258880,259932,260987,262045,263106,264170,265237,266305,267377,268451,269527,270606,271686,272768,273851,274934
San Diego - CA,291596,291824,292955,294885,296314,297028,297188,297663,298786,299171,300207,300660,301145,301652,302177,302714,303260,303810,304362,304916,305468,306021,306570,307119,307667,308211,308753,309293,309832,310368,310901,311433,311963,312490,313016,313539,314062,314583,315102,315620,316138
San Francisco - CA,191193,191710,192250,192311,193102,193608,194403,194936,195296,195677,196074,196482,196897,197315,197734,198154,198573,198990,199403,199813,200218,200621,201019,201412,201803,202191,202575,202956,203335,203713,204089,204462,204833,205203,205571,205938,206303,206667,207030,207392,207753
San Jose - CA,162861,163050,163425,164037,164541,166257,166912,168097,168707,169332,169963,170594,171995,172616,173226,173826,174415,174996,175566,176129,176683,177230,177771,178307,178837,179363,179886,180404,180920,181432,181941,182448,182950,183449,183946,184442,184934,185424,185912,186399,186882
Santa Barbara - CA,21773,21772,21771,21771,21882,21894,21910,21928,21948,22018,22040,22064,22088,22112,22137,22163,22188,22214,22241,22267,22294,22321,22349,22377,22405,22434,22463,22492,22522,22553,22584,22615,22647,22679,22711,22744,22777,22811,22845,22880,22915
Santa Rosa - CA,25253,25252,25251,25680,25718,25747,25784,25826,25873,25923,25975,26029,26084,26141,26198,26256,26314,26373,26432,26491,26551,26611,26671,26732,26793,26854,26917,26979,27042,27106,27169,27234,27299,27364,27430,27496,27563,27630,27697,27765,27834
Sarasota - FL,51344,52457,52522,54249,54878,55546,56326,56826,57177,57562,57971,58397,58836,59284,59738,60193,60648,61102,61553,62002,62448,62892,63334,63773,64210,64645,65079,65513,65945,66378,66810,67241,67670,68099,68526,68953,69378,69802,70225,70647,71068
Savannah - GA,40905,41720,41969,42440,42741,42972,43157,43389,43656,43948,44259,44582,44916,45256,45601,45947,46292,46637,46980,47320,47659,47996,48331,48665,48996,49327,49656,49985,50313,50642,50969,51296,51622,51948,52272,52595,52918,53239,53560,53880,54199
Scranton - PA,10014,10013,10013,10013,10013,10013,10014,10016,10018,10022,10025,10030,10034,10039,10043,10048,10053,10058,10063,10068,10073,10078,10082,10087,10092,10097,10102,10106,10111,10116,10120,10125,10130,10134,10139,10143,10148,10152,10157,10161,10166
Seattle - WA,407619,410153,412169,413903,414935,417314,418589,420041,421220,422488,424285,425949,427977,429469,431000,432558,434132,435715,437301,438889,440476,442061,443643,445223,446798,448368,449935,451497,453055,454608,456159,457705,459249,460788,462326,463861,465393,466922,468450,469975,471497
Shreveport - LA,24091,24090,24089,24088,24086,24086,24087,24088,24090,24092,24094,24097,24099,24102,24105,24107,24110,24113,24116,24118,24121,24124,24127,24130,24133,24136,24139,24142,24145,24148,24151,24154,24157,24160,24163,24167,24170,24173,24177,24180,24184
Spokane - WA,44299,44298,44619,44746,44906,44959,45027,45107,45194,45287,45385,45485,45589,45694,45801,45909,46017,46126,46234,46343,46451,46560,46669,46778,46887,46996,47105,47215,47325,47434,47544,47654,47764,47874,47984,48094,48205,48315,48425,48536,48646
Springfield - MA,19021,19020,19020,19143,19143,19142,19143,19144,19147,19151,19156,19164,19174,19186,19200,19217,19237,19259,19284,19312,19342,19376,19412,19451,19492,19536,19582,19631,19681,19735,19790,19848,19908,19970,20034,20101,20169,20239,20311,20386,20462
Springfield - MO,27650,27649,27940,28109,28108,28121,28139,28168,28205,28248,28296,28347,28402,28459,28517,28577,28637,28698,28760,28821,28883,28944,29005,29066,29127,29188,29249,29309,29369,29429,29489,29548,29608,29667,29726,29785,29843,29902,29960,30018,30076
Stamford - CT,44161,44553,45180,45610,45738,46005,46136,46373,46580,46812,47062,47330,47609,47896,48192,48494,48798,49105,49414,49723,50032,50341,50651,50960,51268,51575,51881,52187,52493,52798,53103,53407,53710,54013,54317,54620,54921,55221,55522,55821,56120
Stockton - CA,29920,29919,29918,29918,29924,29936,29951,29969,29988,30009,30031,30054,30077,30101,30125,30149,30174,30198,30223,30247,30271,30295,30320,30344,30368,30392,30416,30440,30464,30488,30511,30535,30558,30582,30605,30628,30652,30675,30698,30720,30743
Syracuse - NY,35092,35213,35498,35497,35497,35648,36202,36219,36242,36270,36302,36336,36373,36411,36450,36490,36530,36571,36612,36652,36692,36732,36772,36812,36851,36890,36929,36967,37005,37043,37080,37117,37154,37191,37227,37263,37299,37334,37369,37404,37439
Tallahassee - FL,25365,25584,25827,26032,26032,26050,26078,26115,26157,26203,26253,26304,26357,26411,26466,26521,26576,26630,26685,26739,26793,26846,26900,26953,27006,27058,27111,27163,27216,27268,27320,27373,27425,27477,27529,27580,27632,27683,27735,27786,27838
Tampa - FL,248823,251257,253422,255493,256798,257633,259626,261062,261795,262513,263319,264203,265147,266135,267154,268193,269244,270302,271361,272418,273474,274525,275572,276616,277654,278687,279717,280741,281762,282778,283791,284801,285808,286812,287813,288811,289807,290801,291793,292784,293773
Toledo - OH,41311,41309,41307,41305,41511,41517,41532,41553,41579,41609,41641,41676,41713,41750,41789,41828,41867,41906,41945,41984,42023,42061,42099,42137,42175,42212,42249,42285,42322,42358,42393,42429,42464,42499,42534,42568,42602,42636,42669,42703,42736
Trenton - NJ,23091,23090,23280,23279,23399,23399,23416,23449,23492,23545,23604,23669,23737,23809,23882,23957,24033,24109,24185,24260,24335,24410,24483,24556,24629,24700,24771,24841,24911,24979,25047,25115,25181,25248,25313,25378,25442,25506,25569,25632,25694
Tucson - AZ,86088,86293,86602,87446,87456,87578,87667,87773,87893,88023,88160,88302,88449,88599,88751,88905,89061,89218,89377,89537,89698,89861,90025,90191,90358,90525,90694,90864,91035,91207,91380,91554,91729,91905,92082,92260,92439,92619,92800,92981,93164
Tulsa - OK,68211,68210,68491,68488,68485,68515,68577,68661,68762,68876,68999,69129,69265,69405,69547,69692,69838,69986,70136,70289,70443,70601,70760,70923,71088,71255,71425,71598,71773,71951,72132,72315,72501,72690,72881,73076,73272,73472,73674,73878,74086
Vallejo-Fairfield - CA,19461,19460,19460,19459,19468,19483,19501,19523,19546,19571,19597,19624,19652,19680,19709,19737,19766,19795,19823,19851,19878,19905,19932,19959,19986,20012,20038,20064,20090,20116,20141,20166,20191,20215,20240,20264,20287,20311,20334,20358,20380
Ventura - CA,38242,38241,38510,38729,38754,38798,38854,38919,38991,39067,39147,39230,39315,39402,39490,39579,39668,39758,39848,39939,40030,40121,40213,40306,40399,40492,40586,40681,40776,40872,40968,41065,41163,41261,41359,41458,41558,41658,41759,41860,41961
Visalia - CA,8379,8378,8403,8403,8408,8417,8428,8441,8455,8470,8485,8501,8518,8535,8552,8569,8586,8603,8619,8636,8652,8668,8683,8699,8715,8730,8745,8760,8775,8789,8804,8818,8832,8846,8860,8874,8888,8901,8914,8927,8940
Washington - DC,594842,595763,596787,598562,600208,602827,604292,606642,608909,610805,613094,615708,618319,620597,622726,624867,626894,628915,630926,632924,634910,636887,638854,640813,642765,644711,646651,648584,650514,652438,654358,656275,658189,660100,662006,663910,665810,667710,669605,671498,673388
Wichita - KS,36866,36865,36864,37032,37158,37165,37185,37213,37249,37291,37336,37385,37437,37490,37545,37601,37657,37714,37771,37828,37886,37944,38002,38060,38118,38176,38234,38293,38351,38410,38469,38528,38587,38646,38705,38764,38824,38883,38943,39003,39063
Winston-Salem - NC,35059,35058,35375,35374,35685,35700,35725,35758,35795,35837,35881,35927,35975,36023,36072,36121,36170,36219,36268,36317,36365,36414,36462,36509,36557,36605,36652,36700,36747,36794,36842,36889,36936,36983,37031,37078,37125,37172,37219,37266,37312
Worcester - MA,30667,31084,31084,31083,31082,31082,31539,31574,31621,31678,31742,31813,31888,31966,32046,32128,32210,32293,32375,32457,32538,32619,32699,32778,32856,32933,33009,33085,33160,33234,33307,33379,33451,33522,33592,33661,33730,33798,33866,33932,33999
York - PA,14072,14071,14071,15054,15054,15054,15075,15115,15169,15236,15311,15395,15484,15577,15675,15774,15876,15978,16081,16184,16288,16391,16494,16597,16699,16802,16904,17006,17108,17209,17311,17412,17513,17614,17714,17814,17915,18015,18114,18214,18314
Youngstown - OH,15733,15732,15731,15730,15729,15728,15727,15727,15726,15725,15724,15723,15723,15722,15721,15720,15720,15719,15719,15719,15719,15719,15720,15721,15722,15723,15725,15727,15729,15731,15734,15737,15740,15743,15747,15751,15755,15759,15763,15768,15773
