Market,2026 Q2 EST,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2,2035 Q3,2035 Q4
Indianapolis - IN,83016.2734375,83217.5078125,83720.7890625,84636.6171875,85665.8828125,86868.4609375,88002.703125,89052.21875,90069.4609375,90968.328125,91855.0625,92735.0078125,93600.203125,94498.7734375,95397.6796875,96283.46875,97155.25,98006.3671875,98845.1875,99674.1171875,100494.5703125,101317.5390625,102144.5,102975.8828125,103815.9921875,104652.2109375,105495.5390625,106349.2109375,107204.6171875,108068.640625,108920.9921875,109778.921875,110634.53125,111483.71875,112333.3828125,113171.4296875,114000.0703125,114823.7421875,115646.8828125
Inland Empire - CA,95226.8671875,95643.609375,96165.2109375,96992.921875,97913.046875,98947.390625,99961.3984375,100945.2734375,101913.5390625,102823.0390625,103726.8125,104652.2890625,105584.4375,106545.859375,107518.390625,108483.0078125,109447.71875,110408.34375,111367.6328125,112328.8828125,113292.1796875,114263.6796875,115246.9375,116238.3125,117240.5234375,118247.3828125,119266.890625,120304.2578125,121351.390625,122409.546875,123463.4296875,124506.8984375,125539.71875,126557.0078125,127561.328125,128552.4921875,129532.1875,130506.890625,131481.1875
Jackson - MS,68803.2734375,69179.7265625,69613.8125,70348.5703125,71156.890625,72064.578125,72934.6328125,73769.5625,74599.5,75376.078125,76153.9609375,76944.5,77736.75,78553.5234375,79375.2890625,80186.3125,80990.03125,81783.4921875,82568.828125,83347.390625,84120.453125,84895.046875,85674.09375,86456.3671875,87245.609375,88033.90625,88829.84375,89637.546875,90449.203125,91267.578125,92077.75,92882.5390625,93678.28125,94462.34375,95237.578125,96001.4609375,96754.65625,97501.8203125,98247.65625
Jacksonville - FL,85576.203125,85946.7421875,86366.9765625,87101.8671875,87916.359375,88825.7890625,89715.2578125,90591.109375,91467.2421875,92305.6484375,93150.953125,94015.796875,94885.6875,95776.4765625,96671.6171875,97557.78125,98440.7890625,99317.90625,100191.3984375,101062.9375,101931.859375,102803.171875,103680.9296875,104563.328125,105455.09375,106352.078125,107260.09375,108183.5390625,109114.953125,110055.4765625,110992.96875,111914.59375,112822.59375,113712.25,114585.6484375,115447.2109375,116298.6171875,117144.4921875,117990.3828125
Kansas City - MO,87809.0234375,88058.2421875,88463.828125,89212.8984375,90063.03125,91049.2109375,92005.0234375,92916.703125,93819.1171875,94660.1796875,95506.328125,96369.109375,97234.78125,98131.9609375,99037.03125,99933.40625,100824.5,101705.8671875,102580.203125,103448.6171875,104311.75,105175.6171875,106043.671875,106914.4921875,107792.5,108670.328125,109555.546875,110452.3671875,111352.828125,112259.890625,113159.609375,114051.109375,114934.828125,115807.1015625,116671.359375,117524.65625,118368.2265625,119207.0390625,120045.2578125
Killeen - TX,71669.1328125,71890.65625,72269.2578125,72927.453125,73666.9765625,74530.859375,75400.9921875,76262.578125,77123.1328125,77938.5703125,78759.8671875,79607.0625,80462.9921875,81344.8515625,82232.5078125,83111.6171875,83985.4765625,84851.96875,85712.53125,86566.359375,87417.3515625,88270.9375,89131.7109375,89999.15625,90876.78125,91758.8828125,92651.859375,93561.46875,94478.328125,95404.25,96326.7734375,97242.0078125,98150.03125,99046.703125,99933.9609375,100807.3671875,101669.953125,102527.1875,103383.0
Knoxville - TN,77249.859375,77564.5625,77982.140625,78729.34375,79560.46875,80521.2734375,81445.7578125,82331.2109375,83205.453125,84011.4296875,84815.921875,85626.96875,86435.1796875,87269.15625,88105.28125,88931.6875,89749.359375,90552.9765625,91348.4609375,92134.2734375,92913.96875,93695.921875,94481.7421875,95271.9375,96069.75,96868.09375,97675.828125,98497.4921875,99324.6484375,100159.2734375,100985.703125,101807.921875,102620.8671875,103421.1171875,104213.0078125,104995.2421875,105767.8125,106535.796875,107303.609375
Lafayette - LA,62282.94921875,62453.609375,62738.171875,63391.51171875,64139.6015625,65017.12890625,65847.359375,66628.2734375,67395.9296875,68091.3671875,68789.84375,69499.34375,70211.9375,70958.6484375,71711.171875,72453.4375,73187.3203125,73906.34375,74614.6875,75312.6875,76002.6484375,76693.34375,77387.96875,78086.703125,78792.3203125,79496.1015625,80207.8515625,80929.9609375,81655.5,82389.1796875,83112.3984375,83825.796875,84522.78125,85198.3828125,85858.15625,86504.4609375,87137.796875,87763.140625,88384.859375
Lakeland - FL,69525.7109375,69739.296875,69992.2109375,70456.5234375,70968.109375,71542.25,72106.3671875,72676.0703125,73249.7578125,73800.546875,74361.2734375,74951.9296875,75554.6171875,76179.921875,76816.75,77449.1171875,78085.6796875,78723.5703125,79359.9765625,79995.8125,80628.7265625,81262.5703125,81901.6171875,82544.3515625,83195.2890625,83851.109375,84516.3671875,85195.578125,85881.4765625,86574.3828125,87266.171875,87945.5390625,88615.890625,89273.7109375,89919.9921875,90556.171875,91184.2265625,91808.1484375,92431.4921875
Lancaster - PA,89572.1171875,89975.2890625,90457.84375,91309.7890625,92254.4921875,93341.0,94387.9765625,95386.4765625,96368.5078125,97274.7890625,98180.3828125,99099.0234375,100017.7421875,100965.6328125,101918.421875,102861.609375,103798.9765625,104725.328125,105645.59375,106559.671875,107469.6796875,108384.7109375,109307.578125,110237.296875,111177.6328125,112119.4921875,113071.65625,114040.109375,115014.1484375,115997.890625,116974.5,117945.9765625,118908.703125,119857.84375,120796.3671875,121721.9921875,122635.8125,123543.4921875,124451.21875
Lansing - MI,75900.7734375,76171.65625,76533.2421875,77140.671875,77820.8125,78585.7109375,79345.0,80092.0703125,80842.421875,81570.4296875,82316.53125,83091.7578125,83881.7734375,84697.4375,85518.9296875,86334.8125,87150.3125,87963.5234375,88775.1796875,89585.046875,90392.03125,91198.7265625,92008.34375,92821.9921875,93642.8671875,94467.84375,95302.5078125,96150.46875,97004.203125,97864.7109375,98721.046875,99567.859375,100410.9765625,101245.3203125,102073.40625,102891.1875,103699.5703125,104504.2890625,105308.9765625
Las Vegas - NV,83346.5390625,83652.71875,84100.671875,84922.65625,85854.75,86907.3125,87936.640625,88923.6171875,89897.3828125,90814.9375,91730.96875,92660.6171875,93595.1328125,94558.34375,95533.6484375,96508.2265625,97484.921875,98458.75,99433.2109375,100408.0390625,101383.6328125,102365.5,103355.5703125,104352.5625,105361.78125,106377.15625,107404.5,108448.7578125,109501.96875,110567.4921875,111632.859375,112682.953125,113720.21875,114739.359375,115742.4296875,116736.6171875,117722.0390625,118704.7890625,119689.203125
Lehigh Valley - PA,88227.8203125,88640.9296875,89117.203125,89868.296875,90699.4296875,91626.28125,92538.59375,93430.59375,94320.34375,95172.8828125,96035.8203125,96924.7734375,97824.9296875,98755.3984375,99695.7421875,100628.2265625,101560.21875,102486.03125,103410.828125,104335.8515625,105259.71875,106187.1328125,107121.1015625,108060.203125,109009.453125,109963.21875,110925.9921875,111903.28125,112885.921875,113875.3203125,114860.9765625,115838.1796875,116810.609375,117775.796875,118735.7578125,119685.859375,120628.5390625,121568.1875,122508.4765625
Lexington - KY,74214.6015625,74316.203125,74609.921875,75209.703125,75921.53125,76763.4765625,77590.6171875,78383.0390625,79161.25,79884.9296875,80612.828125,81355.1328125,82102.7265625,82877.046875,83654.0,84421.9609375,85184.1171875,85937.8125,86686.2578125,87431.453125,88175.1015625,88921.7890625,89675.359375,90434.3984375,91200.6171875,91969.296875,92747.0,93537.828125,94334.5625,95138.921875,95936.9609375,96729.1875,97514.8828125,98290.640625,99059.7890625,99818.28125,100567.09375,101311.40625,102055.25
Little Rock - AR,70667.390625,70859.109375,71100.828125,71643.1875,72275.5234375,73007.0,73735.5,74457.3828125,75187.8515625,75888.2578125,76599.71875,77331.1484375,78071.3125,78837.609375,79615.5078125,80393.25,81172.140625,81949.5703125,82725.2890625,83498.21875,84269.7578125,85043.3515625,85822.609375,86606.9609375,87399.6796875,88195.921875,89000.8125,89819.7578125,90645.7109375,91480.0390625,92312.5234375,93132.03125,93939.6484375,94731.8828125,95510.3203125,96278.09375,97037.109375,97792.1171875,98546.96875
Long Island - NY,138869.765625,139913.28125,140826.875,142284.015625,143921.5625,145755.515625,147542.484375,149274.515625,150995.484375,152634.3125,154280.71875,155940.171875,157603.25,159304.015625,161012.640625,162709.734375,164396.53125,166066.484375,167726.203125,169380.3125,171025.546875,172675.6875,174335.84375,176004.796875,177690.953125,179383.375,181094.78125,182828.109375,184576.46875,186344.09375,188109.546875,189846.65625,191552.453125,193218.4375,194847.125,196460.515625,198057.359375,199647.25,201237.765625
Los Angeles - CA,95290.9921875,95781.8671875,96433.3125,97517.96875,98725.65625,100078.2265625,101387.859375,102654.09375,103903.953125,105074.953125,106246.609375,107440.0078125,108641.1484375,109883.921875,111142.3671875,112392.2890625,113640.6796875,114881.578125,116119.2109375,117355.921875,118591.078125,119832.6171875,121083.2890625,122342.5078125,123614.6796875,124891.8203125,126182.71875,127492.2421875,128811.2890625,130142.171875,131468.34375,132777.265625,134071.28125,135344.046875,136599.578125,137842.046875,139071.796875,140296.03125,141519.734375
Louisville - KY,76898.8671875,77048.84375,77334.7265625,77881.1328125,78525.890625,79272.5390625,80007.828125,80722.8671875,81432.9375,82110.53125,82800.40625,83512.75,84236.2890625,84986.53125,85742.828125,86494.2109375,87244.5390625,87991.6875,88737.84375,89484.2109375,90231.2734375,90982.1875,91739.1015625,92500.609375,93270.140625,94043.1171875,94825.078125,95620.46875,96421.546875,97228.703125,98032.140625,98827.7578125,99618.0390625,100401.1015625,101178.9375,101948.84375,102712.34375,103473.1796875,104235.3671875
Madison - WI,92926.15625,93431.6796875,93957.4921875,94780.03125,95694.578125,96719.2890625,97739.40625,98739.3828125,99735.3984375,100689.890625,101643.640625,102605.5625,103571.0703125,104558.9296875,105555.3125,106547.8515625,107537.140625,108519.3125,109492.6484375,110459.46875,111419.703125,112377.6171875,113339.171875,114301.1484375,115268.34375,116236.0,117210.3828125,118196.0390625,119186.1796875,120182.71875,121174.9296875,122154.2578125,123124.4375,124082.2265625,125028.421875,125963.1015625,126887.703125,127806.8828125,128725.7890625
Manchester - NH,111170.4921875,111714.5390625,112326.9921875,113327.09375,114443.1171875,115675.15625,116889.5703125,118069.5,119244.75,120371.7421875,121504.28125,122655.578125,123814.703125,125002.140625,126199.2109375,127390.2109375,128580.6171875,129766.3515625,130948.71875,132131.03125,133312.359375,134497.234375,135691.171875,136890.953125,138100.015625,139313.0,140535.328125,141772.5625,143015.875,144266.984375,145512.921875,146746.890625,147973.90625,149189.0,150395.546875,151590.515625,152775.203125,153955.65625,155137.046875
McAllen - TX,59351.12890625,59577.0390625,59882.19921875,60411.4609375,60994.4296875,61672.66015625,62335.30078125,62984.26171875,63632.98046875,64238.0390625,64848.3984375,65479.828125,66118.15625,66784.5234375,67462.3984375,68135.6796875,68809.1796875,69478.2890625,70144.8828125,70807.640625,71466.71875,72127.28125,72791.71875,73460.203125,74137.46875,74816.9765625,75505.40625,76207.0625,76912.7890625,77624.96875,78330.9921875,79030.203125,79721.7578125,80403.7578125,81078.03125,81741.6875,82396.609375,83046.3828125,83694.9921875
Melbourne - FL,81926.140625,82265.1484375,82619.4765625,83213.796875,83890.8828125,84653.0,85406.3125,86161.0390625,86917.2421875,87645.140625,88382.1484375,89151.6796875,89934.390625,90743.796875,91573.4296875,92403.28125,93243.84375,94092.25,94939.5703125,95785.6796875,96630.4609375,97476.796875,98329.90625,99188.71875,100056.9765625,100930.3203125,101813.6484375,102713.3828125,103620.21875,104535.8828125,105450.03125,106349.3203125,107238.0078125,108111.796875,108972.4296875,109821.6796875,110662.7578125,111500.046875,112337.4609375
Memphis - TN,69774.7734375,70014.34375,70328.78125,70903.3828125,71567.078125,72331.4296875,73082.359375,73814.5390625,74545.7578125,75241.8828125,75943.390625,76659.5,77380.4296875,78121.8671875,78868.78125,79610.8671875,80349.7578125,81082.671875,81811.65625,82536.578125,83259.84375,83986.0625,84718.25,85454.2421875,86196.6484375,86940.8828125,87693.0078125,88458.1796875,89228.5625,90005.140625,90774.8671875,91537.2109375,92292.1015625,93036.5,93774.4296875,94504.28125,95226.46875,95945.203125,96664.546875
Miami - FL,79186.9609375,79545.703125,80000.828125,80774.96875,81640.9921875,82611.671875,83560.40625,84493.40625,85427.828125,86322.6484375,87226.6015625,88144.3515625,89063.546875,90002.71875,90944.8125,91876.0703125,92801.3515625,93717.2734375,94625.0,95526.609375,96419.0,97308.3515625,98198.7734375,99090.15625,99990.2890625,100893.21875,101805.0625,102729.1015625,103659.1015625,104597.828125,105533.8671875,106446.96875,107340.90625,108210.96875,109059.671875,109898.34375,110726.9765625,111550.421875,112372.7265625
Milwaukee - WI,80689.9296875,81104.7578125,81583.359375,82299.2265625,83080.1328125,83951.9375,84812.859375,85660.3125,86509.8203125,87326.9296875,88152.2109375,88994.71875,89845.4296875,90721.84375,91608.53125,92492.796875,93377.671875,94258.59375,95135.7734375,96010.59375,96880.7421875,97750.7578125,98622.890625,99494.6328125,100371.28125,101249.7734375,102136.1171875,103034.96875,103938.6875,104848.4765625,105754.09375,106647.140625,107531.53125,108403.6484375,109266.109375,110118.75,110962.9921875,111802.96875,112642.2578125
Minneapolis - MN,101695.390625,102202.90625,102739.78125,103619.1328125,104617.953125,105740.7265625,106828.34375,107880.75,108928.5,109919.09375,110919.078125,111928.578125,112940.796875,113982.9375,115030.96875,116068.78125,117103.46875,118130.328125,119154.3203125,120180.84375,121206.7890625,122237.0,123275.2578125,124317.4921875,125369.96875,126424.5234375,127489.8125,128569.59375,129656.0078125,130752.0625,131841.0,132918.484375,133983.265625,135030.375,136064.1875,137085.328125,138095.109375,139099.375,140103.0625
Mobile - AL,62924.51171875,62943.01171875,63173.28125,63645.109375,64200.859375,64860.80078125,65508.08984375,66137.359375,66765.8828125,67353.546875,67950.75,68570.890625,69195.1875,69841.2265625,70490.421875,71132.6171875,71772.546875,72407.8125,73039.8203125,73669.1171875,74297.546875,74929.75,75568.25,76210.9609375,76860.53125,77510.8671875,78168.5,78837.7265625,79510.4609375,80188.953125,80860.4765625,81528.1171875,82191.0,82845.6484375,83496.0390625,84135.84375,84766.6328125,85392.9921875,86018.0703125
Modesto - CA,84140.4375,84651.046875,85209.09375,86044.328125,86960.59375,87989.8203125,88996.359375,89979.2890625,90954.9296875,91877.03125,92799.5625,93746.09375,94702.0234375,95688.328125,96687.140625,97677.828125,98666.609375,99650.0625,100631.328125,101611.703125,102590.2578125,103575.21875,104569.5,105572.1796875,106587.1875,107607.1484375,108639.921875,109689.59375,110747.453125,111815.9921875,112879.2890625,113935.171875,114982.40625,116015.2109375,117037.5,118047.4375,119046.2890625,120039.796875,121033.359375
Montgomery - AL,68782.2890625,68824.7421875,69019.453125,69426.359375,69917.5078125,70492.6484375,71066.6875,71632.109375,72198.953125,72743.2109375,73302.3984375,73891.0,74494.0625,75121.7421875,75757.453125,76389.4375,77022.0703125,77653.4296875,78282.4609375,78910.6171875,79539.921875,80171.6875,80811.0390625,81454.359375,82103.8828125,82756.9375,83416.421875,84089.390625,84766.3984375,85446.7890625,86121.9609375,86787.5625,87448.75,88103.953125,88754.828125,89395.75,90028.65625,90657.3828125,91285.4765625
Myrtle Beach - SC,71775.9296875,71880.921875,72082.109375,72533.71875,73067.859375,73701.3828125,74328.5390625,74951.8671875,75577.390625,76173.3984375,76784.7109375,77435.2890625,78103.921875,78802.546875,79514.28125,80220.9375,80930.5703125,81641.1015625,82352.578125,83066.078125,83781.4296875,84502.828125,85234.421875,85971.390625,86718.9921875,87472.0703125,88235.1015625,89015.5078125,89801.9921875,90595.4296875,91384.8125,92161.9375,92928.5703125,93681.5703125,94422.3203125,95148.703125,95865.203125,96575.4296875,97284.0
Naples - FL,97452.9765625,97747.2734375,98298.6796875,99390.09375,100645.2890625,102104.5703125,103521.140625,104867.1328125,106186.953125,107403.890625,108607.7109375,109806.9296875,110993.7890625,112205.546875,113413.7109375,114604.90625,115781.1015625,116936.4296875,118081.1015625,119217.609375,120347.1328125,121480.3203125,122618.609375,123762.2109375,124917.546875,126074.84375,127245.3515625,128432.421875,129628.453125,130840.0390625,132046.34375,133205.296875,134316.296875,135370.6875,136371.625,137355.59375,138319.640625,139271.84375,140219.34375
Nashville - TN,92635.2890625,93021.5625,93667.90625,94857.6015625,96188.6875,97737.296875,99204.7421875,100560.8125,101873.546875,103037.796875,104180.1171875,105304.8671875,106408.90625,107551.5,108692.359375,109816.5,110919.3984375,111991.3203125,113042.5078125,114075.5234375,115095.71875,116116.9375,117142.953125,118174.828125,119216.0625,120251.84375,121298.4609375,122357.609375,123420.5625,124496.1015625,125555.703125,126621.7890625,127679.0,128721.1171875,129757.5078125,130781.578125,131792.15625,132796.546875,133800.484375
New Haven - CT,93110.2109375,93461.3671875,93903.3828125,94653.6015625,95493.296875,96423.328125,97348.359375,98261.96875,99183.109375,100080.6171875,100993.78125,101935.1875,102889.5703125,103868.9765625,104859.5234375,105845.4296875,106831.9921875,107816.6875,108799.65625,109781.3671875,110759.8671875,111739.71875,112724.609375,113712.9375,114710.046875,115712.2578125,116723.6875,117749.6484375,118781.25,119818.4375,120850.6484375,121865.46875,122868.8515625,123857.4765625,124832.109375,125794.203125,126744.890625,127689.0,128631.8515625
New Orleans - LA,64466.1015625,64630.4296875,64913.1484375,65514.76171875,66221.1875,67041.890625,67834.3828125,68590.34375,69336.2109375,70029.3984375,70724.6484375,71430.3125,72140.9921875,72878.453125,73621.1796875,74356.203125,75084.6015625,75802.3125,76514.6796875,77221.3828125,77923.4609375,78626.7734375,79333.5625,80042.9765625,80759.0234375,81476.1171875,82200.4921875,82935.6015625,83675.2109375,84421.953125,85163.21875,85889.8828125,86601.4765625,87293.84375,87969.4375,88635.1171875,89290.046875,89938.6171875,90585.171875
New York - NY,92528.2578125,92909.7421875,93574.6328125,94633.21875,95793.3984375,97089.0703125,98341.609375,99561.15625,100773.046875,101911.8515625,103048.671875,104189.8125,105326.5625,106491.3125,107661.2265625,108818.90625,109968.609375,111105.40625,112233.1015625,113354.5078125,114468.359375,115584.6875,116707.859375,117837.2734375,118978.609375,120122.25,121277.9296875,122449.09375,123628.1015625,124818.09375,126000.953125,127160.53125,128296.5625,129403.3828125,130485.21875,131556.65625,132614.515625,133665.875,134716.71875
Norfolk - VA,85545.328125,85744.59375,86092.90625,86738.4921875,87473.40625,88298.7890625,89125.796875,89947.15625,90779.6328125,91597.2421875,92433.9765625,93298.640625,94175.6171875,95072.9375,95977.546875,96879.0703125,97782.3125,98685.578125,99586.96875,100488.390625,101388.8984375,102291.609375,103201.7890625,104117.578125,105042.53125,105973.6796875,106915.2578125,107873.28125,108838.828125,109812.5078125,110783.828125,111742.421875,112694.9375,113635.703125,114566.609375,115482.53125,116386.953125,117285.6328125,118182.296875
Northern New Jersey - NJ,110800.8125,111331.78125,111855.796875,112815.9609375,113919.3984375,115140.6875,116343.96875,117513.40625,118682.4921875,119809.140625,120941.1328125,122085.3203125,123233.9921875,124405.5703125,125584.109375,126754.828125,127923.3203125,129086.4296875,130242.140625,131397.46875,132548.1875,133699.28125,134857.265625,136016.859375,137184.0625,138353.6875,139532.8125,140726.546875,141925.984375,143131.859375,144330.65625,145510.984375,146679.734375,147833.0625,148973.84375,150104.0625,151223.015625,152337.140625,153451.375
Northwest Arkansas - AR,84619.109375,84953.46875,85404.8671875,86410.046875,87600.7421875,88998.0390625,90370.9921875,91679.703125,92976.28125,94184.359375,95387.75,96588.578125,97781.5234375,99004.4375,100230.7578125,101450.0703125,102660.203125,103854.4375,105041.03125,106222.1171875,107397.9375,108580.359375,109770.9375,110971.21875,112186.2734375,113406.203125,114641.9921875,115895.7734375,117163.59375,118451.7578125,119740.3828125,120995.46875,122211.5625,123378.71875,124499.8125,125605.6328125,126693.296875,127772.0625,128847.8671875
Ocala - FL,66666.9609375,66860.7890625,67105.7578125,67565.140625,68072.8671875,68655.3828125,69226.4609375,69810.90625,70400.1015625,70962.078125,71536.4765625,72147.9609375,72774.34375,73429.1015625,74097.1171875,74759.328125,75425.328125,76091.578125,76759.4921875,77429.140625,78100.78125,78778.6875,79464.140625,80153.8828125,80852.609375,81556.09375,82269.1484375,82998.4296875,83734.8515625,84478.5390625,85220.7109375,85948.546875,86664.5625,87365.6015625,88052.296875,88727.078125,89392.90625,90053.8828125,90713.53125
Ogden - UT,103027.90625,103403.1328125,103950.3984375,104794.21875,105687.0703125,106637.640625,107569.046875,108479.34375,109401.8203125,110303.8515625,111228.75,112176.859375,113134.0234375,114113.7578125,115101.25,116086.75,117073.0078125,118057.703125,119041.2421875,120025.7421875,121010.4921875,121999.7109375,122999.3671875,124006.7421875,125024.7734375,126047.9296875,127080.1015625,128126.2265625,129180.34375,130243.7890625,131307.046875,132361.15625,133409.15625,134446.90625,135474.703125,136493.109375,137504.4375,138513.359375,139524.984375
Oklahoma City - OK,75615.25,75868.390625,76313.6015625,77169.046875,78113.421875,79192.703125,80208.2578125,81165.953125,82109.0390625,82972.0390625,83837.03125,84705.40625,85570.09375,86462.6484375,87354.65625,88233.46875,89097.7890625,89943.1171875,90774.6171875,91593.5390625,92400.828125,93207.28125,94016.5625,94828.3203125,95648.828125,96467.28125,97296.09375,98138.421875,98986.65625,99845.5703125,100693.921875,101537.953125,102367.4375,103177.953125,103975.1328125,104759.6171875,105531.7734375,106296.296875,107059.34375
Omaha - NE,89228.8984375,89468.3203125,89990.203125,91020.5,92181.1328125,93537.890625,94822.7109375,96007.578125,97157.9609375,98175.8125,99172.8984375,100155.3515625,101114.2734375,102099.9375,103078.328125,104033.65625,104965.5625,105866.78125,106746.4921875,107609.5703125,108458.7890625,109307.546875,110159.15625,111013.046875,111874.859375,112730.2890625,113594.046875,114468.7890625,115345.921875,116234.171875,117106.46875,117979.46875,118839.2578125,119678.8125,120508.140625,121321.8203125,122119.5703125,122909.0078125,123695.0
Orange County - CA,119755.5078125,120381.5703125,121257.8828125,122691.75,124305.3125,126113.2578125,127865.7421875,129536.4375,131174.296875,132700.015625,134212.296875,135728.875,137241.8125,138795.40625,140360.375,141916.484375,143466.265625,145002.828125,146535.140625,148065.5,149594.1875,151131.34375,152679.6875,154240.203125,155817.34375,157401.546875,159001.890625,160621.84375,162254.40625,163903.9375,165550.3125,167169.4375,168759.96875,170312.953125,171832.0625,173334.53125,174819.546875,176296.140625,177771.3125
Orlando - FL,84789.046875,85179.9375,85653.2265625,86374.75,87158.359375,88016.796875,88859.6328125,89696.7734375,90526.703125,91319.96875,92120.09375,92943.4609375,93775.0703125,94625.0390625,95481.6484375,96329.078125,97175.09375,98018.171875,98857.7109375,99695.6171875,100529.9375,101365.0703125,102206.0,103051.25,103906.21875,104766.171875,105636.59375,106522.109375,107414.390625,108315.1171875,109212.828125,110098.328125,110975.6796875,111840.96875,112695.7421875,113540.6328125,114377.8828125,115211.296875,116046.2109375
Palm Beach - FL,86856.359375,87097.3984375,87573.7109375,88502.3671875,89552.09375,90751.9921875,91907.1484375,93006.859375,94091.359375,95096.9921875,96098.171875,97097.7109375,98086.7265625,99095.7421875,100100.921875,101089.7109375,102064.359375,103020.0078125,103962.9921875,104895.5078125,105816.71875,106735.9921875,107654.671875,108574.2421875,109501.90625,110429.09375,111367.1171875,112318.09375,113276.4921875,114247.59375,115214.6015625,116147.5390625,117046.1796875,117903.71875,118723.046875,119528.890625,120319.5703125,121101.3984375,121879.7421875
Pensacola - FL,78241.71875,78539.2890625,78906.453125,79498.1484375,80148.359375,80873.546875,81592.6328125,82317.7421875,83049.03125,83758.1484375,84480.3203125,85231.453125,85994.3515625,86779.140625,87573.6015625,88364.4765625,89158.7578125,89955.2421875,90751.2109375,91547.9921875,92345.6015625,93146.046875,93955.0703125,94769.8671875,95594.4296875,96425.65625,97267.328125,98125.6328125,98991.46875,99865.046875,100737.1484375,101596.703125,102448.2890625,103289.109375,104118.9296875,104938.3671875,105749.7109375,106557.421875,107365.53125
Philadelphia - PA,95287.671875,95730.2109375,96264.1171875,97110.0703125,98045.2578125,99077.40625,100088.7578125,101079.7109375,102075.28125,103035.7890625,104007.46875,105000.1328125,106001.40625,107028.4609375,108065.0234375,109096.1875,110127.953125,111156.25,112182.390625,113208.390625,114232.7109375,115261.328125,116297.296875,117338.6015625,118390.5078125,119446.546875,120512.8125,121594.3203125,122681.328125,123775.9375,124865.859375,125940.9921875,127005.703125,128056.1015625,129095.2109375,130124.2421875,131144.8125,132162.125,133180.25
Phoenix - AZ,92830.5,93287.3671875,93812.6328125,94678.0625,95644.15625,96717.6796875,97768.640625,98786.890625,99794.546875,100748.9375,101703.3671875,102671.1875,103641.90625,104639.078125,105645.8203125,106649.921875,107654.03125,108653.8515625,109651.2265625,110645.5390625,111640.2109375,112640.2109375,113647.65625,114660.703125,115682.8984375,116708.421875,117743.9921875,118794.7265625,119851.96875,120918.171875,121980.609375,123029.71875,124068.6328125,125092.7734375,126105.546875,127108.2109375,128102.28125,129092.921875,130083.96875
Pittsburgh - PA,80918.21875,81335.8125,81768.796875,82458.1015625,83224.453125,84071.4296875,84904.46875,85721.171875,86539.4296875,87331.8671875,88134.578125,88957.6171875,89791.0625,90646.296875,91510.8984375,92372.609375,93235.7578125,94098.9609375,94962.921875,95827.7265625,96694.3984375,97565.796875,98444.359375,99329.6328125,100223.34375,101120.8984375,102027.3828125,102946.609375,103870.71875,104801.0703125,105727.4765625,106642.3984375,107551.0,108450.5234375,109342.296875,110226.3203125,111103.3203125,111977.4921875,112852.8984375
Port St. Lucie - FL,83468.5625,83749.0,84099.890625,84778.96875,85550.921875,86438.890625,87300.078125,88135.84375,88961.390625,89727.8984375,90492.1328125,91270.1796875,92049.546875,92852.8125,93661.3125,94460.0,95253.21875,96037.4296875,96817.59375,97595.2734375,98371.71875,99153.203125,99940.5625,100732.2265625,101531.953125,102333.4765625,103143.6875,103966.390625,104795.5390625,105634.1171875,106469.4296875,107284.203125,108078.203125,108846.6796875,109592.6171875,110328.21875,111053.640625,111773.6328125,112492.328125
Portland - ME,95445.6484375,95581.71875,95983.4921875,96722.09375,97558.8515625,98492.4609375,99406.953125,100298.2890625,101189.21875,102042.71875,102904.9375,103786.2421875,104675.7578125,105589.6796875,106514.4375,107436.140625,108359.5234375,109283.25,110206.8671875,111130.6875,112054.140625,112980.609375,113913.6796875,114851.8203125,115798.609375,116749.21875,117708.96875,118684.109375,119665.0,120653.3984375,121636.71875,122609.8515625,123576.1484375,124531.0,125478.1484375,126415.9375,127345.15625,128271.53125,129198.3125
Portland - OR,102207.0234375,102658.8984375,103258.9765625,104199.5390625,105252.28125,106406.7421875,107537.53125,108642.203125,109741.28125,110798.171875,111861.3125,112942.828125,114029.828125,115140.328125,116257.6015625,117373.09375,118491.6796875,119610.328125,120731.4765625,121851.3125,122970.5234375,124093.40625,125223.4296875,126359.5390625,127504.46875,128654.6875,129815.421875,130992.7109375,132177.953125,133372.6875,134564.71875,135741.5625,136907.203125,138056.46875,139192.640625,140317.484375,141433.3125,142545.625,143658.203125
Poughkeepsie - NY,98092.8671875,98457.5,99040.640625,99928.78125,100882.1015625,101937.5234375,102972.28125,103999.671875,105024.109375,105999.109375,106978.7109375,107979.0390625,108988.609375,110030.0390625,111085.2421875,112135.1171875,113184.40625,114229.71875,115272.953125,116316.09375,117357.4765625,118403.1875,119456.59375,120516.40625,121588.109375,122665.0703125,123754.5390625,124860.7890625,125975.3203125,127100.1875,128221.5625,129326.15625,130416.7265625,131487.65625,132540.703125,133579.90625,134606.671875,135627.453125,136647.515625
