Market,2025 Q2 EST,2025 Q3,2025 Q4,2026 Q1,2026 Q2,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2
Honolulu - HI,110132.8828125,111282.078125,112464.953125,113708.5078125,114929.078125,116149.2890625,117424.921875,118682.7265625,119954.0703125,121309.7109375,122666.671875,124016.703125,125345.7578125,126595.1328125,127838.3984375,129086.109375,130353.5078125,131641.9375,132938.75,134227.984375,135507.203125,136777.015625,138032.9375,139286.234375,140534.609375,141785.859375,143042.5625,144302.140625,145570.484375,146838.8125,148109.5625,149394.84375,150677.984375,151958.765625,153233.1875,154496.59375,155767.90625,157050.40625,158344.65625,159640.609375,160937.09375
Houston - TX,80791.28125,81555.578125,82290.28125,83047.453125,83760.1015625,84469.7109375,85290.21875,86182.2578125,87112.6484375,88196.921875,89281.203125,90323.3125,91327.4375,92191.59375,93047.3671875,93907.75,94789.640625,95700.28125,96615.8984375,97514.109375,98392.5625,99251.8984375,100085.953125,100907.328125,101716.328125,102522.3515625,103329.40625,104136.421875,104950.75,105757.2265625,106562.2421875,107376.3203125,108184.421875,108993.9921875,109797.9296875,110613.71875,111445.7734375,112297.2421875,113167.359375,114040.9375,114915.1171875
Huntsville - AL,91655.09375,92074.3671875,92581.546875,93183.75,93803.6171875,94458.6328125,95189.21875,96002.84375,96865.7265625,97818.5703125,98797.328125,99761.1796875,100717.796875,101625.3671875,102533.46875,103446.421875,104383.0,105344.328125,106318.3515625,107291.3125,108261.6875,109231.21875,110195.953125,111164.2421875,112133.828125,113107.3515625,114088.7421875,115074.8125,116067.6875,117062.3828125,118061.9296875,119078.046875,120095.4921875,121114.0625,122127.21875,123125.9921875,124128.53125,125136.7890625,126152.96875,127172.2578125,128193.1484375
Indianapolis - IN,82771.28125,83337.890625,83906.84375,84536.078125,85151.65625,85786.359375,86524.1796875,87347.40625,88211.296875,89209.7578125,90216.578125,91187.0703125,92131.2890625,92966.4375,93798.3984375,94636.9375,95500.1796875,96389.0234375,97283.703125,98164.6328125,99026.6796875,99874.0703125,100702.953125,101527.3515625,102345.7890625,103167.0,103992.4375,104819.5703125,105654.1328125,106483.2578125,107312.5234375,108151.6484375,108986.6796875,109822.3515625,110652.0703125,111490.15625,112342.59375,113212.328125,114098.9765625,114987.25,115877.0078125
Inland Empire - CA,89977.59375,90575.1328125,91194.40625,91919.59375,92645.640625,93390.25,94218.5625,95112.5703125,96044.9609375,97083.59375,98131.3671875,99145.5234375,100127.0234375,101016.1328125,101895.828125,102781.7421875,103693.1015625,104635.3515625,105589.8828125,106536.71875,107477.34375,108412.3203125,109336.3125,110262.046875,111187.6015625,112118.2421875,113057.6484375,114001.3125,114952.1015625,115901.328125,116853.28125,117821.1015625,118787.890625,119754.5078125,120714.171875,121662.328125,122615.5234375,123577.171875,124547.7734375,125519.65625,126491.453125
Jackson - MS,61621.80078125,62187.23828125,62749.96875,63373.7890625,63979.62109375,64585.44921875,65240.28125,65887.1328125,66544.7890625,67276.5234375,68009.8125,68741.5,69460.796875,70114.4921875,70768.109375,71427.78125,72104.2265625,72799.71875,73502.09375,74197.6015625,74884.84375,75565.8515625,76236.1875,76903.796875,77565.671875,78227.2890625,78891.2890625,79556.4296875,80227.3828125,80895.109375,81563.828125,82242.6875,82918.640625,83593.4375,84260.953125,84922.34375,85587.421875,86259.53125,86938.078125,87616.0390625,88292.109375
Jacksonville - FL,81830.53125,82650.8203125,83521.90625,84461.8828125,85378.09375,86279.7734375,87208.9375,88072.7109375,88931.796875,89850.3125,90763.96875,91687.46875,92590.4375,93424.0703125,94251.4296875,95083.5390625,95931.5234375,96799.09375,97674.71875,98545.15625,99410.828125,100271.25,101121.1796875,101969.3671875,102813.3828125,103657.25,104505.421875,105355.40625,106211.359375,107067.2265625,107925.921875,108798.2890625,109669.546875,110539.7734375,111403.359375,112251.6875,113101.65625,113956.6796875,114817.640625,115679.90625,116543.078125
Kansas City - MO,82291.3203125,83061.7421875,83830.3984375,84656.2890625,85450.84375,86241.5,87084.65625,87916.203125,88760.171875,89685.40625,90605.4921875,91515.7890625,92404.5078125,93213.3203125,94019.140625,94833.203125,95665.5625,96519.40625,97380.546875,98232.78125,99073.9765625,99905.421875,100722.5,101535.59375,102343.34375,103151.21875,103962.953125,104775.6328125,105593.9296875,106408.859375,107225.0,108050.9921875,108874.4375,109697.46875,110513.5625,111326.1484375,112144.890625,112972.6171875,113810.078125,114648.859375,115487.359375
Killeen - TX,69951.9296875,70412.8515625,70911.5078125,71530.640625,72165.078125,72830.078125,73577.65625,74379.1328125,75217.5234375,76147.3515625,77087.6875,78005.03125,78908.6015625,79747.5078125,80587.4765625,81431.6796875,82291.5390625,83168.640625,84050.0390625,84923.96875,85791.2734375,86654.6484375,87509.203125,88361.8125,89211.9765625,90064.25,90922.6171875,91786.2734375,92657.890625,93529.046875,94402.96875,95292.6875,96180.890625,97067.84375,97947.609375,98813.7421875,99682.1796875,100556.890625,101438.3984375,102318.0078125,103196.28125
Knoxville - TN,73019.078125,73803.8515625,74539.1015625,75312.5390625,76053.859375,76786.921875,77576.0,78330.9921875,79086.40625,79932.9609375,80776.2734375,81617.7421875,82438.828125,83169.78125,83896.6484375,84629.6328125,85381.0078125,86154.328125,86933.8515625,87704.6015625,88463.3203125,89210.953125,89944.9921875,90673.46875,91396.7734375,92122.5703125,92851.7109375,93582.9375,94320.5,95054.671875,95789.2265625,96535.21875,97278.28125,98019.1875,98753.5390625,99486.5625,100227.9296875,100981.40625,101746.578125,102513.828125,103281.0078125
Lafayette - LA,56223.140625,56624.8515625,57013.91015625,57494.4296875,57960.83984375,58436.98046875,58988.1796875,59578.94140625,60200.78125,60919.53125,61645.390625,62352.30859375,63041.671875,63653.8203125,64262.51953125,64873.48828125,65500.37109375,66146.7109375,66799.5625,67444.78125,68081.1171875,68709.640625,69326.0625,69939.390625,70548.9765625,71160.1484375,71775.40625,72392.859375,73015.203125,73633.71875,74252.203125,74879.2265625,75502.21875,76123.4609375,76736.859375,77344.5703125,77955.8984375,78573.7734375,79198.671875,79822.59375,80445.1796875
Lakeland - FL,63211.0390625,63405.01953125,63650.0703125,63990.5703125,64348.73046875,64739.171875,65194.3203125,65701.953125,66249.7421875,66866.0390625,67500.078125,68123.2265625,68740.3125,69319.28125,69896.6484375,70474.7890625,71064.578125,71668.59375,72281.0078125,72891.828125,73503.78125,74116.59375,74723.4296875,75331.3515625,75935.0390625,76537.5234375,77143.65625,77751.4375,78364.2578125,78977.953125,79594.6015625,80224.5703125,80853.90625,81481.1875,82101.5,82702.21875,83299.8203125,83896.8203125,84494.46875,85090.671875,85685.2421875
Lancaster - PA,86695.3515625,87440.5234375,88152.859375,88916.2109375,89644.5234375,90374.2421875,91193.390625,92050.7734375,92939.4765625,93947.890625,94957.2421875,95935.9296875,96882.25,97721.859375,98557.6484375,99401.25,100269.9921875,101165.5703125,102068.5390625,102961.3828125,103841.9609375,104712.5390625,105568.65625,106421.9296875,107270.9296875,108124.5078125,108985.1796875,109849.4609375,110722.328125,111591.4609375,112461.53125,113346.296875,114227.8828125,115109.6875,115986.1015625,116861.53125,117747.390625,118646.7265625,119558.3125,120471.8671875,121385.3828125
Lansing - MI,69853.921875,70502.90625,71183.6328125,71941.5,72697.828125,73453.7421875,74248.359375,75012.9296875,75775.8515625,76593.0,77419.0625,78253.6796875,79081.796875,79862.5,80637.5234375,81413.5703125,82201.40625,83004.0625,83812.828125,84615.9609375,85414.421875,86209.5,86998.890625,87788.78125,88575.6796875,89362.109375,90150.046875,90939.7578125,91734.3828125,92530.0234375,93330.859375,94146.9765625,94964.15625,95782.2265625,96593.796875,97390.2421875,98188.9609375,98990.578125,99796.6484375,100602.6484375,101407.0625
Las Vegas - NV,76408.109375,76946.6171875,77486.7734375,78105.0,78722.96875,79371.4609375,80104.8984375,80924.46875,81797.0078125,82768.171875,83757.296875,84719.03125,85661.2421875,86534.25,87399.2265625,88267.828125,89155.2421875,90067.09375,90992.2109375,91917.140625,92840.34375,93760.4296875,94672.7109375,95583.59375,96491.7734375,97401.7265625,98315.7265625,99231.15625,100153.03125,101073.7890625,101996.703125,102932.2734375,103867.0390625,104802.9609375,105735.1171875,106656.5234375,107581.671875,108513.6875,109453.53125,110397.796875,111345.0078125
Lehigh Valley - PA,84260.171875,85214.1171875,86204.0390625,87258.4609375,88279.0625,89283.078125,90314.1171875,91284.953125,92250.3828125,93266.359375,94275.71875,95286.59375,96276.6171875,97206.53125,98133.96875,99069.6875,100024.8671875,101001.7734375,101983.8515625,102957.0,103922.8984375,104879.671875,105827.0703125,106773.8125,107717.171875,108661.8671875,109611.6328125,110564.4296875,111524.5,112485.1875,113448.8828125,114425.40625,115401.0078125,116376.0234375,117345.2265625,118302.6484375,119262.890625,120229.78125,121204.4609375,122181.9375,123161.171875
Lexington - KY,74609.5234375,75219.859375,75871.390625,76608.5234375,77333.5625,78059.84375,78829.7734375,79589.7578125,80358.7421875,81198.53125,82041.96875,82884.609375,83714.8125,84479.1796875,85239.890625,86006.0625,86788.3203125,87589.65625,88397.7734375,89198.2265625,89990.703125,90776.4375,91551.8671875,92325.78125,93096.109375,93868.4921875,94647.46875,95430.59375,96220.7578125,97010.546875,97802.4921875,98606.53125,99409.6484375,100212.828125,101010.3828125,101800.953125,102596.9765625,103401.4765625,104214.859375,105029.25,105843.78125
Little Rock - AR,68062.15625,68497.7265625,68990.2265625,69521.2578125,70046.5078125,70583.7578125,71180.53125,71829.203125,72515.75,73285.421875,74071.0390625,74843.3125,75607.65625,76319.609375,77033.7421875,77752.171875,78488.6015625,79246.1328125,80014.53125,80782.3125,81545.5703125,82305.171875,83055.2109375,83802.2421875,84545.3828125,85288.65625,86035.8671875,86785.953125,87541.96875,88296.9921875,89053.71875,89822.171875,90589.84375,91356.34375,92117.0703125,92863.171875,93608.859375,94358.28125,95111.96875,95866.4921875,96621.2109375
Long Island - NY,139010.0625,140261.28125,141557.515625,143088.828125,144596.5625,146125.0625,147754.890625,149318.953125,150928.515625,152707.65625,154498.765625,156287.984375,158059.046875,159692.859375,161324.296875,162959.109375,164611.625,166288.40625,167971.6875,169639.5625,171292.0625,172930.109375,174542.8125,176147.296875,177739.09375,179332.421875,180932.140625,182534.671875,184148.859375,185756.828125,187367.375,188992.265625,190615.796875,192241.65625,193863.078125,195486.265625,197123.59375,198781.234375,200457.875,202144.25,203835.59375
Los Angeles - CA,90253.09375,91135.953125,92034.0,93058.3984375,94083.5625,95117.84375,96223.6484375,97330.8515625,98462.65625,99701.390625,100949.2578125,102192.109375,103409.46875,104534.34375,105655.1796875,106788.640625,107951.4609375,109148.1796875,110360.1796875,111564.8984375,112763.546875,113956.34375,115136.1796875,116315.7109375,117491.328125,118668.8828125,119852.2265625,121038.7421875,122232.8203125,123425.578125,124621.5390625,125833.328125,127044.09375,128254.40625,129457.8515625,130647.28125,131842.046875,133046.125,134260.984375,135480.015625,136700.84375
Louisville - KY,77122.1328125,77731.59375,78403.8984375,79159.8984375,79909.03125,80659.578125,81442.1171875,82217.1484375,83003.9765625,83851.9765625,84707.53125,85562.2578125,86406.9609375,87201.296875,87993.7265625,88792.421875,89608.2734375,90442.578125,91284.5078125,92121.3125,92951.3671875,93776.3671875,94593.703125,95411.40625,96227.84375,97046.8828125,97871.953125,98701.34375,99538.546875,100377.046875,101218.8515625,102073.3828125,102926.9609375,103779.5625,104627.140625,105462.8671875,106301.46875,107145.859375,107996.2265625,108848.2421875,109700.953125
Madison - WI,93138.5,94029.5,95004.1796875,96047.0390625,97061.78125,98063.6484375,99086.9609375,100065.5234375,101042.5625,102072.2890625,103098.546875,104132.3125,105151.4375,106114.203125,107074.0,108040.9765625,109025.84375,110030.4765625,111044.703125,112055.4921875,113058.6484375,114052.15625,115028.046875,115995.03125,116952.7109375,117906.7109375,118863.8984375,119820.2109375,120780.421875,121737.5,122695.75,123663.3515625,124629.2421875,125595.1484375,126555.609375,127506.0390625,128460.1484375,129421.421875,130390.1796875,131362.0625,132335.78125
Manchester - NH,104797.2578125,105529.5703125,106430.4765625,107406.171875,108387.2265625,109386.96875,110451.46875,111560.1875,112701.5234375,113926.6171875,115160.2734375,116379.140625,117576.7734375,118706.8828125,119833.328125,120967.1015625,122124.78125,123308.078125,124502.4375,125692.34375,126878.03125,128060.4765625,129233.703125,130409.328125,131582.84375,132759.890625,133947.9375,135141.34375,136343.1875,137546.453125,138752.84375,139972.796875,141192.515625,142412.65625,143627.265625,144830.71875,146040.34375,147258.390625,148487.15625,149721.15625,150958.359375
McAllen - TX,51831.55859375,52128.76953125,52431.890625,52819.9296875,53220.9296875,53648.5703125,54143.921875,54666.98828125,55219.19140625,55852.25,56494.73828125,57127.109375,57749.05078125,58313.6484375,58880.80078125,59454.171875,60044.8984375,60654.69140625,61272.58984375,61886.05859375,62494.76953125,63099.55859375,63696.640625,64292.7109375,64885.1015625,65478.140625,66074.0078125,66672.21875,67277.15625,67880.671875,68486.40625,69104.5390625,69719.8671875,70333.546875,70939.9375,71535.7265625,72133.5,72736.78125,73345.0,73951.8984375,74557.09375
Melbourne - FL,84923.7421875,85563.40625,86269.9921875,87119.0234375,87965.7421875,88816.1328125,89705.09375,90564.421875,91436.5390625,92370.34375,93310.0078125,94252.203125,95175.2890625,96037.8828125,96889.5,97742.1796875,98611.796875,99506.046875,100424.3125,101349.6015625,102284.8125,103227.546875,104161.109375,105094.0078125,106023.3125,106951.8515625,107886.65625,108825.84375,109772.6171875,110720.7421875,111672.8984375,112642.859375,113612.2265625,114580.8671875,115541.921875,116478.8984375,117413.296875,118348.1171875,119285.3515625,120222.5,121159.7421875
Memphis - TN,68970.9765625,69406.03125,69866.453125,70379.6015625,70884.8203125,71409.4375,72009.109375,72681.8203125,73394.5390625,74196.828125,75013.15625,75808.1328125,76590.546875,77312.6328125,78033.7421875,78758.296875,79500.2109375,80260.7578125,81027.8203125,81789.84375,82543.890625,83290.8515625,84027.8125,84761.6328125,85493.3125,86227.3125,86966.2265625,87707.5078125,88454.2421875,89199.5703125,89946.03125,90703.828125,91459.78125,92214.578125,92962.8828125,93703.7578125,94449.28125,95201.9765625,95963.15625,96726.2421875,97489.8203125
Miami - FL,72719.6796875,73189.4296875,73703.3828125,74335.3984375,74981.0,75645.609375,76369.6171875,77086.78125,77830.0703125,78653.1484375,79491.328125,80337.1484375,81177.9765625,81966.0703125,82755.546875,83549.453125,84354.90625,85175.1328125,86000.3984375,86818.140625,87630.25,88435.578125,89227.53125,90013.3515625,90787.640625,91555.5078125,92321.890625,93085.5078125,93853.8984375,94620.3984375,95387.6796875,96164.4609375,96938.6875,97711.4921875,98478.34375,99229.640625,99980.84375,100734.9765625,101493.8515625,102255.8671875,103019.0390625
Milwaukee - WI,77629.21875,78358.3984375,79143.6328125,79996.3515625,80826.5,81653.2734375,82509.046875,83329.4765625,84152.8125,85029.5,85906.1875,86790.796875,87664.71875,88488.15625,89312.7578125,90146.21875,90998.8515625,91871.796875,92754.171875,93634.890625,94510.7109375,95380.078125,96238.03125,97092.75,97941.1875,98789.0,99639.0,100487.3671875,101339.5390625,102190.1171875,103042.5234375,103905.6015625,104766.8828125,105627.09375,106481.3828125,107323.3671875,108168.03125,109017.390625,109873.1328125,110731.09375,111589.75
Minneapolis - MN,98633.0078125,99704.15625,100749.078125,101833.84375,102884.0078125,103922.4609375,105002.171875,106059.1875,107117.453125,108254.9375,109383.5390625,110511.0625,111612.7578125,112629.5390625,113644.203125,114660.5625,115698.4921875,116761.84375,117833.796875,118895.7890625,119950.078125,120996.3671875,122030.109375,123064.7265625,124094.3828125,125123.7578125,126156.8671875,127189.2890625,128229.34375,129268.921875,130312.7421875,131368.984375,132423.46875,133476.53125,134521.984375,135560.1875,136604.4375,137658.546875,138723.265625,139790.90625,140860.265625
Mobile - AL,61229.51953125,61749.41015625,62298.3203125,62966.328125,63630.328125,64293.44921875,64996.359375,65657.5703125,66314.953125,67040.5625,67764.5703125,68489.140625,69196.8984375,69833.0390625,70463.9375,71099.0078125,71752.0234375,72425.609375,73107.359375,73782.4921875,74448.6171875,75107.828125,75756.828125,76406.8671875,77056.859375,77711.0703125,78371.3515625,79034.09375,79702.1171875,80366.9375,81032.578125,81709.2890625,82382.4375,83053.75,83717.203125,84373.1328125,85033.8828125,85702.0,86378.0390625,87052.78125,87725.7109375
Modesto - CA,85136.84375,85865.453125,86604.2890625,87470.46875,88339.4765625,89224.78125,90179.421875,91149.796875,92143.2890625,93227.65625,94319.28125,95401.3671875,96462.7265625,97447.5078125,98430.0,99421.0703125,100439.140625,101485.3125,102544.046875,103597.421875,104643.78125,105686.109375,106719.2578125,107754.421875,108788.5078125,109828.140625,110876.1875,111930.8125,112996.09375,114062.3671875,115133.1484375,116220.4375,117306.6015625,118392.421875,119471.7578125,120538.90625,121611.578125,122692.796875,123783.34375,124875.0,125967.2109375
Montgomery - AL,65382.12890625,65853.828125,66397.171875,67049.9375,67706.9296875,68368.1484375,69054.65625,69700.34375,70344.0625,71031.5625,71720.1015625,72417.1796875,73104.4375,73746.8828125,74386.53125,75029.046875,75686.0625,76359.25,77039.6171875,77715.5,78386.296875,79053.8125,79713.2890625,80373.6171875,81033.9921875,81695.90625,82364.6171875,83035.6015625,83710.8984375,84386.2734375,85063.0390625,85752.578125,86440.59375,87125.8515625,87803.5234375,88465.84375,89128.2265625,89794.15625,90464.609375,91134.4296875,91803.2890625
Myrtle Beach - SC,72239.8125,72721.0625,73234.5234375,73943.15625,74659.46875,75380.71875,76146.8125,76887.2109375,77635.453125,78453.359375,79275.953125,80099.421875,80908.0234375,81655.5625,82400.8671875,83152.40625,83923.0625,84714.7421875,85516.140625,86312.7421875,87105.7734375,87896.8203125,88681.578125,89470.7265625,90260.6015625,91055.546875,91859.546875,92667.7265625,93484.7109375,94302.7734375,95124.21875,95965.078125,96802.8125,97636.75,98458.9609375,99254.5,100044.2109375,100832.2421875,101619.8203125,102402.203125,103181.28125
Naples - FL,91742.921875,92418.5234375,93011.3671875,93644.0625,94241.3984375,94833.9296875,95533.0,96356.859375,97255.2109375,98316.2109375,99406.0078125,100463.7890625,101498.75,102421.7890625,103333.578125,104242.3984375,105165.5625,106113.40625,107071.25,108020.9375,108961.71875,109890.78125,110801.6484375,111702.859375,112592.53125,113478.4296875,114363.5703125,115247.25,116136.078125,117018.2578125,117899.03125,118788.390625,119672.96875,120557.5703125,121435.578125,122301.25,123168.1015625,124041.0625,124919.8125,125803.359375,126687.359375
Nashville - TN,84357.4609375,85230.1171875,86047.296875,86864.5234375,87630.4375,88391.5390625,89257.703125,90171.078125,91111.2109375,92205.2421875,93293.171875,94340.578125,95345.6484375,96202.2578125,97052.15625,97913.3515625,98803.21875,99727.2265625,100658.8828125,101574.9375,102469.296875,103343.046875,104191.453125,105027.6875,105854.7578125,106682.4609375,107513.3125,108346.109375,109185.921875,110016.9921875,110846.9375,111684.1875,112516.2734375,113350.8515625,114180.8828125,115033.84375,115908.828125,116808.671875,117731.8125,118659.5,119589.21875
New Haven - CT,91775.5234375,92345.3203125,92916.9375,93565.78125,94215.4765625,94895.5,95673.4296875,96539.890625,97464.6328125,98508.921875,99573.5390625,100612.0234375,101634.3515625,102580.953125,103530.5,104488.5703125,105470.953125,106479.0,107495.0234375,108500.4921875,109495.0625,110479.90625,111451.09375,112419.53125,113382.15625,114344.828125,115311.421875,116279.546875,117253.8671875,118226.2109375,119199.21875,120184.7734375,121166.2265625,122144.2109375,123112.3671875,124066.3671875,125022.5234375,125985.2578125,126955.1328125,127925.2890625,128893.8515625
New Orleans - LA,65028.3515625,65778.6015625,66527.7265625,67358.671875,68161.0625,68945.078125,69766.8125,70529.3984375,71286.328125,72120.75,72943.9375,73770.4609375,74572.53125,75283.46875,75989.1484375,76703.0703125,77436.7734375,78195.3125,78961.2421875,79717.359375,80461.21875,81192.8828125,81910.5625,82622.609375,83327.8984375,84033.1328125,84739.90625,85446.6875,86158.609375,86866.1171875,87572.9765625,88288.40625,89000.140625,89710.53125,90414.6484375,91115.3828125,91821.8671875,92537.5390625,93262.1796875,93988.5234375,94714.59375
New York - NY,87282.828125,87864.34375,88502.703125,89317.1015625,90146.390625,91005.6796875,91957.5078125,92903.4921875,93882.6875,94973.8984375,96068.2734375,97150.03125,98203.390625,99160.078125,100113.2421875,101078.5,102066.78125,103079.0390625,104099.78125,105108.296875,106106.5703125,107094.203125,108062.1484375,109021.078125,109967.9375,110910.4609375,111854.390625,112798.2734375,113748.2578125,114693.4765625,115638.0234375,116591.5390625,117540.921875,118488.40625,119429.171875,120362.7421875,121302.8125,122253.609375,123215.46875,124183.21875,125152.671875
Norfolk - VA,83918.4609375,84688.3203125,85520.0390625,86434.7265625,87342.546875,88253.140625,89197.6015625,90091.0234375,90986.6171875,91935.28125,92884.6015625,93846.3828125,94797.546875,95698.59375,96600.21875,97508.5,98433.5703125,99375.8671875,100326.0234375,101272.9765625,102217.1484375,103160.03125,104095.2421875,105031.2578125,105965.359375,106900.8984375,107843.1171875,108789.8515625,109743.9296875,110699.65625,111659.5703125,112635.796875,113611.6171875,114586.9375,115554.7734375,116501.703125,117448.921875,118398.3203125,119352.8203125,120306.078125,121258.34375
Northern New Jersey - NJ,107377.1484375,108217.7421875,109176.6796875,110238.65625,111309.921875,112406.203125,113569.34375,114716.34375,115886.546875,117140.75,118398.453125,119645.90625,120870.953125,122022.65625,123172.546875,124333.8671875,125519.75,126732.2109375,127955.6796875,129171.5703125,130378.5390625,131575.265625,132753.453125,133926.296875,135091.34375,136254.625,137422.046875,138587.328125,139755.984375,140920.6875,142086.5625,143262.765625,144436.5625,145608.5625,146773.0625,147924.703125,149080.484375,150244.3125,151418.1875,152598.71875,153781.734375
Northwest Arkansas - AR,74833.0625,75519.1015625,76173.9609375,76836.4296875,77460.7578125,78076.546875,78775.9375,79571.96875,80429.546875,81424.953125,82444.5234375,83439.59375,84419.3125,85303.7421875,86181.828125,87061.2734375,87957.328125,88879.453125,89814.796875,90747.640625,91674.0078125,92591.1875,93493.171875,94387.2265625,95271.1171875,96153.953125,97038.21875,97924.2734375,98817.5390625,99706.90625,100597.296875,101495.6484375,102394.0390625,103297.140625,104199.828125,105100.046875,106005.7265625,106920.3671875,107843.546875,108772.8125,109704.65625
Ocala - FL,58878.609375,59087.578125,59333.3984375,59722.73828125,60129.94140625,60563.1484375,61057.2109375,61581.41015625,62139.859375,62769.2109375,63412.80078125,64048.78125,64675.91015625,65258.5390625,65841.0390625,66426.0234375,67026.171875,67644.7578125,68273.5390625,68901.1875,69529.4609375,70157.859375,70782.8671875,71412.2734375,72042.2109375,72675.9765625,73315.15625,73957.0,74604.8671875,75253.5,75905.3984375,76573.1796875,77240.03125,77904.1796875,78560.53125,79194.578125,79824.25,80452.953125,81081.5390625,81707.1484375,82330.78125
Ogden - UT,103536.71875,104164.7578125,104852.5390625,105571.0703125,106280.359375,107009.6328125,107826.359375,108709.8671875,109626.2265625,110621.0390625,111622.4375,112606.0,113589.03125,114525.65625,115473.3125,116429.671875,117400.7421875,118391.203125,119389.6328125,120383.5234375,121373.2890625,122359.2421875,123337.1796875,124317.2734375,125296.8203125,126280.8671875,127275.9921875,128277.3515625,129288.203125,130300.9609375,131317.15625,132347.265625,133378.875,134412.296875,135442.765625,136464.484375,137492.09375,138528.3125,139573.0625,140621.640625,141672.953125
Oklahoma City - OK,70437.4765625,71113.1484375,71737.7421875,72407.4765625,73042.4765625,73676.609375,74398.90625,75138.1484375,75894.421875,76769.46875,77637.7109375,78484.1015625,79301.703125,80008.2109375,80713.4609375,81426.1484375,82161.40625,82921.1328125,83686.453125,84440.03125,85177.2578125,85900.9609375,86606.6796875,87306.109375,87997.15625,88688.0390625,89381.25,90075.1328125,90776.8203125,91472.84375,92168.9765625,92874.6484375,93576.5703125,94278.921875,94975.1484375,95679.1875,96395.5078125,97128.2421875,97876.171875,98625.328125,99374.6484375
Omaha - NE,85932.6875,87120.9765625,88293.0703125,89517.3203125,90675.2421875,91785.703125,92906.4765625,93884.296875,94816.5,95812.8828125,96775.7265625,97746.1328125,98679.2109375,99498.3515625,100308.84375,101128.2734375,101964.890625,102822.859375,103683.9765625,104530.1796875,105360.2421875,106175.1796875,106970.65625,107759.4609375,108540.71875,109321.96875,110105.65625,110888.921875,111677.3125,112458.6875,113238.609375,114026.140625,114808.6015625,115591.2421875,116367.6171875,117148.4296875,117940.3125,118745.75,119565.390625,120386.8125,121208.4765625
Orange County - CA,119103.6875,120570.71875,122016.6484375,123488.828125,124895.2890625,126259.3515625,127677.34375,129104.03125,130556.0078125,132144.734375,133739.765625,135320.34375,136863.578125,138277.140625,139679.953125,141095.296875,142544.265625,144035.359375,145545.125,147047.296875,148539.1875,150020.40625,151483.796875,152942.8125,154395.328125,155849.53125,157309.8125,158774.03125,160247.625,161719.21875,163192.6875,164680.203125,166166.734375,167654.78125,169137.671875,170613.65625,172098.546875,173597.0625,175109.484375,176628.0625,178149.25
Orlando - FL,81080.2421875,81535.40625,82075.3515625,82709.40625,83353.8125,84026.859375,84766.25,85578.96875,86435.6875,87374.578125,88324.46875,89243.25,90132.890625,90953.3984375,91765.609375,92581.0,93413.7109375,94264.953125,95123.9609375,95976.359375,96824.03125,97667.328125,98500.328125,99331.4375,100157.0625,100981.5390625,101810.296875,102641.2734375,103479.671875,104318.578125,105160.953125,106017.390625,106872.453125,107727.2109375,108575.421875,109407.140625,110240.3828125,111077.59375,111919.7890625,112764.09375,113609.2421875
Palm Beach - FL,86694.046875,87488.96875,88236.1484375,89003.7578125,89727.7734375,90428.7421875,91189.2109375,91967.7578125,92776.0703125,93699.4609375,94636.140625,95574.4765625,96496.6171875,97327.7109375,98153.5390625,98982.171875,99824.0625,100685.6171875,101553.859375,102411.96875,103260.1484375,104096.1171875,104913.1171875,105718.90625,106510.078125,107294.0703125,108073.34375,108848.0234375,109625.9296875,110396.9765625,111168.28125,111948.28125,112725.6171875,113504.203125,114278.109375,115042.1484375,115808.53125,116580.9765625,117359.703125,118142.9609375,118927.28125
Pensacola - FL,75348.8515625,75688.7734375,76079.03125,76577.6875,77092.7421875,77641.671875,78263.7734375,78949.09375,79680.8984375,80493.2265625,81326.453125,82146.1484375,82956.828125,83722.296875,84487.21875,85254.3828125,86037.3203125,86838.2265625,87649.2578125,88460.0703125,89271.3671875,90083.921875,90890.078125,91698.140625,92505.5703125,93314.03125,94129.6875,94949.046875,95775.359375,96603.890625,97436.390625,98284.96875,99133.59375,99981.1796875,100822.3984375,101644.2734375,102465.3671875,103289.3984375,104116.53125,104944.15625,105771.8125
Philadelphia - PA,91098.8515625,91816.546875,92559.7421875,93335.9921875,94089.46875,94855.8515625,95702.9765625,96627.96875,97598.3828125,98669.09375,99754.03125,100812.84375,101854.890625,102827.5234375,103798.6875,104775.0234375,105771.421875,106789.921875,107817.6171875,108837.84375,109851.921875,110859.859375,111855.90625,112850.28125,113839.9765625,114831.1875,115827.3125,116825.8671875,117832.09375,118836.703125,119843.671875,120863.15625,121879.8828125,122895.5625,123904.46875,124901.1015625,125901.5234375,126909.0078125,127925.1171875,128945.0390625,129966.90625
