Market,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2026 Q1,2026 Q2 EST,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2,2035 Q3,2035 Q4
Lakeland - FL,44454.6015625,45013.91015625,45712.359375,46355.01171875,46918.78125,47447.96875,47904.7890625,48475.0,49320.37890625,50077.1484375,50891.5390625,51670.0,51890.421875,52013.0,52001.5703125,51833.0,51745.1015625,51419.3515625,51549.390625,51955.0,52546.25,53909.87109375,55106.51953125,56379.01171875,57862.62109375,59188.8984375,60672.078125,62050.98828125,63680.73046875,65099.1796875,66023.1484375,66909.0,66958.6796875,66844.0390625,66878.046875,66779.0,67319.8203125,67880.03125,68455.25,69067.34375,69256.46875,69525.7109375,69739.296875,69992.2109375,70456.5234375,70968.109375,71542.25,72106.3671875,72676.0703125,73249.7578125,73800.546875,74361.2734375,74951.9296875,75554.6171875,76179.921875,76816.75,77449.1171875,78085.6796875,78723.5703125,79359.9765625,79995.8125,80628.7265625,81262.5703125,81901.6171875,82544.3515625,83195.2890625,83851.109375,84516.3671875,85195.578125,85881.4765625,86574.3828125,87266.171875,87945.5390625,88615.890625,89273.7109375,89919.9921875,90556.171875,91184.2265625,91808.1484375,92431.4921875
Lancaster - PA,59720.01171875,60236.69921875,60854.91015625,61335.0,61806.55078125,62290.30078125,62730.859375,63407.0,64092.0390625,64853.69140625,65651.953125,66277.0,66661.6328125,66917.8515625,67028.109375,67376.0078125,68207.703125,67784.453125,68635.0390625,69595.3515625,70298.296875,72715.53125,74160.21875,75688.0,77699.453125,79557.8515625,81386.359375,82691.0,82291.5703125,81539.21875,80669.7421875,80067.0,81266.84375,82766.6796875,84278.6875,85802.0,86786.4765625,87521.3671875,88187.8828125,88760.8984375,89127.46875,89572.1171875,89975.2890625,90457.84375,91309.7890625,92254.4921875,93341.0,94387.9765625,95386.4765625,96368.5078125,97274.7890625,98180.3828125,99099.0234375,100017.7421875,100965.6328125,101918.421875,102861.609375,103798.9765625,104725.328125,105645.59375,106559.671875,107469.6796875,108384.7109375,109307.578125,110237.296875,111177.6328125,112119.4921875,113071.65625,114040.109375,115014.1484375,115997.890625,116974.5,117945.9765625,118908.703125,119857.84375,120796.3671875,121721.9921875,122635.8125,123543.4921875,124451.21875
Lansing - MI,52190.671875,52516.62109375,52824.44140625,53296.0,54048.58984375,54837.33984375,55606.83984375,56440.0,57331.2890625,58155.0390625,59000.46875,59494.0,59569.51953125,59590.33984375,59320.51171875,59117.0,59125.37890625,57849.421875,57605.91015625,57694.08984375,57705.2109375,59619.69921875,61025.58984375,61980.0,62929.9609375,63351.2109375,63740.58984375,64477.98828125,65636.2578125,67152.1875,68665.8515625,70007.0,70836.953125,71359.7265625,71569.0625,72010.0078125,72668.71875,73445.0625,74386.1171875,75101.5703125,75575.4296875,75900.7734375,76171.65625,76533.2421875,77140.671875,77820.8125,78585.7109375,79345.0,80092.0703125,80842.421875,81570.4296875,82316.53125,83091.7578125,83881.7734375,84697.4375,85518.9296875,86334.8125,87150.3125,87963.5234375,88775.1796875,89585.046875,90392.03125,91198.7265625,92008.34375,92821.9921875,93642.8671875,94467.84375,95302.5078125,96150.46875,97004.203125,97864.7109375,98721.046875,99567.859375,100410.9765625,101245.3203125,102073.40625,102891.1875,103699.5703125,104504.2890625,105308.9765625
Las Vegas - NV,51979.890625,52576.48046875,53672.2890625,54384.0,55327.87109375,56171.26953125,56654.5703125,57189.0,57211.94921875,57024.69921875,56780.26171875,57076.0,58155.5390625,59535.23046875,60931.171875,62107.01171875,62323.53125,59991.671875,58583.6015625,57361.9609375,56622.3984375,59242.390625,61488.5703125,63677.0,66010.75,67749.46875,69249.75,70796.9921875,72049.2578125,73156.8203125,74047.8984375,75065.0,76380.1796875,77643.09375,78923.4765625,80028.0078125,80842.8671875,81483.0390625,82152.5,82682.109375,82967.5703125,83346.5390625,83652.71875,84100.671875,84922.65625,85854.75,86907.3125,87936.640625,88923.6171875,89897.3828125,90814.9375,91730.96875,92660.6171875,93595.1328125,94558.34375,95533.6484375,96508.2265625,97484.921875,98458.75,99433.2109375,100408.0390625,101383.6328125,102365.5,103355.5703125,104352.5625,105361.78125,106377.15625,107404.5,108448.7578125,109501.96875,110567.4921875,111632.859375,112682.953125,113720.21875,114739.359375,115742.4296875,116736.6171875,117722.0390625,118704.7890625,119689.203125
Lehigh Valley - PA,61231.421875,61809.921875,62458.171875,63022.01171875,63248.03125,63506.76171875,63676.1015625,63943.98828125,64300.8984375,64748.94140625,65322.01171875,65928.9921875,67285.140625,68611.7734375,69731.3515625,70793.0,70808.8984375,69473.8125,68969.3515625,68668.046875,68779.3984375,70254.9921875,71093.546875,72057.9921875,72800.59375,73760.7734375,75008.65625,76041.0078125,77519.078125,78900.53125,80009.5703125,81159.0,82002.09375,82767.1015625,83471.6484375,83974.0078125,84796.296875,85549.8828125,86351.6484375,87229.109375,87726.15625,88227.8203125,88640.9296875,89117.203125,89868.296875,90699.4296875,91626.28125,92538.59375,93430.59375,94320.34375,95172.8828125,96035.8203125,96924.7734375,97824.9296875,98755.3984375,99695.7421875,100628.2265625,101560.21875,102486.03125,103410.828125,104335.8515625,105259.71875,106187.1328125,107121.1015625,108060.203125,109009.453125,109963.21875,110925.9921875,111903.28125,112885.921875,113875.3203125,114860.9765625,115838.1796875,116810.609375,117775.796875,118735.7578125,119685.859375,120628.5390625,121568.1875,122508.4765625
Lexington - KY,53217.1015625,53270.578125,53540.8203125,53769.0,55107.578125,56292.3515625,57236.4609375,58069.0,57776.41015625,57452.80859375,57072.1796875,56784.0,57572.83984375,58512.83984375,59487.03125,60492.0,60762.3984375,59831.078125,59623.609375,59472.96875,59427.87890625,60852.16015625,61725.421875,62612.0,63498.87109375,64299.21875,65176.1484375,65964.0,67203.21875,68232.921875,69127.5,70027.0,70407.21875,70777.328125,71176.9765625,71444.0,72027.2109375,72653.296875,73245.6796875,73831.2421875,74046.7109375,74214.6015625,74316.203125,74609.921875,75209.703125,75921.53125,76763.4765625,77590.6171875,78383.0390625,79161.25,79884.9296875,80612.828125,81355.1328125,82102.7265625,82877.046875,83654.0,84421.9609375,85184.1171875,85937.8125,86686.2578125,87431.453125,88175.1015625,88921.7890625,89675.359375,90434.3984375,91200.6171875,91969.296875,92747.0,93537.828125,94334.5625,95138.921875,95936.9609375,96729.1875,97514.8828125,98290.640625,99059.7890625,99818.28125,100567.09375,101311.40625,102055.25
Little Rock - AR,49696.01953125,50355.41015625,50927.44140625,51500.98828125,52054.2890625,52507.12109375,52894.640625,53173.0,52728.26953125,52279.23046875,52069.98046875,52101.98828125,53300.69140625,54611.12890625,55827.6796875,56849.0,57118.05859375,56424.2109375,55987.3515625,55786.62890625,55536.41015625,56794.01171875,57726.69921875,58356.98828125,59318.2109375,59526.7109375,60031.0703125,60931.01171875,62214.98046875,63773.96875,65186.19140625,66225.0078125,66955.7109375,67472.703125,67938.9765625,68344.0,68761.1328125,69242.46875,69688.2890625,70249.671875,70441.2734375,70667.390625,70859.109375,71100.828125,71643.1875,72275.5234375,73007.0,73735.5,74457.3828125,75187.8515625,75888.2578125,76599.71875,77331.1484375,78071.3125,78837.609375,79615.5078125,80393.25,81172.140625,81949.5703125,82725.2890625,83498.21875,84269.7578125,85043.3515625,85822.609375,86606.9609375,87399.6796875,88195.921875,89000.8125,89819.7578125,90645.7109375,91480.0390625,92312.5234375,93132.03125,93939.6484375,94731.8828125,95510.3203125,96278.09375,97037.109375,97792.1171875,98546.96875
Long Island - NY,95533.7421875,96845.25,97999.328125,99220.9921875,99508.09375,99787.09375,100130.609375,100954.0,102043.2421875,103464.65625,105095.390625,106497.9921875,108160.890625,109642.21875,110767.7734375,111786.0078125,112298.171875,110777.0703125,110865.640625,111412.890625,112326.4765625,115689.640625,117913.046875,120123.9921875,122366.0078125,124065.5,125702.1015625,126982.0,128197.7421875,129722.59375,131097.96875,132080.0,132596.84375,133063.09375,133519.953125,134231.984375,135511.296875,136165.703125,136661.53125,137508.296875,137962.484375,138869.765625,139913.28125,140826.875,142284.015625,143921.5625,145755.515625,147542.484375,149274.515625,150995.484375,152634.3125,154280.71875,155940.171875,157603.25,159304.015625,161012.640625,162709.734375,164396.53125,166066.484375,167726.203125,169380.3125,171025.546875,172675.6875,174335.84375,176004.796875,177690.953125,179383.375,181094.78125,182828.109375,184576.46875,186344.09375,188109.546875,189846.65625,191552.453125,193218.4375,194847.125,196460.515625,198057.359375,199647.25,201237.765625
Los Angeles - CA,59683.8984375,60158.87890625,60717.16015625,61337.98828125,62081.23046875,62951.46875,63906.62890625,65006.0,65755.171875,66491.0078125,67289.25,68093.0,69542.6875,70919.21875,72015.4375,73051.78125,73700.59375,72620.5625,72256.59375,72363.8671875,72123.25,74137.109375,75963.171875,77456.0,79297.1796875,80603.078125,81715.640625,82516.0,83450.3828125,84594.59375,85498.9609375,86587.0,87832.53125,88817.3125,89820.421875,90845.0,91780.46875,92625.1484375,93567.65625,94402.0625,94746.546875,95290.9921875,95781.8671875,96433.3125,97517.96875,98725.65625,100078.2265625,101387.859375,102654.09375,103903.953125,105074.953125,106246.609375,107440.0078125,108641.1484375,109883.921875,111142.3671875,112392.2890625,113640.6796875,114881.578125,116119.2109375,117355.921875,118591.078125,119832.6171875,121083.2890625,122342.5078125,123614.6796875,124891.8203125,126182.71875,127492.2421875,128811.2890625,130142.171875,131468.34375,132777.265625,134071.28125,135344.046875,136599.578125,137842.046875,139071.796875,140296.03125,141519.734375
Louisville - KY,53320.41015625,53681.37890625,54143.75,54546.0,55282.578125,56006.76171875,56664.390625,57279.0,57344.171875,57324.46875,57293.859375,57404.98828125,58361.96875,59377.0,60329.6796875,61171.98828125,61116.05859375,59870.6015625,59418.66015625,59274.25,59564.80859375,61393.078125,62763.1484375,64029.0,65751.71875,67254.8203125,68551.3828125,69547.0,69478.2265625,69212.4765625,68956.8671875,68921.0,70133.8203125,71576.296875,72997.640625,74305.0,74902.7890625,75375.5,75889.3984375,76348.1015625,76644.6875,76898.8671875,77048.84375,77334.7265625,77881.1328125,78525.890625,79272.5390625,80007.828125,80722.8671875,81432.9375,82110.53125,82800.40625,83512.75,84236.2890625,84986.53125,85742.828125,86494.2109375,87244.5390625,87991.6875,88737.84375,89484.2109375,90231.2734375,90982.1875,91739.1015625,92500.609375,93270.140625,94043.1171875,94825.078125,95620.46875,96421.546875,97228.703125,98032.140625,98827.7578125,99618.0390625,100401.1015625,101178.9375,101948.84375,102712.34375,103473.1796875,104235.3671875
Madison - WI,65173.05078125,66256.71875,67502.1484375,68497.0,69485.96875,70318.5078125,70891.7890625,71301.0,71124.59375,70782.5234375,70458.3671875,70463.0,71598.0078125,73044.140625,74303.65625,75545.0078125,75562.8203125,74288.6796875,73603.2109375,73219.578125,72870.8203125,74329.296875,75664.7421875,76731.0078125,78943.78125,80558.0390625,82033.65625,83214.0078125,82885.7734375,82496.5703125,82071.8203125,82132.0078125,83837.6328125,85891.7109375,88011.0234375,89714.0,90561.4296875,91078.390625,91448.171875,92007.2578125,92434.6875,92926.15625,93431.6796875,93957.4921875,94780.03125,95694.578125,96719.2890625,97739.40625,98739.3828125,99735.3984375,100689.890625,101643.640625,102605.5625,103571.0703125,104558.9296875,105555.3125,106547.8515625,107537.140625,108519.3125,109492.6484375,110459.46875,111419.703125,112377.6171875,113339.171875,114301.1484375,115268.34375,116236.0,117210.3828125,118196.0390625,119186.1796875,120182.71875,121174.9296875,122154.2578125,123124.4375,124082.2265625,125028.421875,125963.1015625,126887.703125,127806.8828125,128725.7890625
Manchester - NH,74990.2890625,75568.9609375,76151.3125,76254.0,76944.8515625,77442.078125,78127.53125,78769.0,78920.140625,78990.8984375,78909.8515625,78978.0,80281.421875,81590.53125,82655.421875,83626.0078125,83352.8125,81687.8515625,81109.328125,81339.109375,81975.3828125,85448.1015625,88543.6875,91627.0,93365.09375,94545.1484375,95904.3984375,96921.0,99172.3515625,101125.0625,102424.21875,103727.0078125,104750.75,105347.34375,105823.09375,106013.0,106919.546875,107601.828125,108713.203125,109922.9609375,110384.9765625,111170.4921875,111714.5390625,112326.9921875,113327.09375,114443.1171875,115675.15625,116889.5703125,118069.5,119244.75,120371.7421875,121504.28125,122655.578125,123814.703125,125002.140625,126199.2109375,127390.2109375,128580.6171875,129766.3515625,130948.71875,132131.03125,133312.359375,134497.234375,135691.171875,136890.953125,138100.015625,139313.0,140535.328125,141772.5625,143015.875,144266.984375,145512.921875,146746.890625,147973.90625,149189.0,150395.546875,151590.515625,152775.203125,153955.65625,155137.046875
McAllen - TX,35795.765625,35880.7890625,35943.7734375,36176.0,36372.015625,36628.703125,36819.12109375,37105.99609375,37500.1328125,37941.51171875,38600.765625,39165.00390625,39919.52734375,40600.11328125,41169.21875,41800.0,42003.73046875,41755.0,41844.12109375,41799.4609375,41995.05859375,42987.2109375,43815.05078125,44817.98828125,45991.94140625,47003.96875,48134.5390625,49142.0,50392.6796875,51527.19921875,52502.9609375,53661.0,54408.76171875,55223.859375,56032.87890625,56720.0,57423.37109375,58005.828125,58471.94921875,58855.7109375,59088.28125,59351.12890625,59577.0390625,59882.19921875,60411.4609375,60994.4296875,61672.66015625,62335.30078125,62984.26171875,63632.98046875,64238.0390625,64848.3984375,65479.828125,66118.15625,66784.5234375,67462.3984375,68135.6796875,68809.1796875,69478.2890625,70144.8828125,70807.640625,71466.71875,72127.28125,72791.71875,73460.203125,74137.46875,74816.9765625,75505.40625,76207.0625,76912.7890625,77624.96875,78330.9921875,79030.203125,79721.7578125,80403.7578125,81078.03125,81741.6875,82396.609375,83046.3828125,83694.9921875
Melbourne - FL,50547.30078125,50672.1796875,50933.30078125,51184.0,51448.3984375,51745.80859375,51977.1796875,52540.0,53791.48046875,55130.078125,56652.5390625,57887.98828125,58139.671875,58116.30078125,57712.5703125,57305.0,57255.6796875,56868.48828125,57301.41015625,57991.37890625,59000.0390625,61149.76953125,63141.7109375,65332.98828125,67982.1484375,70416.7734375,72958.140625,75320.0,76808.8828125,77926.09375,78380.2578125,78575.0,78558.6171875,78334.453125,78185.8125,78195.9921875,78978.9609375,79770.3125,80603.90625,81374.5078125,81574.53125,81926.140625,82265.1484375,82619.4765625,83213.796875,83890.8828125,84653.0,85406.3125,86161.0390625,86917.2421875,87645.140625,88382.1484375,89151.6796875,89934.390625,90743.796875,91573.4296875,92403.28125,93243.84375,94092.25,94939.5703125,95785.6796875,96630.4609375,97476.796875,98329.90625,99188.71875,100056.9765625,100930.3203125,101813.6484375,102713.3828125,103620.21875,104535.8828125,105450.03125,106349.3203125,107238.0078125,108111.796875,108972.4296875,109821.6796875,110662.7578125,111500.046875,112337.4609375
Memphis - TN,49048.109375,49353.37890625,49544.30859375,49809.01171875,50087.3203125,50472.46875,50807.140625,50984.0,50777.859375,50488.41015625,50309.171875,50337.98828125,51492.46875,52787.671875,53954.83984375,54858.98828125,54642.55859375,53359.6015625,52452.76953125,52040.23046875,51918.1484375,53236.76953125,54533.25,55839.98828125,58130.1015625,60275.890625,62350.71875,64008.01171875,64340.80078125,64288.26953125,64057.890625,64024.98828125,65008.0,66196.6875,67293.84375,68124.0,68390.609375,68526.84375,68798.8125,69217.359375,69471.359375,69774.7734375,70014.34375,70328.78125,70903.3828125,71567.078125,72331.4296875,73082.359375,73814.5390625,74545.7578125,75241.8828125,75943.390625,76659.5,77380.4296875,78121.8671875,78868.78125,79610.8671875,80349.7578125,81082.671875,81811.65625,82536.578125,83259.84375,83986.0625,84718.25,85454.2421875,86196.6484375,86940.8828125,87693.0078125,88458.1796875,89228.5625,90005.140625,90774.8671875,91537.2109375,92292.1015625,93036.5,93774.4296875,94504.28125,95226.46875,95945.203125,96664.546875
Miami - FL,44181.87890625,44657.2890625,45250.73046875,45935.0,46812.421875,47869.3203125,48923.3203125,49930.0,50657.19921875,51121.76171875,51650.2109375,52205.0,53130.55078125,54030.1484375,54665.140625,55170.98828125,54798.01953125,53368.01171875,52526.48828125,51925.8984375,52208.03125,54375.12109375,56620.01953125,59044.0,61417.1015625,63430.4609375,65399.109375,67263.0,68925.2265625,70349.59375,71283.9765625,72311.0078125,73372.1796875,74316.703125,75392.90625,76184.0078125,77031.8203125,77686.6015625,78227.7421875,78723.6796875,78854.453125,79186.9609375,79545.703125,80000.828125,80774.96875,81640.9921875,82611.671875,83560.40625,84493.40625,85427.828125,86322.6484375,87226.6015625,88144.3515625,89063.546875,90002.71875,90944.8125,91876.0703125,92801.3515625,93717.2734375,94625.0,95526.609375,96419.0,97308.3515625,98198.7734375,99090.15625,99990.2890625,100893.21875,101805.0625,102729.1015625,103659.1015625,104597.828125,105533.8671875,106446.96875,107340.90625,108210.96875,109059.671875,109898.34375,110726.9765625,111550.421875,112372.7265625
Milwaukee - WI,56804.37109375,57243.671875,57696.0390625,58029.0,58358.08984375,58706.37890625,59087.76171875,59448.0,59742.21875,59936.87890625,60134.6484375,60643.0,61869.87890625,63341.51953125,64661.87109375,65845.0078125,65938.828125,64873.1484375,64310.69140625,64114.94140625,64239.3984375,65923.7421875,67363.96875,68449.0078125,69420.2734375,69848.5703125,70352.3515625,70898.0,72263.4609375,73886.671875,75462.59375,77006.0,77570.2265625,77889.3125,77943.7421875,77919.0,78476.1328125,78991.28125,79516.421875,80085.8515625,80338.5390625,80689.9296875,81104.7578125,81583.359375,82299.2265625,83080.1328125,83951.9375,84812.859375,85660.3125,86509.8203125,87326.9296875,88152.2109375,88994.71875,89845.4296875,90721.84375,91608.53125,92492.796875,93377.671875,94258.59375,95135.7734375,96010.59375,96880.7421875,97750.7578125,98622.890625,99494.6328125,100371.28125,101249.7734375,102136.1171875,103034.96875,103938.6875,104848.4765625,105754.09375,106647.140625,107531.53125,108403.6484375,109266.109375,110118.75,110962.9921875,111802.96875,112642.2578125
Minneapolis - MN,71407.84375,71822.953125,72507.453125,73231.0,74257.0,75318.046875,76015.2890625,76855.9921875,77255.78125,77821.609375,78679.9296875,79578.0,80849.40625,81990.9296875,82973.328125,83698.0078125,83645.4609375,82226.78125,81309.2265625,81008.8515625,81349.5234375,83842.2109375,85913.28125,87433.0078125,88810.859375,89546.140625,90509.328125,91341.0078125,92345.1875,93327.6015625,94074.0703125,95102.0,95919.453125,96641.3828125,97393.28125,97928.0078125,98652.953125,99267.2578125,99883.90625,100661.15625,101111.8515625,101695.390625,102202.90625,102739.78125,103619.1328125,104617.953125,105740.7265625,106828.34375,107880.75,108928.5,109919.09375,110919.078125,111928.578125,112940.796875,113982.9375,115030.96875,116068.78125,117103.46875,118130.328125,119154.3203125,120180.84375,121206.7890625,122237.0,123275.2578125,124317.4921875,125369.96875,126424.5234375,127489.8125,128569.59375,129656.0078125,130752.0625,131841.0,132918.484375,133983.265625,135030.375,136064.1875,137085.328125,138095.109375,139099.375,140103.0625
Mobile - AL,43433.21875,44324.66015625,44998.1484375,45744.01171875,46005.01171875,46113.1796875,46190.6796875,46022.98828125,45157.80859375,44205.96875,43398.16015625,43061.0,44562.16015625,46306.44921875,48121.30859375,49639.0,49635.01953125,48477.1796875,47870.640625,47328.171875,46946.05078125,48165.55859375,48915.51953125,49721.0,51136.21875,52113.51171875,53206.26953125,54300.0,54725.55078125,55036.1015625,55147.37890625,55352.0,56377.01171875,57663.91015625,59110.6796875,60379.0,61271.109375,61921.2890625,62407.2890625,62737.1015625,62839.12890625,62924.51171875,62943.01171875,63173.28125,63645.109375,64200.859375,64860.80078125,65508.08984375,66137.359375,66765.8828125,67353.546875,67950.75,68570.890625,69195.1875,69841.2265625,70490.421875,71132.6171875,71772.546875,72407.8125,73039.8203125,73669.1171875,74297.546875,74929.75,75568.25,76210.9609375,76860.53125,77510.8671875,78168.5,78837.7265625,79510.4609375,80188.953125,80860.4765625,81528.1171875,82191.0,82845.6484375,83496.0390625,84135.84375,84766.6328125,85392.9921875,86018.0703125
Modesto - CA,52635.859375,52991.01953125,53607.23828125,54305.0,55472.2109375,56813.62109375,58137.55859375,59514.0,59938.55078125,60194.51171875,60281.0,60320.98828125,60925.16015625,61578.28125,62240.359375,63037.0,63878.98828125,64295.05859375,65551.046875,67056.96875,68791.6875,71045.9921875,72742.5,73982.0,74662.3828125,75051.921875,75410.7890625,75886.0,77481.8828125,79537.671875,81286.2578125,82758.0,82022.8125,80681.046875,79393.921875,78673.0,79810.7265625,81082.40625,82379.4296875,83382.0,83659.7421875,84140.4375,84651.046875,85209.09375,86044.328125,86960.59375,87989.8203125,88996.359375,89979.2890625,90954.9296875,91877.03125,92799.5625,93746.09375,94702.0234375,95688.328125,96687.140625,97677.828125,98666.609375,99650.0625,100631.328125,101611.703125,102590.2578125,103575.21875,104569.5,105572.1796875,106587.1875,107607.1484375,108639.921875,109689.59375,110747.453125,111815.9921875,112879.2890625,113935.171875,114982.40625,116015.2109375,117037.5,118047.4375,119046.2890625,120039.796875,121033.359375
Montgomery - AL,45903.30078125,46304.12890625,46670.4609375,47265.01171875,47617.44140625,48076.390625,48619.05859375,49123.0,49850.8984375,50537.94140625,51261.6015625,51943.0,52661.2109375,53267.5,53657.9609375,53834.01171875,53517.859375,52231.3515625,51582.73828125,51176.37890625,50596.890625,51375.1015625,51932.51953125,52677.0,54700.19140625,56651.01171875,58741.62890625,60676.98828125,61361.8984375,61855.921875,62055.87890625,62362.0,63394.23046875,64570.83984375,65741.578125,66706.0,67396.28125,67885.6796875,68304.296875,68603.3828125,68706.8203125,68782.2890625,68824.7421875,69019.453125,69426.359375,69917.5078125,70492.6484375,71066.6875,71632.109375,72198.953125,72743.2109375,73302.3984375,73891.0,74494.0625,75121.7421875,75757.453125,76389.4375,77022.0703125,77653.4296875,78282.4609375,78910.6171875,79539.921875,80171.6875,80811.0390625,81454.359375,82103.8828125,82756.9375,83416.421875,84089.390625,84766.3984375,85446.7890625,86121.9609375,86787.5625,87448.75,88103.953125,88754.828125,89395.75,90028.65625,90657.3828125,91285.4765625
Myrtle Beach - SC,47411.73046875,46934.3984375,46304.69140625,45621.0,45384.7890625,45388.6015625,45435.859375,45679.98828125,46259.328125,47024.12109375,47979.9296875,49047.0,50500.78125,51760.671875,52822.8515625,53694.0,53666.83984375,52095.1484375,51711.578125,51710.25,51520.37890625,53534.9296875,54824.9296875,55819.01171875,57493.140625,58618.53125,59602.76171875,61063.0,63130.03125,65188.0,67308.578125,68988.0078125,69418.9375,69530.7890625,68977.609375,68534.0,68755.2734375,69337.2734375,70362.390625,71180.09375,71554.0234375,71775.9296875,71880.921875,72082.109375,72533.71875,73067.859375,73701.3828125,74328.5390625,74951.8671875,75577.390625,76173.3984375,76784.7109375,77435.2890625,78103.921875,78802.546875,79514.28125,80220.9375,80930.5703125,81641.1015625,82352.578125,83066.078125,83781.4296875,84502.828125,85234.421875,85971.390625,86718.9921875,87472.0703125,88235.1015625,89015.5078125,89801.9921875,90595.4296875,91384.8125,92161.9375,92928.5703125,93681.5703125,94422.3203125,95148.703125,95865.203125,96575.4296875,97284.0
Naples - FL,61973.19140625,61598.109375,61307.76171875,61228.0,62045.30859375,63387.71875,64644.109375,66048.0,66850.78125,67536.6328125,68567.2734375,69867.0078125,71784.0,73658.4375,75213.25,76025.0,75536.71875,73742.703125,72108.65625,70598.859375,70202.6328125,71381.7265625,72604.4296875,74215.0,75531.578125,76948.296875,78765.296875,80814.9921875,83385.5390625,85839.3515625,87956.03125,90072.0078125,91937.7578125,93548.4765625,94985.0078125,95862.0,96468.7578125,96810.953125,97048.7578125,97346.2734375,97310.21875,97452.9765625,97747.2734375,98298.6796875,99390.09375,100645.2890625,102104.5703125,103521.140625,104867.1328125,106186.953125,107403.890625,108607.7109375,109806.9296875,110993.7890625,112205.546875,113413.7109375,114604.90625,115781.1015625,116936.4296875,118081.1015625,119217.609375,120347.1328125,121480.3203125,122618.609375,123762.2109375,124917.546875,126074.84375,127245.3515625,128432.421875,129628.453125,130840.0390625,132046.34375,133205.296875,134316.296875,135370.6875,136371.625,137355.59375,138319.640625,139271.84375,140219.34375
Nashville - TN,58676.9296875,59077.609375,59490.0390625,60030.0,60970.6796875,62021.48828125,63007.1796875,63939.0,64460.37109375,64884.3203125,65405.328125,65919.0,67161.6015625,68477.703125,69523.953125,70262.0,70436.75,68377.4375,67518.6171875,67175.390625,66890.9765625,69312.3125,70978.640625,72725.0,74965.9296875,76797.1796875,78542.609375,80034.0,81302.578125,82540.140625,83544.09375,84685.0,85581.828125,86700.40625,87901.8984375,88800.0,89818.2265625,90506.40625,91207.5625,91936.609375,92201.859375,92635.2890625,93021.5625,93667.90625,94857.6015625,96188.6875,97737.296875,99204.7421875,100560.8125,101873.546875,103037.796875,104180.1171875,105304.8671875,106408.90625,107551.5,108692.359375,109816.5,110919.3984375,111991.3203125,113042.5078125,114075.5234375,115095.71875,116116.9375,117142.953125,118174.828125,119216.0625,120251.84375,121298.4609375,122357.609375,123420.5625,124496.1015625,125555.703125,126621.7890625,127679.0,128721.1171875,129757.5078125,130781.578125,131792.15625,132796.546875,133800.484375
New Haven - CT,62927.05859375,64190.5703125,65321.5703125,66176.0078125,66374.609375,66571.3203125,66721.1796875,66863.0,67295.2109375,67436.34375,67711.53125,67845.0078125,68206.6171875,68646.40625,69018.546875,69750.9921875,69737.1015625,68934.390625,69014.59375,69331.1796875,69798.453125,71857.78125,73483.8671875,75295.0078125,78335.84375,80890.9921875,83334.703125,85026.0,84241.25,83104.3828125,81689.296875,80733.0,82669.4609375,84936.84375,87382.640625,89645.0,90571.078125,91291.03125,91886.3125,92370.703125,92732.390625,93110.2109375,93461.3671875,93903.3828125,94653.6015625,95493.296875,96423.328125,97348.359375,98261.96875,99183.109375,100080.6171875,100993.78125,101935.1875,102889.5703125,103868.9765625,104859.5234375,105845.4296875,106831.9921875,107816.6875,108799.65625,109781.3671875,110759.8671875,111739.71875,112724.609375,113712.9375,114710.046875,115712.2578125,116723.6875,117749.6484375,118781.25,119818.4375,120850.6484375,121865.46875,122868.8515625,123857.4765625,124832.109375,125794.203125,126744.890625,127689.0,128631.8515625
