Market,2015 Q2,2015 Q3,2015 Q4,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1
Kansas City - MO,2096326.875,2100970.0,2106732.0,2112507.0,2118352.0,2123946.0,2129705.0,2135410.0,2140859.0,2146271.0,2151356.0,2156282.0,2161199.0,2166049.0,2169960.0,2173798.0,2177525.0,2181352.0,2185173.0,2188838.0,2192035.0,2195218.0,2197055.0,2198586.0,2200379.0,2203335.0,2204037.0,2205496.0,2206824.0,2208782.0,2211627.0,2214773.0,2218182.0,2221343.0,2224862.0,2228655.0,2232710.0,2236775.0,2240899.0,2244902.0
Killeen - TX,435975.3125,437723.0,438881.40625,440043.0,441219.59375,442344.3125,444201.0,446047.59375,447841.625,449628.8125,451914.875,454168.78125,456422.3125,458662.6875,461380.5,464084.40625,466766.125,469470.6875,471490.8125,473479.0,475367.0,477093.0,479530.78125,481901.09375,484328.1875,487012.0,488724.90625,490605.28125,492456.59375,494449.0,496303.71875,498125.625,499807.3125,501333.0,502652.09375,503784.5,504890.5,506002.8125,507112.6875,508214.8125
Knoxville - TN,862996.0,864267.25,866177.9375,868093.1875,870036.8125,871876.5,874190.5,876481.8125,878667.4375,880837.375,882897.375,884891.3125,886881.5625,888843.3125,890671.375,892468.875,894220.5,896012.6875,898548.8125,901021.0,903300.0,905896.0,908446.4375,910869.375,913400.5,916415.0,920266.0,924432.125,928543.5,932921.0,936132.0,939469.5,942919.625,946264.0,946026.3125,945841.9375,945828.6875,945954.6875,946454.5,947179.1875
Lafayette - LA,483751.40625,484575.40625,484601.28125,484629.21875,484672.21875,484656.8125,484205.09375,483740.6875,483218.0,482687.0,482262.3125,481801.5,481338.71875,480860.6875,480458.8125,480040.5,479597.59375,479176.6875,478970.0,478728.5,478384.0,478268.0,478623.6875,478912.59375,479258.59375,479858.0,479990.125,480287.0,480555.375,480961.0,481143.40625,481391.0,481696.09375,481947.0,481229.1875,480536.28125,479881.28125,479256.40625,478799.5,478473.5
Lakeland - FL,640018.8125,643156.8125,647102.8125,651047.3125,655007.6875,658884.5,663373.5,667839.8125,672219.75,676581.1875,681470.25,686302.1875,691124.5625,695918.0625,699894.4375,703841.125,707745.75,711676.875,716223.875,720715.0,725046.0,730158.0,736453.625,742644.6875,748922.5,755598.0,763565.4375,771793.0625,779975.25,788382.0,796175.75,803873.75,811253.1875,818330.0625,822809.8125,827002.5,830961.5,834904.75,838814.5625,842673.1875
Lancaster - PA,539432.1875,540204.4375,540932.125,541663.0,542411.8125,543096.0,544045.6875,544981.5,545851.9375,546713.0,547538.3125,548323.0,549105.6875,549871.0,550378.1875,550866.5625,551327.0,551812.625,552269.0,552685.8125,552984.0,552821.0,553640.375,554382.375,555190.4375,556292.0,556217.5,556334.0,556417.625,556660.0,557068.0,557551.5,558101.625,558589.0,558913.8125,559312.9375,559832.8125,560432.3125,561082.0,561745.3125
Lansing - MI,469714.5,469882.125,470528.1875,471175.90625,471838.0,472442.6875,473051.90625,473647.875,474185.78125,474714.5,474629.6875,474509.09375,474386.40625,474248.1875,474257.8125,474250.875,474219.3125,474209.09375,473930.5,473617.625,473203.0,473020.0,469623.0,466161.59375,462757.0,459596.0,462554.28125,465670.6875,468759.625,471983.0,472218.59375,472518.1875,472874.21875,473177.0,473275.0,473449.1875,473665.0,473890.6875,474142.5,474401.40625
Las Vegas - NV,2072092.0,2081870.125,2091290.0,2100711.0,2110188.0,2119401.0,2129097.0,2138727.0,2148086.0,2157395.0,2167647.0,2177724.0,2187779.0,2197751.0,2208116.0,2218391.0,2228539.0,2238774.0,2247948.0,2256952.0,2265461.0,2274887.0,2279793.0,2284381.0,2289240.0,2295310.0,2301427.0,2308333.0,2315103.0,2322535.0,2325735.0,2329249.0,2333042.0,2336573.0,2342493.0,2348917.0,2355627.0,2362499.0,2369459.0,2376378.0
Lehigh Valley - PA,838875.5,839683.6875,840821.4375,841964.1875,843134.875,844205.625,845869.1875,847511.75,849052.8125,850579.75,852158.0625,853673.5,855186.25,856672.4375,857296.5625,857891.4375,858442.375,859032.75,860087.25,861080.375,861889.0,861557.0,863626.0,865574.125,867625.0,870135.0,869983.25,870130.5,870226.0,870570.0,871200.0625,871948.4375,872800.75,873555.0,873369.375,873290.5,873388.6875,873602.3125,873940.4375,874348.3125
Lexington - KY,499549.28125,501033.5,501988.5,502945.59375,503918.625,504830.8125,506259.78125,507674.90625,509028.0,510371.1875,511059.8125,511709.59375,512356.875,512987.4375,513508.4375,514011.46875,514487.65625,514987.1875,515657.09375,516289.6875,516810.96875,517406.96875,517169.8125,516860.71875,516613.28125,516638.96875,516761.46875,517061.59375,517330.875,517748.0,518253.1875,518828.625,519466.0,520044.96875,521714.71875,523391.59375,525077.0,526688.75,528103.8125,529401.125
Little Rock - AR,732858.25,733545.3125,734322.0625,735102.75,735907.25,736623.625,737622.8125,738602.625,739493.25,740370.75,741077.0,741727.75,742375.4375,742999.0,743559.5625,744094.75,744591.375,745122.0625,746181.0,747186.1875,748031.0,748990.0,749673.5,750252.3125,750920.6875,751986.0,753206.0,754684.375,756118.125,757768.0,759236.0,760806.875,762468.8125,764045.0,765047.625,765922.5,766781.8125,767715.0,768550.0,769383.125
Long Island - NY,2881392.0,2883454.0,2885507.0,2887567.0,2889648.0,2891682.0,2893845.0,2896002.0,2898112.0,2900220.0,2902319.0,2904392.0,2906468.0,2908536.0,2910447.0,2912348.0,2914233.0,2916143.0,2918040.0,2919910.0,2921694.0,2912555.0,2915567.0,2918173.0,2921126.0,2925624.0,2921660.0,2918701.0,2915569.0,2913268.0,2910784.0,2908696.0,2906954.0,2904885.0,2907723.0,2906310.0,2907220.0,2908298.0,2909233.0,2910215.0
Los Angeles - CA,10107460.0,10119010.0,10124110.0,10129250.0,10134720.0,10138990.0,10139830.0,10140400.0,10139740.0,10138910.0,10132360.0,10125040.0,10117690.0,10110000.0,10098010.0,10085670.0,10072800.0,10060400.0,10046150.0,10031160.0,10014010.0,9992813.0,9946105.0,9898028.0,9851149.0,9809462.0,9784108.0,9762123.0,9739557.0,9719765.0,9704366.0,9690286.0,9677361.0,9663345.0,9663398.0,9667336.0,9671700.0,9676192.0,9680627.0,9684946.0
Louisville - KY,1287788.0,1289899.0,1291807.0,1293723.0,1295682.0,1297486.0,1299788.0,1302056.0,1304169.0,1306259.0,1307290.0,1308223.0,1309151.0,1310036.0,1311266.0,1312451.0,1313569.0,1314747.0,1316087.0,1317333.0,1318297.0,1318987.0,1318412.0,1317654.0,1317054.0,1317149.0,1316707.0,1316718.0,1316650.0,1316958.0,1317783.0,1318786.0,1319947.0,1320960.0,1323244.0,1325506.0,1327744.0,1329806.0,1331633.0,1333364.0
Madison - WI,645169.1875,647143.3125,649484.625,651831.0,654200.0625,656492.375,658496.8125,660485.4375,662395.375,664294.6875,665736.5,667129.1875,668520.0,669890.0,671491.0,673069.8125,674614.9375,676191.5,677806.375,679373.625,680796.0,681902.0,681581.9375,681167.125,680833.6875,680860.0,682148.0,683670.0,685151.625,686829.0,688616.1875,690496.5625,692459.6875,694345.0,696456.75,698656.9375,700884.875,703120.9375,705256.25,707248.5
Manchester - NH,411496.3125,412020.125,412697.0,413376.3125,414069.21875,414712.875,415320.40625,415917.3125,416464.125,417003.6875,417454.09375,417873.40625,418291.09375,418695.5,419485.6875,420261.8125,421016.375,421790.5,422223.125,422625.40625,422937.0,422913.0,423251.0,423530.0,423859.40625,424413.0,425055.78125,425844.40625,426607.6875,427493.0,427401.3125,427367.625,427384.78125,427354.0,427535.3125,427780.3125,428112.6875,428492.625,428888.21875,429289.40625
McAllen - TX,836414.3125,838703.6875,840837.8125,842975.5625,845140.0625,847202.8125,848891.4375,850557.1875,852119.8125,853666.5,855092.0,856453.0,857809.875,859138.5,860615.3125,862061.8125,863463.375,864903.6875,866967.0,868967.5,870781.0,872856.0,874531.8125,876085.3125,877743.0,879865.0,881706.3125,883850.0,885941.3125,888286.0,891072.375,893799.625,896275.0625,898471.0,901382.375,903880.8125,906320.5,908866.1875,911216.1875,913377.0625
Melbourne - FL,564387.5,566917.9375,569692.875,572470.5625,575266.4375,577992.9375,580696.0,583383.75,586000.4375,588606.0625,590298.5625,591946.625,593591.6875,595217.4375,596679.625,598120.8125,599530.875,600968.0,602921.5,604831.8125,606612.0,608775.0,611002.8125,613144.875,615359.5,617900.0,620915.875,624144.25,627335.6875,630707.0,634269.5,637753.8125,640985.125,643979.125,645647.0,647040.5,648230.5625,649447.875,650689.8125,651954.75
Memphis - TN,1340035.0,1339983.0,1340028.0,1340081.0,1340176.0,1340111.0,1340471.0,1340796.0,1340958.0,1341097.0,1341827.0,1342456.0,1343078.0,1343657.0,1343882.0,1344059.0,1344168.0,1344337.0,1344861.0,1345288.0,1345425.0,1346172.0,1345171.0,1343982.0,1342955.0,1342637.0,1341243.0,1340310.0,1339297.0,1338667.0,1337740.0,1336995.0,1336410.0,1335674.0,1336249.0,1336925.0,1337820.0,1338693.0,1339553.0,1340402.0
Miami - FL,2653861.0,2659847.0,2667074.0,2674314.0,2681638.0,2688639.0,2693295.0,2697878.0,2702134.0,2706340.0,2706262.0,2705981.0,2705688.0,2705309.0,2705388.0,2705374.0,2705221.0,2705192.0,2704375.0,2703361.0,2701767.0,2695685.0,2688966.0,2681874.0,2675105.0,2669748.0,2669776.0,2670721.0,2671507.0,2673056.0,2677541.0,2681689.0,2684772.0,2686867.0,2692978.0,2699177.0,2705212.0,2711114.0,2716848.0,2722376.0
Milwaukee - WI,1577416.0,1577586.0,1577306.0,1577034.0,1576812.0,1576403.0,1576069.0,1575693.0,1575127.0,1574533.0,1574448.0,1574244.0,1574034.0,1573773.0,1574047.0,1574266.0,1574404.0,1574615.0,1574842.0,1574956.0,1574731.0,1574476.0,1571529.0,1568364.0,1565387.0,1563237.0,1561742.0,1560784.0,1559734.0,1559128.0,1559244.0,1559572.0,1560086.0,1560424.0,1561228.0,1561715.0,1561965.0,1562566.0,1563136.0,1563584.0
Minneapolis - MN,3535558.0,3543164.0,3552694.0,3562247.0,3571919.0,3581167.0,3591561.0,3601865.0,3611738.0,3621549.0,3630969.0,3640119.0,3649257.0,3658280.0,3666006.0,3673607.0,3681022.0,3688607.0,3694543.0,3700217.0,3705097.0,3708907.0,3709159.0,3708895.0,3709074.0,3711213.0,3708948.0,3707958.0,3706747.0,3706594.0,3711227.0,3716363.0,3721942.0,3727104.0,3734816.0,3742481.0,3749731.0,3756651.0,3763652.0,3770538.0
Mobile - AL,416094.3125,416197.6875,416345.875,416496.3125,416660.1875,416774.1875,416584.90625,416384.40625,416133.59375,415875.625,415932.40625,415957.875,415981.6875,415992.09375,415815.5,415624.5,415412.1875,415218.90625,415132.125,415015.09375,414809.0,414377.0,414092.28125,413750.0,413457.3125,413383.0,412763.21875,412285.3125,411783.0,411398.0,411403.6875,411465.09375,411575.71875,411640.0,411954.1875,412251.3125,412517.0,412837.0,413200.28125,413558.90625
Modesto - CA,533797.4375,535114.375,536661.9375,538212.25,539780.25,541284.125,542743.0,544188.0,545567.375,546937.1875,547843.1875,548708.3125,549571.0,550416.0625,550922.4375,551409.75,551868.6875,552352.8125,552594.125,552795.4375,552878.0,553257.0,553075.0625,552816.3125,552623.6875,552723.0,552183.5,551833.6875,551451.1875,551226.0,551203.625,551255.9375,551374.0,551430.0,551258.4375,551311.0,551425.1875,551571.125,551824.5625,552140.1875
Montgomery - AL,380627.59375,380925.1875,381400.78125,381878.6875,382369.375,382814.59375,383240.59375,383656.71875,384026.625,384389.90625,384420.40625,384421.5,384420.6875,384406.90625,384672.5,384924.90625,385157.40625,385407.5,385667.0,385898.5,386047.0,385403.0,385236.59375,385016.59375,384842.59375,384872.0,384891.28125,385042.78125,385171.375,385410.0,385376.09375,385394.59375,385459.0,385480.0,386201.28125,386904.125,387576.6875,388315.1875,389038.59375,389694.3125
Myrtle Beach - SC,419313.28125,422525.09375,425987.78125,429442.8125,432901.875,436299.28125,439753.125,443185.90625,446555.125,449906.09375,453606.90625,457263.09375,460906.40625,464524.0,467706.375,470863.0,473985.28125,477119.28125,480720.78125,484278.5,487722.0,491933.0,496640.40625,501277.0,505972.09375,510936.0,517060.96875,523362.0,529632.0625,536055.0,541329.5625,546676.875,552090.1875,557442.0,560922.3125,564041.875,566882.375,569577.875,572078.0,574394.4375
Naples - FL,347781.8125,349573.40625,351540.40625,353504.0,355473.78125,357395.59375,358829.40625,360249.78125,361622.40625,362984.5,363901.625,364788.40625,365670.59375,366537.90625,367876.5,369198.3125,370496.875,371808.1875,373171.21875,374503.6875,375752.0,377310.0,379755.8125,382147.875,384585.0,387226.0,389681.875,392270.90625,394836.78125,397516.0,399368.40625,401171.375,402815.1875,404310.0,404894.5,405304.0,405583.5,405877.5,406308.8125,406876.3125
Nashville - TN,1839495.0,1849384.0,1859498.0,1869629.0,1879828.0,1889809.0,1899184.0,1908517.0,1917626.0,1926706.0,1935255.0,1943664.0,1952071.0,1960420.0,1967932.0,1975381.0,1982733.0,1990179.0,1998500.0,2006684.0,2014444.0,2021744.0,2024473.0,2026920.0,2029608.0,2033369.0,2042170.0,2051670.875,2061049.125,2071019.0,2078629.875,2086523.0,2094665.0,2102573.0,2108690.0,2114942.0,2121597.0,2128585.0,2135631.0,2142385.0
New Haven - CT,868524.3125,868107.4375,867774.875,867446.75,867146.3125,866741.875,866989.625,867214.4375,867334.4375,867439.0625,867502.375,867500.625,867495.125,867461.4375,866931.1875,866370.5,865765.0625,865199.0,865181.5625,865101.375,864835.0,858488.5,859896.5,861184.3125,862574.5625,864421.1875,864389.75,864655.5,864869.6875,865330.875,865723.3125,866233.0,866846.3125,867361.875,866231.375,865133.8125,864240.5,863361.0,862587.5,862374.5625
New Orleans - LA,1259616.0,1262371.0,1264153.0,1265942.0,1267771.0,1269448.0,1270142.0,1270802.0,1271308.0,1271792.0,1271859.0,1271830.0,1271797.0,1271722.0,1272107.0,1272449.0,1272725.0,1273059.0,1272807.0,1272463.0,1271845.0,1270281.0,1268508.0,1266560.0,1264763.0,1263634.0,1259004.0,1254808.0,1250537.0,1246622.0,1244238.0,1242022.0,1239955.0,1237748.0,1240692.0,1243703.0,1246816.0,1250010.0,1252872.0,1255317.0
New York - NY,14399690.0,14425030.0,14450140.0,14475290.0,14500530.0,14525560.0,14550990.0,14576380.0,14601560.0,14626730.0,14651950.0,14677030.0,14702140.0,14727200.0,14751620.0,14776000.0,14800300.0,14824710.0,14849020.0,14873210.0,14897000.0,14821820.0,14750810.0,14677770.0,14606500.0,14542940.0,14504090.0,14470240.0,14435520.0,14404920.0,14386610.0,14370260.0,14355610.0,14339350.0,14351480.0,14398760.0,14458030.0,14518050.0,14571950.0,14620340.0
Norfolk - VA,1732307.0,1734162.0,1735398.0,1736644.0,1737946.0,1739041.0,1740254.0,1741422.0,1742380.0,1743307.0,1744750.0,1746063.0,1747369.0,1748618.0,1750685.0,1752693.0,1754611.0,1756610.0,1758997.0,1761259.0,1763143.0,1764753.0,1765455.0,1765910.0,1766577.0,1768177.0,1767547.0,1767524.0,1767396.0,1767773.0,1767954.0,1768375.0,1769006.0,1769439.0,1770298.0,1771399.0,1772620.0,1773910.0,1775261.0,1776608.0
Northern New Jersey - NJ,2550434.0,2554358.0,2558168.0,2561984.0,2565811.0,2569609.0,2573378.0,2577144.0,2580878.0,2584611.0,2588389.0,2592150.0,2595913.0,2599669.0,2603377.0,2607078.0,2610767.0,2614472.0,2618153.0,2621815.0,2625422.0,2618102.0,2618239.0,2618011.0,2618097.0,2619566.0,2617481.0,2616297.0,2614957.0,2614363.0,2616591.0,2619174.0,2622069.0,2624670.0,2631750.0,2633466.0,2637191.0,2640995.0,2644162.0,2646778.0
Northwest Arkansas - AR,513504.40625,516301.8125,519368.21875,522437.625,525523.8125,528547.1875,531570.8125,534580.6875,537526.0,540461.4375,542975.5625,545449.0,547920.0,550373.25,552839.8125,555287.1875,557705.6875,560149.4375,563509.125,566829.25,570028.0,573217.0,576471.625,579644.875,582886.5,586437.0,589791.1875,593347.125,596867.9375,600560.0,603899.5,607320.5,610814.375,614240.0,616618.25,618947.5625,621390.3125,623836.4375,626258.4375,628708.5
Ocala - FL,343739.1875,344874.6875,346353.90625,347835.6875,349329.40625,350782.0,352398.40625,354006.5,355572.375,357132.59375,358662.28125,360165.8125,361668.3125,363159.6875,364843.40625,366515.1875,368168.625,369839.28125,371905.5,373946.40625,375908.0,377472.0,379354.625,381183.8125,383057.90625,385135.0,387844.40625,390686.3125,393505.1875,396437.0,399971.59375,403457.875,406784.21875,409959.0,411342.0,412552.3125,413634.78125,414736.375,415833.90625,416923.625
Ogden - UT,641654.9375,644153.0,647295.5625,650442.625,653611.375,656702.875,659709.6875,662700.1875,665611.5,668511.25,670956.0,673351.0,675743.6875,678115.125,680633.3125,683128.5,685588.9375,688080.875,690423.25,692717.25,694863.0,697087.0,699359.0625,701533.0625,703790.3125,706420.0,708029.8125,709882.375,711692.875,713707.0,715389.25,717168.1875,719032.875,720817.0,723394.5,725995.4375,728590.5,731195.9375,733798.25,736382.8125
Oklahoma City - OK,1356179.0,1361429.0,1365438.0,1369454.0,1373514.0,1377410.0,1379629.0,1381812.0,1383828.0,1385819.0,1389041.0,1392159.0,1395272.0,1398339.0,1402222.0,1406057.0,1409818.0,1413644.0,1417830.0,1421915.0,1425695.0,1429940.0,1433287.0,1436434.0,1439751.0,1443830.0,1447428.0,1451523.0,1455532.0,1459957.0,1464254.0,1468749.0,1473420.0,1477926.0,1480769.0,1483541.0,1486325.0,1489282.0,1492485.0,1495708.0
Omaha - NE,919299.0625,922069.1875,924967.5625,927872.6875,930809.5,933636.75,936207.5,938755.3125,941191.25,943611.5625,946164.125,948647.125,951127.5,953578.5,955759.875,957909.4375,960010.6875,962156.9375,964086.9375,965948.625,967604.0,969146.0,969961.6875,970642.0625,971438.3125,972748.0,973346.9375,974279.9375,975155.1875,976309.0,978093.625,980010.6875,982045.0,983969.0,986796.8125,989687.9375,992592.0,995566.375,998466.9375,1001208.0
Orange County - CA,3157171.0,3163027.0,3167137.0,3171264.0,3175495.0,3179347.0,3182341.0,3185252.0,3187778.0,3190248.0,3191032.0,3191576.0,3192106.0,3192534.0,3191571.0,3190498.0,3189260.0,3188168.0,3188158.0,3187916.0,3186989.0,3185734.0,3179175.0,3172176.0,3165558.0,3160611.0,3157106.0,3154687.0,3152080.0,3150372.0,3146298.0,3142652.0,3139381.0,3135755.0,3136217.0,3137948.0,3139828.0,3141759.0,3143725.0,3145670.0
Orlando - FL,2395282.0,2412282.0,2430214.0,2448170.0,2466218.0,2483981.0,2500799.0,2517563.0,2534034.0,2550468.0,2565713.0,2580776.0,2595837.0,2610823.0,2619760.0,2628613.0,2637335.0,2646181.0,2655557.0,2664750.0,2673376.0,2680491.0,2684874.0,2688881.0,2693208.0,2698960.0,2714162.0,2730292.0,2746260.0,2763017.0,2777817.0,2792274.0,2805623.0,2817933.0,2831514.0,2843935.0,2855499.0,2867219.0,2878448.0,2889149.0
Palm Beach - FL,1414443.0,1420419.0,1426654.0,1432892.0,1439174.0,1445279.0,1449725.0,1454130.0,1458356.0,1462554.0,1465245.0,1467824.0,1470395.0,1472917.0,1476182.0,1479394.0,1482528.0,1485727.0,1488061.0,1490287.0,1492191.0,1494282.0,1496439.0,1498388.0,1500515.0,1503435.0,1507092.0,1511265.0,1515349.0,1519867.0,1523938.0,1527818.0,1531092.0,1533801.0,1539923.0,1546095.0,1552170.0,1558165.0,1564035.0,1569779.0
Pensacola - FL,475643.71875,476873.1875,478377.6875,479884.71875,481407.0,482871.625,484407.71875,485931.09375,487395.59375,488851.09375,490633.6875,492379.40625,494122.59375,495849.625,497950.71875,500034.21875,502091.5,504171.21875,506143.0,508078.625,509905.0,511579.0,512941.71875,514232.46875,515584.28125,517209.0,518266.40625,519501.53125,520705.6875,522059.03125,524268.8125,526413.5625,528349.4375,530090.0,531490.75,532695.6875,533739.625,534765.375,535760.3125,536714.8125
Philadelphia - PA,6113936.0,6120754.0,6127431.0,6134120.0,6140846.0,6147469.0,6154269.0,6161050.0,6167728.0,6174396.0,6181099.0,6187738.0,6194382.0,6201003.0,6207376.0,6213725.0,6220033.0,6226391.0,6232714.0,6238978.0,6245051.0,6241967.0,6244278.0,6245719.0,6247905.0,6253394.0,6248861.0,6246476.0,6243720.0,6242746.0,6242768.0,6243636.0,6245250.0,6246160.0,6249200.0,6253269.0,6257802.0,6262819.0,6267935.0,6272882.0
Phoenix - AZ,4481935.0,4499287.0,4517881.0,4536451.0,4555117.0,4573189.0,4589598.0,4605842.0,4621485.0,4637000.0,4654500.0,4671604.0,4688639.0,4705474.0,4725141.0,4744590.0,4763739.0,4783049.0,4804604.0,4825763.0,4845832.0,4875246.0,4893115.0,4910296.0,4928059.0,4948431.0,4965054.0,4983379.0,5001408.0,5020870.0,5032509.0,5044830.0,5057754.0,5070110.0,5085585.0,5101834.0,5119315.0,5137049.0,5154877.0,5172526.0
Pittsburgh - PA,2367753.0,2368024.0,2368251.0,2368480.0,2368720.0,2368923.0,2369183.0,2369434.0,2369647.0,2369855.0,2370070.0,2370260.0,2370451.0,2370631.0,2370709.0,2370776.0,2370828.0,2370895.0,2370944.0,2370970.0,2370930.0,2369353.0,2368071.0,2366459.0,2365130.0,2365051.0,2360012.0,2355784.0,2351417.0,2347720.0,2345041.0,2342680.0,2340598.0,2338253.0,2337515.0,2337087.0,2337163.0,2337570.0,2337972.0,2338214.0
Port St. Lucie - FL,447351.40625,449512.21875,452006.40625,454500.0,457005.3125,459452.78125,461394.09375,463321.0,465189.5,467047.09375,468807.3125,470530.21875,472248.6875,473949.71875,475719.40625,477470.21875,479194.0,480937.09375,483237.3125,485500.625,487657.0,490112.0,493651.625,497121.3125,500649.40625,504443.0,508398.28125,512527.21875,516625.90625,520873.0,525082.375,529227.875,533163.5625,536901.125,538130.375,539130.125,539959.5,540810.75,541823.9375,542995.5
Portland - ME,530921.875,531591.5,532600.8125,533613.5625,534644.4375,535611.8125,536627.9375,537630.625,538568.9375,539498.25,540651.4375,541764.6875,542876.5,543971.3125,545142.1875,546295.0,547420.4375,548571.4375,549692.625,550775.0625,551740.0,552577.0,553959.75,555265.0625,556636.25,558302.0,559348.8125,560587.5,561792.9375,563159.0,563876.3125,564670.125,565531.3125,566329.0,567135.625,567777.375,568308.875,568947.1875,569529.5,570077.5
Portland - OR,2380565.0,2390064.0,2401415.0,2412778.0,2424219.0,2435371.0,2442740.0,2450046.0,2457055.0,2464021.0,2468657.0,2473109.0,2477550.0,2481911.0,2486200.0,2490404.0,2494479.0,2498667.0,2503697.0,2508547.0,2512859.0,2518160.0,2517913.0,2517315.0,2517018.0,2518051.0,2515017.0,2512848.0,2510530.0,2508928.0,2508374.0,2508161.0,2508247.0,2508050.0,2513713.0,2520185.0,2525975.0,2531699.0,2537445.0,2543039.0
Poughkeepsie - NY,396022.875,395906.59375,395789.09375,395672.78125,395559.125,395439.3125,395337.09375,395234.0,395124.59375,395014.90625,394904.0,394789.625,394675.6875,394560.59375,394424.28125,394286.90625,394147.1875,394011.09375,393873.1875,393731.90625,393579.0,393536.0,394368.5,395145.90625,395970.21875,397004.0,396614.5,396361.375,396084.6875,395921.0,395690.5,395513.6875,395384.1875,395210.0,395686.71875,395386.6875,395406.71875,395454.0,395479.625,395516.21875
Providence - RI,1632242.0,1634614.0,1637119.0,1639690.0,1642396.0,1645049.0,1647854.0,1650732.0,1653534.0,1656375.0,1659222.0,1662046.0,1664839.0,1667599.0,1668615.0,1669586.0,1670591.0,1671622.0,1673431.0,1675187.0,1676579.0,1673216.0,1673978.0,1674506.0,1675234.0,1676848.0,1675531.0,1674790.0,1673949.0,1673586.0,1674417.0,1675475.0,1676733.0,1677803.0,1679369.0,1681148.0,1683184.0,1685193.0,1687316.0,1689430.0
Provo - UT,586720.0,590037.1875,594891.125,599751.6875,604635.625,609450.625,613978.1875,618493.5,622937.3125,627372.8125,631397.5625,635378.1875,639358.8125,643321.4375,647106.0625,650871.1875,654605.0,658371.0,662717.75,667021.3125,671185.0,675414.0,681045.5,686580.3125,692195.375,698178.0,702242.8125,706547.75,710810.9375,715278.0,719411.9375,723642.8125,727960.5625,732197.0,734528.375,736876.5625,739187.6875,741533.6875,744115.1875,746903.375
Raleigh - NC,1266274.0,1273700.0,1281856.0,1290018.0,1298221.0,1306267.0,1313957.0,1321612.0,1329107.0,1336576.0,1343495.0,1350312.0,1357123.0,1363889.0,1371163.0,1378389.0,1385542.0,1392757.0,1399999.0,1407142.0,1413982.0,1417455.0,1425825.0,1433995.0,1442332.0,1451435.0,1458160.0,1465384.0,1472521.0,1480080.0,1487170.0,1494460.0,1501930.0,1509231.0,1515345.0,1521309.0,1527124.0,1532962.0,1538739.0,1544503.0
Reading - PA,419510.0,419825.40625,420173.09375,420523.09375,420886.90625,421200.59375,421834.40625,422457.625,423030.09375,423595.40625,424502.59375,425378.59375,426253.28125,427114.90625,427276.5,427423.40625,427548.40625,427692.90625,428129.40625,428535.09375,428849.0,428671.0,428874.5,429018.1875,429213.1875,429635.0,429990.8125,430494.1875,430972.0,431573.0,431827.5,432140.40625,432505.0,432821.0,432972.1875,433211.40625,433614.8125,434056.21875,434502.40625,434936.625
Reno - NV,450326.90625,452103.6875,454220.09375,456340.90625,458478.3125,460562.71875,462564.09375,464555.3125,466492.09375,468422.09375,470643.0,472830.5,475017.90625,477191.8125,479441.1875,481675.8125,483887.5,486122.90625,487670.90625,489185.3125,490596.0,491818.0,493430.90625,494974.5,496576.8125,498442.0,498968.40625,499666.0,500334.0,501145.0,501341.71875,501606.40625,501930.90625,502199.0,503712.3125,505283.8125,506994.0,508721.3125,510455.8125,512169.96875
Richmond - VA,1275497.0,1278740.0,1282097.0,1285461.0,1288869.0,1292124.0,1295401.0,1298646.0,1301735.0,1304802.0,1308152.0,1311405.0,1314654.0,1317861.0,1320992.0,1324079.0,1327099.0,1330180.0,1333182.0,1336091.0,1338713.0,1340979.0,1343378.0,1345588.0,1347959.0,1351043.0,1353743.0,1356907.0,1359991.0,1363464.0,1366329.0,1369379.0,1372592.0,1375652.0,1377974.0,1380421.0,1382889.0,1385375.0,1387905.0,1390443.0
Rochester - NY,1086951.0,1087174.0,1087375.0,1087576.0,1087781.0,1087967.0,1088178.0,1088384.0,1088571.0,1088755.0,1088940.0,1089114.0,1089285.0,1089451.0,1089569.0,1089680.0,1089783.0,1089892.0,1089991.0,1090079.0,1090135.0,1087563.0,1086944.0,1086174.0,1085534.0,1085467.0,1083609.0,1082123.0,1080573.0,1079331.0,1078494.0,1077804.0,1077242.0,1076559.0,1075886.0,1075252.0,1074631.0,1074073.0,1073686.0,1073598.0
Sacramento - CA,2271224.0,2278563.0,2286324.0,2294100.0,2301953.0,2309533.0,2317374.0,2325156.0,2332662.0,2340127.0,2346442.0,2352583.0,2358716.0,2364775.0,2370361.0,2375866.0,2381251.0,2386747.0,2390577.0,2394236.0,2397382.0,2400029.0,2401987.0,2403611.0,2405521.0,2408702.0,2410120.0,2412365.0,2414467.0,2417259.0,2417774.0,2418617.0,2419749.0,2420608.0,2422013.0,2424362.0,2427734.0,2431337.0,2434851.0,2438174.0
